artifact_reconstruction_relative_error,artifact_sample_fraction,clean_waveform_RRMSE,clean_waveform_correlation,coefficient_saturation_fraction,condition_erp_observation_relative_preservation,continuous_segment_welch_psd_distortion,dataset,delta_SNR_db,eog_coherence_output,eog_coherence_raw,eog_coherence_reduction,exact_cell,latency_seconds_per_window,matching_projector_attenuation_db,method,nonartifact_observation_preservation,observation_change_ratio,orthogonal_complement_relative_change,output_input_RMS_ratio,population_projector_attenuation_db,reference_free_covariance_distortion,reference_free_psd_distortion,rest_sample_fraction,seed_count,unit_id
0.9999999998929751,,0.8946235246870496,0.7577200653831081,0.0,,,klados,9.296010700557468e-10,,,,19ch_native_linked_mastoid_256hz,0.0,,RAW,,2.5996206127298576e-08,,0.9999999999838464,,,,,3,sim37
0.3236323564960228,,0.2895291195022345,0.9581366730656157,0.0,,,klados,9.869088206011325,,,,19ch_native_linked_mastoid_256hz,0.031311990820210085,,POP,,0.6610941913186857,,0.7353579666141856,,,,,3,sim37
0.30777350209935034,,0.2753414152828662,0.963514176340916,0.0,,,klados,10.244360782494375,,,,19ch_native_linked_mastoid_256hz,0.3783999093945815,,DIFF-POP,,0.5393797902346767,3.661028826191571e-08,0.7475604311900216,,,,,3,sim37
0.3336875663343876,,0.29852474677026314,0.9572610738605927,0.0,,,klados,9.54036405279685,,,,19ch_native_linked_mastoid_256hz,0.37709098194097873,,DIFF-MATCH,,0.5313382145871,,0.7507961217808075,,,,,3,sim37
0.30648832883246224,,0.2741916690448862,0.9638558547954615,0.0,,,klados,10.281164850548146,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-WRONG-SAME-CELL,,0.5384467820165182,,0.7481210761139057,,,,,3,sim37
0.38308013690912235,,0.34271250235591527,0.9445477649955643,0.0,,,klados,8.368116449339782,,,,19ch_native_linked_mastoid_256hz,0.0,,DET-MATCH,,0.4945218621918965,,0.7598655590609852,,,,,3,sim37
0.34546300974249905,,0.3090593354579081,0.9541866391130976,0.0,,,klados,9.262309162678294,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-K1,,0.5368584918205741,,0.7523709411571821,,,,,3,sim37
0.3024244221946279,,0.2705560025641586,0.9641783616577668,0.0,,,klados,10.391488916483747,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-NO-IDENTITY,,0.550074206574974,,0.7401088106409435,,,,,3,sim37
1.0000000000173823,,1.235039329338653,0.6169158701411062,0.0,,,klados,-1.5097848331233987e-10,,,,19ch_native_linked_mastoid_256hz,0.0,,RAW,,2.5195257349614627e-08,,1.000000000089846,,,,,3,sim38
0.2654119530497463,,0.32779420048732294,0.9461585314740993,0.0,,,klados,11.525575131034095,,,,19ch_native_linked_mastoid_256hz,0.004097333813896748,,POP,,0.7793133659809879,,0.6362694681969753,,,,,3,sim38
0.3758875544196414,,0.4642359131091108,0.896537875409641,0.0,,,klados,8.524535020209846,,,,19ch_native_linked_mastoid_256hz,0.4610196793305308,,DIFF-POP,,0.6456043847216596,3.828051715698042e-08,0.6597341769821217,,,,,3,sim38
0.37513804362523256,,0.4633102378002682,0.8969996275006521,0.0,,,klados,8.54258828830423,,,,19ch_native_linked_mastoid_256hz,0.46326732944429816,,DIFF-MATCH,,0.6454767369829026,,0.6599158788926636,,,,,3,sim38
0.40156320331415873,,0.495946349299579,0.8845625537134483,0.0,,,klados,7.935633884511293,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-WRONG-SAME-CELL,,0.6517249720723747,,0.6700902430262836,,,,,3,sim38
0.41445361772111705,,0.5118665180633695,0.8749248260314926,0.0,,,klados,7.6525640472012135,,,,19ch_native_linked_mastoid_256hz,0.0,,DET-MATCH,,0.7110941126132403,,0.657796961912017,,,,,3,sim38
0.3915009029821607,,0.4835190126461601,0.889572701398205,0.0,,,klados,8.168005724183452,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-K1,,0.6911631563254309,,0.6673840277846822,,,,,3,sim38
0.3475555154948831,,0.42924473075728903,0.9084600627049159,0.0,,,klados,9.192151530920126,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-NO-IDENTITY,,0.7008285166237984,,0.6417207279184729,,,,,3,sim38
0.9999999998311213,,1.2139872989978597,0.6441974440598034,0.0,,,klados,1.4668626173131469e-09,,,,19ch_native_linked_mastoid_256hz,0.0,,RAW,,2.5258834349062858e-08,,0.9999999998589217,,,,,3,sim39
0.22109263073324928,,0.2684036456575162,0.9648499081940892,0.0,,,klados,13.12489018335721,,,,19ch_native_linked_mastoid_256hz,0.0024439913707923282,,POP,,0.7061821644589749,,0.6428114872107863,,,,,3,sim39
0.28236485543275996,,0.3427873482366269,0.9438811586475359,0.0,,,klados,10.985692337300776,,,,19ch_native_linked_mastoid_256hz,0.4626231244441847,,DIFF-POP,,0.608904809963977,3.771437538114069e-08,0.6503833220431703,,,,,3,sim39
0.33793516647268457,,0.4102490000518488,0.9216862901308445,0.0,,,klados,9.424510593404294,,,,19ch_native_linked_mastoid_256hz,0.46404733270389475,,DIFF-MATCH,,0.6076756533105,,0.6639946080501449,,,,,3,sim39
0.29252463401249856,,0.35512119039514306,0.9400374077293622,0.0,,,klados,10.678952657429242,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-WRONG-SAME-CELL,,0.609238371467861,,0.6527463842078497,,,,,3,sim39
0.4473090983316646,,0.5430275641925314,0.8716247414453463,0.0,,,klados,7.017536600442688,,,,19ch_native_linked_mastoid_256hz,0.0,,DET-MATCH,,0.5475035442714488,,0.6926284144224798,,,,,3,sim39
0.3638634397574137,,0.44172559450977117,0.9111363494299924,0.0,,,klados,8.786043600369013,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-K1,,0.6243636159362702,,0.6720654487044282,,,,,3,sim39
0.31924236857370397,,0.38755618081592,0.929136114999142,0.0,,,klados,9.9206185293885,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-NO-IDENTITY,,0.6280679372573338,,0.6585401698103549,,,,,3,sim39
1.0000000000830878,,1.0412809581555724,0.6978661874345752,0.0,,,klados,-7.216930327537784e-10,,,,19ch_native_linked_mastoid_256hz,0.0,,RAW,,2.5374272585562344e-08,,0.9999999999756323,,,,,3,sim40
0.24196155208678014,,0.25194995677279786,0.9689374713861554,0.0,,,klados,12.344667162828907,,,,19ch_native_linked_mastoid_256hz,0.0037205528972359993,,POP,,0.6742976812411285,,0.7013407181776213,,,,,3,sim40
0.3712351097713524,,0.3865600507715845,0.9300389057257809,0.0,,,klados,8.628109281893868,,,,19ch_native_linked_mastoid_256hz,0.4202221304663301,,DIFF-POP,,0.5675315748645114,3.718875855985072e-08,0.7232123837176561,,,,,3,sim40
0.3836320711073819,,0.39946877054871033,0.9256065987928225,0.0,,,klados,8.340262374958717,,,,19ch_native_linked_mastoid_256hz,0.4203241071663797,,DIFF-MATCH,,0.568018022318622,,0.725396534315481,,,,,3,sim40
0.5392385350213038,,0.5614988183747367,0.8678016843065572,0.0,,,klados,5.36467685667857,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-WRONG-SAME-CELL,,0.5494126960630218,,0.7768267378393791,,,,,3,sim40
0.36630274980899596,,0.3814240782644407,0.9288338023558026,0.0,,,klados,8.775522360025361,,,,19ch_native_linked_mastoid_256hz,0.0,,DET-MATCH,,0.5896718355234303,,0.7029270099888244,,,,,3,sim40
0.41654014719468413,,0.4337353235451058,0.9139442112575775,0.0,,,klados,7.6668808931529,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-K1,,0.5801239833419997,,0.7360135646518687,,,,,3,sim40
0.445173369056028,,0.4635505522374898,0.903365334724933,0.0,,,klados,7.029645829541498,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-NO-IDENTITY,,0.5935221155646165,,0.7422985642451647,,,,,3,sim40
1.0000000005672252,,0.8295341261576038,0.7650207808920017,0.0,,,klados,-4.9268560697641685e-09,,,,19ch_native_linked_mastoid_256hz,0.0,,RAW,,2.5237222657892274e-08,,1.0000000001819425,,,,,3,sim41
0.3993689611680907,,0.331290182029126,0.9477182956106865,0.0,,,klados,7.983536674256478,,,,19ch_native_linked_mastoid_256hz,0.0022270131332334134,,POP,,0.5978861249813123,,0.7899308916622992,,,,,3,sim41
0.4251414265730988,,0.3526693215856696,0.9389702141106903,0.0,,,klados,7.4685951813952025,,,,19ch_native_linked_mastoid_256hz,0.42043934743463374,,DIFF-POP,,0.47474099831974764,3.609528949214952e-08,0.7942589965202812,,,,,3,sim41
0.67402143265246,,0.5591237798297054,0.8582241960692542,0.0,,,klados,3.4265424007349004,,,,19ch_native_linked_mastoid_256hz,0.42089197746633245,,DIFF-MATCH,,0.46243543880748367,,0.8412897517282141,,,,,3,sim41
0.7255669778551654,,0.601882568602495,0.8473358223389996,0.0,,,klados,2.786467765780902,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-WRONG-SAME-CELL,,0.40342134400836155,,0.8800719149263219,,,,,3,sim41
0.7316504194285898,,0.6069289909892741,0.8319419465389242,0.0,,,klados,2.7178586087857837,,,,19ch_native_linked_mastoid_256hz,0.0,,DET-MATCH,,0.4803341897188649,,0.8356163825961503,,,,,3,sim41
0.6978785690819874,,0.5789140886391707,0.8502112708816948,0.0,,,klados,3.1246417525794214,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-K1,,0.4851264020068006,,0.8482747609116877,,,,,3,sim41
0.668101258989987,,0.5542127937466903,0.8594175045710735,0.0,,,klados,3.5032356598952163,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-NO-IDENTITY,,0.4994358408965606,,0.8333560834532653,,,,,3,sim41
1.0000000001936242,,0.6477383365603213,0.8426453381888929,0.0,,,klados,-1.681798673924168e-09,,,,19ch_native_linked_mastoid_256hz,0.0,,RAW,,2.5337121977440998e-08,,1.0000000002679554,,,,,3,sim42
0.4542063417182987,,0.2942068601827941,0.959200912030734,0.0,,,klados,6.8781628428682735,,,,19ch_native_linked_mastoid_256hz,0.0022172624652739615,,POP,,0.47515557712825474,,0.8673433277454557,,,,,3,sim42
0.3082901974791678,,0.19969137965434403,0.9801660354218447,0.0,,,klados,10.221516411482144,,,,19ch_native_linked_mastoid_256hz,0.41986103783322815,,DIFF-POP,,0.4735696801036349,3.6923494295971494e-08,0.8316840203680077,,,,,3,sim42
0.5415894269184731,,0.3508082344229045,0.9425003968549746,0.0,,,klados,5.33046784114256,,,,19ch_native_linked_mastoid_256hz,0.4200167560988726,,DIFF-MATCH,,0.39064898690073674,,0.8725826407984697,,,,,3,sim42
0.3248748047450091,,0.2104338655751463,0.977925771206314,0.0,,,klados,9.76616537385223,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-WRONG-SAME-CELL,,0.4718772133317543,,0.8301334631328333,,,,,3,sim42
0.5224367353877462,,0.3384023018725406,0.9429267418953291,0.0,,,klados,5.64638451025174,,,,19ch_native_linked_mastoid_256hz,0.0,,DET-MATCH,,0.4197713972688985,,0.8290137002727231,,,,,3,sim42
0.5853422957580904,,0.3791486448993327,0.9338114654869788,0.0,,,klados,4.654114864318928,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-K1,,0.41511560113721974,,0.8799151419718378,,,,,3,sim42
0.4859770999522624,,0.3147859982685373,0.9515046501120535,0.0,,,klados,6.286119040365443,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-NO-IDENTITY,,0.4287088333709937,,0.8453986627377055,,,,,3,sim42
1.0000000003101117,,0.9458006361147381,0.7460065786005928,0.0,,,klados,-2.693598053510621e-09,,,,19ch_native_linked_mastoid_256hz,0.0,,RAW,,2.56631132441275e-08,,1.000000000190601,,,,,3,sim43
0.2907283538805333,,0.2749710619515273,0.9630282720550759,0.0,,,klados,10.75564051572214,,,,19ch_native_linked_mastoid_256hz,0.0024580718513957604,,POP,,0.6726782706774377,,0.7175587745886692,,,,,3,sim43
0.3829231997398177,,0.36216900578469763,0.9417103870235275,0.0,,,klados,8.33788764226776,,,,19ch_native_linked_mastoid_256hz,0.46443640048124096,,DIFF-POP,,0.5061308882601597,3.620951559321015e-08,0.7561693185622568,,,,,3,sim43
0.3882860517146594,,0.36724119459231913,0.9401769973170643,0.0,,,klados,8.217132880313448,,,,19ch_native_linked_mastoid_256hz,0.46458908400058535,,DIFF-MATCH,,0.5051364494298031,,0.7572605453391935,,,,,3,sim43
0.386868741705745,,0.3659007018847318,0.9406658859115679,0.0,,,klados,8.248735558014582,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-WRONG-SAME-CELL,,0.5039720347069164,,0.7574476987888934,,,,,3,sim43
0.39423021132711344,,0.3728631845332022,0.936687628470649,0.0,,,klados,8.122907862327459,,,,19ch_native_linked_mastoid_256hz,0.0,,DET-MATCH,,0.5301254574990607,,0.7484700068795324,,,,,3,sim43
0.40776933882098326,,0.38566849992537183,0.9348213331175838,0.0,,,klados,7.793740066175423,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-K1,,0.5313564448325537,,0.7613002673018112,,,,,3,sim43
0.2834811285448793,,0.2681166316211246,0.965422609138021,0.0,,,klados,10.949645438129572,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-NO-IDENTITY,,0.574149921602709,,0.7234134144116595,,,,,3,sim43
1.000000000036442,,0.860775073130721,0.7672352767085776,0.0,,,klados,-3.1652988330551927e-10,,,,19ch_native_linked_mastoid_256hz,0.0,,RAW,,2.5513513280211942e-08,,0.9999999996905341,,,,,3,sim46
0.32958303689440266,,0.2836968626750861,0.9566953981992631,0.0,,,klados,10.077014246176645,,,,19ch_native_linked_mastoid_256hz,0.0021786238319085292,,POP,,0.7071963869623813,,0.7574385205013563,,,,,3,sim46
0.3459675305000145,,0.29780022635615255,0.9578286924790819,0.0,,,klados,9.225027438468992,,,,19ch_native_linked_mastoid_256hz,0.41776749160101945,,DIFF-POP,,0.5165831483286142,3.728124083437043e-08,0.7657777554795642,,,,,3,sim46
0.3453546169050346,,0.2972726456116301,0.9579286467865411,0.0,,,klados,9.240431692029615,,,,19ch_native_linked_mastoid_256hz,0.41460735459889597,,DIFF-MATCH,,0.5165747288491253,,0.7650223567813795,,,,,3,sim46
0.35645874405727856,,0.30683080147280745,0.9547727316872394,0.0,,,klados,8.964025496923306,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-WRONG-SAME-CELL,,0.5156655911700757,,0.7607094356313877,,,,,3,sim46
0.43384129524082576,,0.37343977262443967,0.9355018789009216,0.0,,,klados,7.254791198350529,,,,19ch_native_linked_mastoid_256hz,0.0,,DET-MATCH,,0.4773255787517618,,0.7763747643074271,,,,,3,sim46
0.34405970797181223,,0.2961580202799786,0.9581213295292358,0.0,,,klados,9.269690028025634,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-K1,,0.5223299286007147,,0.7663793729283825,,,,,3,sim46
0.30002342576542534,,0.2582526862447522,0.968032750742517,0.0,,,klados,10.460647307471698,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-NO-IDENTITY,,0.5319061460891285,,0.7551634464441169,,,,,3,sim46
1.000000000197845,,2.19837443200745,0.4294214469185274,0.0,,,klados,-1.7184614398894102e-09,,,,19ch_native_linked_mastoid_256hz,0.0,,RAW,,2.554521811876905e-08,,1.000000000159857,,,,,3,sim47
0.3925749848859465,,0.8630268092482303,0.739772141828749,0.0,,,klados,8.440446584181743,,,,19ch_native_linked_mastoid_256hz,0.0021217736687200767,,POP,,0.90533353026282,,0.5234419755734449,,,,,3,sim47
0.3049188196786323,,0.6703257368867748,0.8170984065283725,0.0,,,klados,10.318117209945644,,,,19ch_native_linked_mastoid_256hz,0.4102114934978696,,DIFF-POP,,0.6939181963697219,3.759320070520564e-08,0.4758940429347563,,,,,3,sim47
0.336709032872434,,0.7402125287462674,0.7813027211956607,0.0,,,klados,9.455966343224992,,,,19ch_native_linked_mastoid_256hz,0.410755749764697,,DIFF-MATCH,,0.692692906080424,,0.48441667462279825,,,,,3,sim47
0.32075637823274944,,0.7051426206706783,0.8024076029090431,0.0,,,klados,9.877716036980214,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-WRONG-SAME-CELL,,0.6913257037440825,,0.48378334204834467,,,,,3,sim47
0.4276912079395818,,0.9402254161427394,0.7066157279837069,0.0,,,klados,7.385275512055904,,,,19ch_native_linked_mastoid_256hz,0.0,,DET-MATCH,,0.6305898563163259,,0.5439358019206929,,,,,3,sim47
0.35052160228205337,,0.7705777281706953,0.7669894930618378,0.0,,,klados,9.108326403134292,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-K1,,0.7066149199110002,,0.4899961059826546,,,,,3,sim47
0.3123691808277008,,0.6867044203428682,0.8024253905348546,0.0,,,klados,10.109178656213054,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-NO-IDENTITY,,0.7183143085446034,,0.46927314003001525,,,,,3,sim47
0.9999999999652255,,1.781563346988951,0.491196181572591,0.0,,,klados,3.020495420457166e-10,,,,19ch_native_linked_mastoid_256hz,0.0,,RAW,,2.5462172942040128e-08,,0.9999999998885919,,,,,3,sim48
0.23732622085352792,,0.42281169636675325,0.918576145287969,0.0,,,klados,12.502341911508843,,,,19ch_native_linked_mastoid_256hz,0.00213538496561038,,POP,,0.8352190817278857,,0.5223804165578129,,,,,3,sim48
0.4132635350110436,,0.7362551666483634,0.8001024992958953,0.0,,,klados,7.688121965358253,,,,19ch_native_linked_mastoid_256hz,0.4104453253326938,,DIFF-POP,,0.6027567373577171,3.682002969163135e-08,0.599909068282149,,,,,3,sim48
0.4251261056758849,,0.7573890877466459,0.7903617901021637,0.0,,,klados,7.439733292844164,,,,19ch_native_linked_mastoid_256hz,0.4115524425675782,,DIFF-MATCH,,0.6010121576221475,,0.604165626243146,,,,,3,sim48
0.4179240853750854,,0.744558232354025,0.7958700724583578,0.0,,,klados,7.586136429599192,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-WRONG-SAME-CELL,,0.606080818933121,,0.6009871346904939,,,,,3,sim48
0.44986364395051986,,0.8014605792330043,0.7705594166025183,0.0,,,klados,6.9429918812279405,,,,19ch_native_linked_mastoid_256hz,0.0,,DET-MATCH,,0.6221269308100422,,0.6127779460416383,,,,,3,sim48
0.42022416631205833,,0.7486559722465865,0.7938932643800166,0.0,,,klados,7.571757208027546,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-K1,,0.6730414074560139,,0.6008112972549912,,,,,3,sim48
0.35995129543608445,,0.6412760346724194,0.8348478703853215,0.0,,,klados,8.890162343030427,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-NO-IDENTITY,,0.6898437533547113,,0.5692375162633997,,,,,3,sim48
1.0000000006908918,,1.6589856964003662,0.5287172283241288,0.0,,,klados,-6.001007417688484e-09,,,,19ch_native_linked_mastoid_256hz,0.0,,RAW,,2.4944256405112658e-08,,1.00000000057594,,,,,3,sim49
0.37598106124820463,,0.6237472022972596,0.8424271262108421,0.0,,,klados,8.66534216816432,,,,19ch_native_linked_mastoid_256hz,0.0030207146402163845,,POP,,0.9017370476821736,,0.5967312587043402,,,,,3,sim49
0.3013066221280672,,0.499863375995822,0.8930912476906615,0.0,,,klados,10.426249022870932,,,,19ch_native_linked_mastoid_256hz,0.3454191380280665,,DIFF-POP,,0.7076570272975836,3.952629100642838e-08,0.5668769552144273,,,,,3,sim49
0.32499925616737907,,0.539169116949933,0.8783149101403275,0.0,,,klados,9.76542469367444,,,,19ch_native_linked_mastoid_256hz,0.34219028869605,,DIFF-MATCH,,0.7056267253889419,,0.5757404714743664,,,,,3,sim49
