fold,view,beta,nested_loss,selected
4,primary,0.0,5.296889983945423,0
4,primary,0.25,4.852486780948109,0
4,primary,0.5,4.745352132452859,1
4,primary,0.75,4.966615968280368,0
4,primary,1.0,5.516738161444665,0
4,prestim,0.0,1.146135782202085,0
4,prestim,0.25,1.1373245418071745,1
4,prestim,0.5,1.1956991073158052,0
4,prestim,0.75,1.3126686331298616,0
4,prestim,1.0,1.4747222148709829,0
4,hf_art,0.0,1.238287126024564,0
4,hf_art,0.25,1.2314497116539214,1
4,hf_art,0.5,1.3132191565301683,0
4,hf_art,0.75,1.4684471322430506,0
4,hf_art,1.0,1.6768689221805995,0
4,label_shuffle,0.0,1.1291134655475619,1
4,label_shuffle,0.25,1.129748460319307,0
4,label_shuffle,0.5,1.201776166756948,0
4,label_shuffle,0.75,1.3341965625683467,0
4,label_shuffle,1.0,1.5111847950352564,0
4,time_shuffle,0.0,1.451512631442812,0
4,time_shuffle,0.25,1.4392305380768249,1
4,time_shuffle,0.5,1.5004382315609188,0
4,time_shuffle,0.75,1.6268139415317113,0
4,time_shuffle,1.0,1.8070216327905655,0
4,wrong_condition,0.0,5.296889983945423,0
4,wrong_condition,0.25,4.852486780948109,0
4,wrong_condition,0.5,4.745352132452859,1
4,wrong_condition,0.75,4.966615968280368,0
4,wrong_condition,1.0,5.516738161444665,0
4,gain_normalized,0.0,8.394047301676538,0
4,gain_normalized,0.25,7.695618097980817,0
4,gain_normalized,0.5,7.529833295279079,1
4,gain_normalized,0.75,7.873115229937766,0
4,gain_normalized,1.0,8.736622326903873,0
