blocked_or_failed_units,coverage_units,dataset,mean_artifact_reconstruction_relative_error,mean_clean_waveform_RRMSE,mean_clean_waveform_correlation,mean_condition_erp_observation_relative_preservation,mean_delta_SNR_db,mean_eog_coherence_reduction,mean_nonartifact_observation_preservation,mean_observation_change_ratio,mean_output_input_RMS_ratio,mean_reference_free_covariance_distortion,mean_reference_free_psd_distortion,median_artifact_reconstruction_relative_error,median_clean_waveform_RRMSE,median_clean_waveform_correlation,median_condition_erp_observation_relative_preservation,median_delta_SNR_db,median_eog_coherence_reduction,median_nonartifact_observation_preservation,median_observation_change_ratio,median_output_input_RMS_ratio,median_reference_free_covariance_distortion,median_reference_free_psd_distortion,method,route,scientific_role,success_units
0,16,klados,0.4208071708587535,0.5446776666302772,0.8677866376173639,,8.069497047079212,,,0.7746285435879856,0.6903903793504866,,,0.32593537177740634,0.4192728119257175,0.9150278326631935,,9.73791419134071,,,0.7666556169434806,0.6638497677369288,,,DET-MATCH,P2_FULL_C_FILM,one_seed_full_real_route_screen,16
0,16,klados,0.42833020219559137,0.5428060971708863,0.8688565565728168,,7.991538563905722,,,0.7760642513233985,0.6917922357736535,,,0.3200984836827893,0.41960812949179227,0.9150716093824932,,9.895005940021951,,,0.7661637684716448,0.660804408879159,,,DIFF-MATCH,P2_FULL_C_FILM,one_seed_full_real_route_screen,16
0,16,klados,0.42730774130342375,0.5391541298632565,0.8696945915299432,,8.008487812923542,,,0.7772871092299829,0.689918970585613,,,0.320764906840357,0.41911878845119277,0.9152946749235751,,9.876742681951342,,,0.7660568593674772,0.6610972002755564,,,DIFF-MATCH-K1,P2_FULL_C_FILM,one_seed_full_real_route_screen,16
0,16,klados,0.3422248510994108,0.4405372377352018,0.9053012901864175,,9.591315183492364,,,0.7712404388492338,0.6577947152385997,,,0.3111929792732382,0.3923966899657622,0.927834579538154,,10.139481659354338,,,0.7665510980065908,0.6362104841544889,,,DIFF-POP,P2_FULL_C_FILM,one_seed_full_real_route_screen,16
0,16,klados,0.45368005593328775,0.5888219022007924,0.8520580810889853,,7.002808663064803,,,0.8069266032041915,0.6991095196629866,,,0.45839851436847767,0.49755647718277474,0.8879459887518444,,6.776779862653304,,,0.8298876074840451,0.6872471486181851,,,DIFF-WRONG-0,P2_FULL_C_FILM,one_seed_full_real_route_screen,16
0,16,klados,0.5310194846075325,0.6835394108426658,0.8168094946466087,,5.638228935678014,,,0.7744507279080264,0.7318835903752887,,,0.5159354087945381,0.6250173450293368,0.8395119910220128,,5.748396611225644,,,0.7687963240502856,0.7287714415664919,,,DIFF-WRONG-1,P2_FULL_C_FILM,one_seed_full_real_route_screen,16
0,16,klados,0.35206326512924135,0.45488706112853106,0.9000581088860959,,9.30970797956751,,,0.7876401422775857,0.6610875032183865,,,0.3171429250249727,0.4121131099508333,0.9212162842499525,,9.975391601170628,,,0.7949584738325971,0.641349131821388,,,DIFF-WRONG-2,P2_FULL_C_FILM,one_seed_full_real_route_screen,16
0,16,klados,0.3422248510994108,0.4405372377352018,0.9053012901864175,,9.591315183492364,,,0.7712404388492338,0.6577947152385997,,,0.3111929792732382,0.3923966899657622,0.927834579538154,,10.139481659354338,,,0.7665510980065908,0.6362104841544889,,,POP,P2_FULL_C_FILM,one_seed_full_real_route_screen,16
0,16,klados,1.0000000002513123,1.29480746477021,0.6301623066247017,,-2.1828712433107425e-09,,,2.5468778188987017e-08,1.0000000001519855,,,1.000000000138356,1.2727797761737953,0.602578498463876,,-1.2017458533389735e-09,,,2.5487843111126027e-08,1.0000000001248515,,,RAW,P2_FULL_C_FILM,one_seed_full_real_route_screen,16
0,58,sgeyesub,,,,0.17172037317950445,,0.26473114759606065,0.7659170639070413,0.6645737560351098,,0.10241355793371716,0.5711288786821045,,,,0.1927231294103196,,0.27709925891334775,0.8146397854077069,0.6406181926366983,,0.08526636002812368,0.2832166448280318,DET-MATCH,P2_FULL_C_FILM,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.17802315713513303,,0.2743179953791118,0.7663195910301817,0.6583329153879254,,0.09930999515519652,0.5865555024858853,,,,0.2040483405425048,,0.28365527961182024,0.8173578460372882,0.6425958392104454,,0.07121719844189395,0.2982362120290379,DIFF-MATCH,P2_FULL_C_FILM,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.1774274208734053,,0.27498347289564457,0.7614142588531126,0.6593350708175659,,0.09883633395948851,0.5953916609278032,,,,0.20410311519444985,,0.2817120354856894,0.8096610854034996,0.6435624887076392,,0.07081561634041543,0.3238323394290547,DIFF-MATCH-K1,P2_FULL_C_FILM,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.19391554611637854,,0.32208154368822883,0.7727441063966854,0.6469595973155953,,0.09344599743350954,0.5753127167286795,,,,0.20742547380754073,,0.3234296638591788,0.8269471855294357,0.6379426058641076,,0.06574639900769705,0.2795943749257252,DIFF-POP,P2_FULL_C_FILM,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.18721690110711606,,0.2642331833319552,0.7712132203654349,0.653110925032861,,0.0955849402427835,0.5787586458889294,,,,0.20319758627193757,,0.27413018795741323,0.8260770591423655,0.6390030599545002,,0.0763806286410256,0.2853537474263591,DIFF-WRONG-0,P2_FULL_C_FILM,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.18814359564632424,,0.25145283794684464,0.7689131855047842,0.6487099896336478,,0.0967162114630008,0.5791733205405076,,,,0.20243798535303198,,0.2472712868600005,0.8234253381014586,0.6335067862416537,,0.07529217344173307,0.2881969421828774,DIFF-WRONG-1,P2_FULL_C_FILM,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.18022708048095085,,0.270147075484204,0.7678204790425603,0.6556919443904072,,0.09791976731156937,0.5825304171734245,,,,0.1973512218441219,,0.2729027165626038,0.8220141805748151,0.6350128383004144,,0.07516613083992522,0.3178350404168001,DIFF-WRONG-2,P2_FULL_C_FILM,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.19391554611637854,,0.32208154368822883,0.7727441063966854,0.6469595973155953,,0.09344599743350954,0.5753127167286795,,,,0.20742547380754073,,0.3234296638591788,0.8269471855294357,0.6379426058641076,,0.06574639900769705,0.2795943749257252,POP,P2_FULL_C_FILM,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,1.0,,0.0,1.0,0.0,,0.0,0.0,,,,1.0,,0.0,1.0,0.0,,0.0,0.0,RAW,P2_FULL_C_FILM,one_seed_full_real_route_screen,58
0,16,klados,0.42083277995510365,0.5447045050119808,0.8677758643527461,,8.069066885634502,,,0.7746450129352408,0.6904010244201737,,,0.3259288011379369,0.4194513074937648,0.9149647961250549,,9.738090023271685,,,0.7666386502494745,0.663880649601668,,,DET-MATCH,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,16
0,16,klados,0.41447150430237556,0.5290796643430586,0.8732953144534769,,8.216848762942114,,,0.7728048213773446,0.686615062910362,,,0.3172141554994381,0.418942061165656,0.9151791641638134,,9.974423975219594,,,0.7657338429361515,0.6580342612332383,,,DIFF-MATCH,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,16
0,16,klados,0.427342764164505,0.5391940108217859,0.8696794103019887,,8.007911085100583,,,0.7773059281803398,0.689934449461433,,,0.3207669315812166,0.4192969971168151,0.9152320340456115,,9.876686226882583,,,0.7660401210573444,0.6611314278460954,,,DIFF-MATCH-K1,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,16
0,16,klados,0.3422553235913073,0.44057102013987903,0.9052877665631252,,9.59079209126651,,,0.7712584366661277,0.6578072915976636,,,0.31121124275272416,0.39241785403378526,0.9278268420009514,,10.138969386283797,,,0.7665546141478002,0.6362222737879645,,,DIFF-POP,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,16
0,16,klados,0.453723255092808,0.5888714986971688,0.8520394033432194,,7.002043092320966,,,0.8069479670490585,0.6991273370771387,,,0.4584026893700185,0.49755897167851676,0.8879472694708046,,6.776706414412521,,,0.8298794763382209,0.6872859126923263,,,DIFF-WRONG-0,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,16
0,16,klados,0.5310611736951035,0.6835878647195999,0.8167919497837788,,5.637545604730827,,,0.7744715764099104,0.731901745204095,,,0.5159502760628474,0.6250167974902735,0.8395107763395484,,5.748145352147258,,,0.7687856637267281,0.7288096820293831,,,DIFF-WRONG-1,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,16
0,16,klados,0.3520927762296391,0.4549191160627954,0.9000454633006794,,9.309203566163891,,,0.78765767873101,0.6610995296067957,,,0.3171517245920553,0.41225270880152987,0.9211680816585577,,9.97515572600704,,,0.7949417186075116,0.6413525016112631,,,DIFF-WRONG-2,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,16
0,16,klados,0.3422553235913073,0.44057102013987903,0.9052877665631252,,9.59079209126651,,,0.7712584366661277,0.6578072915976636,,,0.31121124275272416,0.39241785403378526,0.9278268420009514,,10.138969386283797,,,0.7665546141478002,0.6362222737879645,,,POP,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,16
0,16,klados,1.0000000002513123,1.29480746477021,0.6301623066247016,,-2.1828712433107425e-09,,,2.5468778188987017e-08,1.0000000001519855,,,1.000000000138356,1.2727797761737953,0.6025784984638758,,-1.2017458533389733e-09,,,2.5487843111126027e-08,1.0000000001248515,,,RAW,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,16
0,58,sgeyesub,,,,0.17172303190176907,,0.2647323878954346,0.7659183468141441,0.6645705499613632,,0.10240977886803969,0.5710936871721337,,,,0.19275233984438578,,0.27709925891334775,0.8146432611813733,0.6406181926366983,,0.08526535667475552,0.2832199362357249,DET-MATCH,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.18505353089490661,,0.28313630921971705,0.7725492557703374,0.653941562296527,,0.09419049595149506,0.56625476518598,,,,0.20585427046981236,,0.28899778479318666,0.8250618961940576,0.6372058478112232,,0.0659556497246976,0.2785420486557476,DIFF-MATCH,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.17743010466740397,,0.2749840884911007,0.7614153544285684,0.6593315855841113,,0.09883251471108627,0.5953704569801442,,,,0.20413471689413853,,0.2817086094704889,0.8096592235604243,0.6435624887076392,,0.07081554311544166,0.32368463339685927,DIFF-MATCH-K1,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.193918095084311,,0.3220831456956953,0.7727450181161133,0.6469558952653952,,0.09344208796881409,0.575285138619418,,,,0.20742325618948693,,0.32343800082209895,0.8269488211835709,0.6379426058641076,,0.06571984776745207,0.2797214754898074,DIFF-POP,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.18721974231302108,,0.26423348410327935,0.771214248751394,0.6531070056395726,,0.09558102737572978,0.5787246107329099,,,,0.20322294797071666,,0.27414431661196126,0.8260822482614982,0.6390030599545002,,0.07637089055633098,0.28536469709422885,DIFF-WRONG-0,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.18814515132921214,,0.2514542063506,0.7689140191360004,0.648706273743819,,0.09671233753777567,0.5791472222544852,,,,0.2024388940875022,,0.24728489341537782,0.823427155187137,0.6335067862416537,,0.07528281807918485,0.2881998501884691,DIFF-WRONG-1,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.18022971041312788,,0.27014912444828787,0.7678210250416087,0.6556878964862017,,0.09791641045168237,0.5825091884545451,,,,0.1973512218441219,,0.2729029058074589,0.8220178214547412,0.6350128383004144,,0.07516593337133967,0.3178350404168001,DIFF-WRONG-2,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.193918095084311,,0.3220831456956953,0.7727450181161133,0.6469558952653952,,0.09344208796881409,0.575285138619418,,,,0.20742325618948693,,0.32343800082209895,0.8269488211835709,0.6379426058641076,,0.06571984776745207,0.2797214754898074,POP,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,1.0,,0.0,1.0,0.0,,0.0,0.0,,,,1.0,,0.0,1.0,0.0,,0.0,0.0,RAW,P3_ACTIVITY_GATE,one_seed_full_real_route_screen,58
0,16,klados,0.42083277995510365,0.5447045050119808,0.8677758643527461,,8.069066885634502,,,0.7746450129352408,0.6904010244201737,,,0.3259288011379369,0.4194513074937648,0.9149647961250549,,9.738090023271685,,,0.7666386502494745,0.663880649601668,,,DET-MATCH,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,16
0,16,klados,0.4178400640058181,0.5376183555731155,0.8694766547056809,,8.125182668672263,,,0.774918788748571,0.6875435559234588,,,0.3198512329907302,0.4213609471643596,0.9144144937966789,,9.902249159185056,,,0.764748723306313,0.6604424990240947,,,DIFF-MATCH,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,16
0,16,klados,0.4148803340830643,0.5311313746728399,0.8712065055730215,,8.164550884906944,,,0.7754443259287058,0.6845318345705478,,,0.3197719958404687,0.4208977117104038,0.9146207504112351,,9.904620509374425,,,0.7646970444495499,0.6610178930607105,,,DIFF-MATCH-K1,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,16
0,16,klados,0.3422553235913073,0.44057102013987903,0.9052877665631252,,9.59079209126651,,,0.7712584366661277,0.6578072915976636,,,0.31121124275272416,0.39241785403378526,0.9278268420009514,,10.138969386283797,,,0.7665546141478002,0.6362222737879645,,,DIFF-POP,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,16
0,16,klados,0.4710103451454659,0.6113086885282186,0.8433662356576241,,6.661122952822231,,,0.8193562644679504,0.7044508457833076,,,0.48261304571206604,0.513458230721901,0.881184829229473,,6.328227177826922,,,0.8437229236198625,0.6967650500710068,,,DIFF-WRONG-0,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,16
0,16,klados,0.5019372358954501,0.6462365769362874,0.8309188462545187,,6.103834423419111,,,0.7708112327165414,0.7169989612048346,,,0.49520992618215554,0.5829231817973892,0.8560846607109063,,6.10840235671917,,,0.7616517146516681,0.7142773980658215,,,DIFF-WRONG-1,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,16
0,16,klados,0.357485492652152,0.46217041020123084,0.8976295758705586,,9.160323274444305,,,0.7908337231313609,0.6624932821645535,,,0.32432275801179344,0.4164420528291254,0.9194402327777358,,9.78125460968535,,,0.8002321596641624,0.6427049887131157,,,DIFF-WRONG-2,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,16
0,16,klados,0.3422553235913073,0.44057102013987903,0.9052877665631252,,9.59079209126651,,,0.7712584366661277,0.6578072915976636,,,0.31121124275272416,0.39241785403378526,0.9278268420009514,,10.138969386283797,,,0.7665546141478002,0.6362222737879645,,,POP,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,16
0,16,klados,1.0000000002513123,1.29480746477021,0.6301623066247016,,-2.1828712433107425e-09,,,2.5468778188987017e-08,1.0000000001519855,,,1.000000000138356,1.2727797761737953,0.6025784984638758,,-1.2017458533389733e-09,,,2.5487843111126027e-08,1.0000000001248515,,,RAW,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,16
0,58,sgeyesub,,,,0.17171790291890493,,0.2647301204093401,0.7659154828554497,0.6645740002471306,,0.10241310298310087,0.5711231942433146,,,,0.1927231294103196,,0.2770955657422441,0.8146370909514256,0.6406317160303265,,0.0852522216900505,0.2832190454697755,DET-MATCH,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.17353541785044485,,0.2798999730404195,0.7652119701712579,0.6630432919776865,,0.10033515284192404,0.5683634442944769,,,,0.19964768875907868,,0.2840237591786221,0.8128151797583922,0.6382601693995759,,0.07860289818296434,0.29152594653234926,DIFF-MATCH,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.1728418500381032,,0.280742612550282,0.7597924046198407,0.6641445739465823,,0.10010438476968392,0.5832709142386292,,,,0.19938235515610214,,0.284520890810004,0.806452481478662,0.6400706274074037,,0.07822293205273562,0.29812425786790675,DIFF-MATCH-K1,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.1939136483730723,,0.32208214921017775,0.7727427332666723,0.6469598747029235,,0.0934450664905479,0.5753087763917836,,,,0.20741916322111953,,0.3234336006582645,0.8269462270516468,0.6379463665789837,,0.06574639900769705,0.2797153974111047,DIFF-POP,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.17131807943918473,,0.26761068155475426,0.768259886546301,0.6624770186281899,,0.10124756789865887,0.5980541524361305,,,,0.1873825263077631,,0.2781734128446981,0.8172361878534447,0.6451473586824605,,0.08291486343317427,0.30816537063113947,DIFF-WRONG-0,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.1804194907854806,,0.2625745995035321,0.7666359404564168,0.6540229386163781,,0.09757860353126678,0.6066648358868367,,,,0.19315732864336466,,0.26150459598166803,0.8226811053197336,0.6396608350284241,,0.07042914408055885,0.3315316438726934,DIFF-WRONG-1,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.17553954589217874,,0.27263936221202306,0.7669696441573131,0.6607148697501655,,0.10500500679947203,0.603083425553823,,,,0.19492751612557846,,0.27905815472509055,0.8181229540015678,0.6394707415235069,,0.08567618788963471,0.3117104278535491,DIFF-WRONG-2,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.1939136483730723,,0.32208214921017775,0.7727427332666723,0.6469598747029235,,0.0934450664905479,0.5753087763917836,,,,0.20741916322111953,,0.3234336006582645,0.8269462270516468,0.6379463665789837,,0.06574639900769705,0.2797153974111047,POP,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,1.0,,0.0,1.0,0.0,,0.0,0.0,,,,1.0,,0.0,1.0,0.0,,0.0,0.0,RAW,P4_SUPPORT_ADAPTER,one_seed_full_real_route_screen,58
0,16,klados,0.4208071708587535,0.5446776666302772,0.8677866376173639,,8.069497047079212,,,0.7746285435879856,0.6903903793504866,,,0.32593537177740634,0.4192728119257175,0.9150278326631935,,9.73791419134071,,,0.7666556169434806,0.6638497677369288,,,DET-MATCH,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,16
0,16,klados,0.4930252667701725,0.6093355165666579,0.8385237885958733,,7.23291641550105,,,0.801756497706412,0.7107909379782968,,,0.3640595825278037,0.4532594610351637,0.9040779904554841,,8.783513831384294,,,0.7962678776297292,0.67107389565618,,,DIFF-MATCH,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,16
0,16,klados,0.4930809295099603,0.608863389559338,0.8384784151562947,,7.234087103501519,,,0.8019595452868277,0.7105199073753456,,,0.3638303039464631,0.4528634442313568,0.9042030117889617,,8.788778198996742,,,0.7969778018812271,0.670910585534533,,,DIFF-MATCH-K1,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,16
0,16,klados,0.3422248510994108,0.4405372377352018,0.9053012901864175,,9.591315183492364,,,0.7712404388492338,0.6577947152385997,,,0.3111929792732382,0.3923966899657622,0.927834579538154,,10.139481659354338,,,0.7665510980065908,0.6362104841544889,,,DIFF-POP,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,16
0,16,klados,0.44471916543059076,0.5750757529240804,0.8606763520060936,,7.173100680013532,,,0.7578491817173214,0.707087694483451,,,0.4085227587117176,0.4770001510014775,0.8947085018111973,,7.776446055385774,,,0.7672442355034957,0.6834543263199759,,,DIFF-WRONG-0,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,16
0,16,klados,0.4526193180564653,0.5787899912882594,0.8475824972522708,,7.007191074012526,,,0.8096053483032366,0.6688457834059031,,,0.42970316205056835,0.5175764154455822,0.8703808424286733,,7.349654358684846,,,0.80209870196325,0.6436800923816175,,,DIFF-WRONG-1,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,16
0,16,klados,0.3735272012727893,0.48210731815171726,0.8934121293471338,,8.750721228753935,,,0.7650884657056671,0.6784700864911809,,,0.3321471955634241,0.4120215244850387,0.9201324410764808,,9.573851056444907,,,0.769659518184636,0.6548522976020953,,,DIFF-WRONG-2,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,16
0,16,klados,0.3422248510994108,0.4405372377352018,0.9053012901864175,,9.591315183492364,,,0.7712404388492338,0.6577947152385997,,,0.3111929792732382,0.3923966899657622,0.927834579538154,,10.139481659354338,,,0.7665510980065908,0.6362104841544889,,,POP,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,16
0,16,klados,1.0000000002513123,1.29480746477021,0.6301623066247017,,-2.1828712433107425e-09,,,2.5468778188987017e-08,1.0000000001519855,,,1.000000000138356,1.2727797761737953,0.602578498463876,,-1.2017458533389735e-09,,,2.5487843111126027e-08,1.0000000001248515,,,RAW,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,16
