dataset,left,metric,right,route,screening_only,unit_id,utility_effect_positive_is_better
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study05/study05_p06,0.010999174231520747
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study05/study05_p06,0.07080018176681863
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study05/study05_p10,-0.049441248064819865
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study05/study05_p10,0.004257438838955352
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study05/study05_p10,0.052209419976654625
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study05/study05_p24,-0.031199774094928134
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study05/study05_p24,0.005618154151470711
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study05/study05_p24,0.03343354601324683
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study05/study05_p40,-0.014413405381687727
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study05/study05_p40,-0.001027986784197521
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study05/study05_p40,0.04369655937168421
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study05/study05_p41,-0.13376181679895383
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study05/study05_p41,0.01162471654074293
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study05/study05_p41,-0.09566325884277493
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study05/study05_p43,-0.06250805727586872
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study05/study05_p43,-0.003637981043427607
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study05/study05_p43,-0.008417514418987304
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study05/study05_p44,-0.17629700733845416
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study05/study05_p44,0.05313409892048593
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study05/study05_p44,-0.12412149656044247
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study05/study05_p45,-0.054293524330362164
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study05/study05_p45,0.0008312629864229426
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study05/study05_p45,-0.023569849069620064
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study05/study05_p46,0.01930055940613218
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study05/study05_p46,0.0022172490741854123
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study05/study05_p46,0.07846886321765151
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study05/study05_p47,-0.0196959334678605
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study05/study05_p47,0.0026181332491476417
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study05/study05_p47,0.023043349317924122
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study05/study05_p48,-0.05598847944103952
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study05/study05_p48,0.0123364489202753
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study05/study05_p48,-0.011668725224827148
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study05/study05_p49,-0.07881151902873046
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study05/study05_p49,0.008331919589539272
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study05/study05_p49,0.0018502837410526163
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study05/study05_p50,-0.015893407197613285
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study05/study05_p50,0.0007526893792261791
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study05/study05_p50,0.04195266306171219
klados,DIFF-MATCH,clean_waveform_RRMSE,DIFF-POP,P2_FULL_C_FILM,True,sim37,-0.08595695202035236
klados,DIFF-MATCH,clean_waveform_RRMSE,DET-MATCH,P2_FULL_C_FILM,True,sim37,0.009049219560822552
klados,DIFF-MATCH,clean_waveform_RRMSE,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,sim37,0.02739570824071874
klados,DIFF-MATCH,clean_waveform_RRMSE,DIFF-POP,P2_FULL_C_FILM,True,sim38,-0.00354034969940914
klados,DIFF-MATCH,clean_waveform_RRMSE,DET-MATCH,P2_FULL_C_FILM,True,sim38,0.00220476391320118
klados,DIFF-MATCH,clean_waveform_RRMSE,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,sim38,0.16601061274225598
klados,DIFF-MATCH,clean_waveform_RRMSE,DIFF-POP,P2_FULL_C_FILM,True,sim39,-0.11743263357132927
klados,DIFF-MATCH,clean_waveform_RRMSE,DET-MATCH,P2_FULL_C_FILM,True,sim39,0.007513418950692297
klados,DIFF-MATCH,clean_waveform_RRMSE,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,sim39,0.04743783842497601
klados,DIFF-MATCH,clean_waveform_RRMSE,DIFF-POP,P2_FULL_C_FILM,True,sim40,0.01127391393270849
klados,DIFF-MATCH,clean_waveform_RRMSE,DET-MATCH,P2_FULL_C_FILM,True,sim40,0.0027430415526679686
klados,DIFF-MATCH,clean_waveform_RRMSE,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,sim40,0.19926653413424944
klados,DIFF-MATCH,clean_waveform_RRMSE,DIFF-POP,P2_FULL_C_FILM,True,sim41,-0.41688896465626896
klados,DIFF-MATCH,clean_waveform_RRMSE,DET-MATCH,P2_FULL_C_FILM,True,sim41,-0.1841247312044776
klados,DIFF-MATCH,clean_waveform_RRMSE,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,sim41,-0.28670993044098675
klados,DIFF-MATCH,clean_waveform_RRMSE,DIFF-POP,P2_FULL_C_FILM,True,sim42,-0.08554382054335202
klados,DIFF-MATCH,clean_waveform_RRMSE,DET-MATCH,P2_FULL_C_FILM,True,sim42,-0.04056850297561776
klados,DIFF-MATCH,clean_waveform_RRMSE,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,sim42,-0.06948031903355822
klados,DIFF-MATCH,clean_waveform_RRMSE,DIFF-POP,P2_FULL_C_FILM,True,sim43,-0.010963118480237566
klados,DIFF-MATCH,clean_waveform_RRMSE,DET-MATCH,P2_FULL_C_FILM,True,sim43,0.005187464640610484
klados,DIFF-MATCH,clean_waveform_RRMSE,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,sim43,0.06255876345499684
klados,DIFF-MATCH,clean_waveform_RRMSE,DIFF-POP,P2_FULL_C_FILM,True,sim46,-0.0010338702029541458
klados,DIFF-MATCH,clean_waveform_RRMSE,DET-MATCH,P2_FULL_C_FILM,True,sim46,-0.000738106479104994
klados,DIFF-MATCH,clean_waveform_RRMSE,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,sim46,0.010129161235294337
klados,DIFF-MATCH,clean_waveform_RRMSE,DIFF-POP,P2_FULL_C_FILM,True,sim47,-0.12842575545810897
klados,DIFF-MATCH,clean_waveform_RRMSE,DET-MATCH,P2_FULL_C_FILM,True,sim47,0.01650169976430016
klados,DIFF-MATCH,clean_waveform_RRMSE,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,sim47,0.05049953027356291
klados,DIFF-MATCH,clean_waveform_RRMSE,DIFF-POP,P2_FULL_C_FILM,True,sim48,-0.13261595930812808
klados,DIFF-MATCH,clean_waveform_RRMSE,DET-MATCH,P2_FULL_C_FILM,True,sim48,-0.008826979669078305
klados,DIFF-MATCH,clean_waveform_RRMSE,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,sim48,0.0991449089201194
klados,DIFF-MATCH,clean_waveform_RRMSE,DIFF-POP,P2_FULL_C_FILM,True,sim49,-0.06545312067954989
klados,DIFF-MATCH,clean_waveform_RRMSE,DET-MATCH,P2_FULL_C_FILM,True,sim49,0.019047379402109654
klados,DIFF-MATCH,clean_waveform_RRMSE,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,sim49,0.07961287428710362
klados,DIFF-MATCH,clean_waveform_RRMSE,DIFF-POP,P2_FULL_C_FILM,True,sim50,-0.007876576126158608
klados,DIFF-MATCH,clean_waveform_RRMSE,DET-MATCH,P2_FULL_C_FILM,True,sim50,-0.0012981281841035197
klados,DIFF-MATCH,clean_waveform_RRMSE,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,sim50,0.06688022177664193
klados,DIFF-MATCH,clean_waveform_RRMSE,DIFF-POP,P2_FULL_C_FILM,True,sim51,0.0005555600653259218
klados,DIFF-MATCH,clean_waveform_RRMSE,DET-MATCH,P2_FULL_C_FILM,True,sim51,0.0007284886687221048
klados,DIFF-MATCH,clean_waveform_RRMSE,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,sim51,0.18158338941355706
klados,DIFF-MATCH,clean_waveform_RRMSE,DIFF-POP,P2_FULL_C_FILM,True,sim52,-0.002923340318672085
klados,DIFF-MATCH,clean_waveform_RRMSE,DET-MATCH,P2_FULL_C_FILM,True,sim52,6.747134695544998e-05
klados,DIFF-MATCH,clean_waveform_RRMSE,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,sim52,0.028448199089509296
klados,DIFF-MATCH,clean_waveform_RRMSE,DIFF-POP,P2_FULL_C_FILM,True,sim53,-0.5439896379744088
klados,DIFF-MATCH,clean_waveform_RRMSE,DET-MATCH,P2_FULL_C_FILM,True,sim53,0.20402403636695343
klados,DIFF-MATCH,clean_waveform_RRMSE,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,sim53,-0.38096769444241463
klados,DIFF-MATCH,clean_waveform_RRMSE,DIFF-POP,P2_FULL_C_FILM,True,sim54,-0.045487125930058436
klados,DIFF-MATCH,clean_waveform_RRMSE,DET-MATCH,P2_FULL_C_FILM,True,sim54,-0.001565424304401486
klados,DIFF-MATCH,clean_waveform_RRMSE,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,sim54,0.2452839761070671
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study01/study01_p01,-0.13918491670827907
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study01/study01_p01,0.04870398852094843
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study01/study01_p01,-0.023414126638351143
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study01/study01_p02,-0.007331294371391406
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study01/study01_p02,-0.027671257479062794
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study01/study01_p02,0.018118303491474863
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study01/study01_p03,-0.14833083097594668
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study01/study01_p03,-0.012927114238737103
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study01/study01_p03,-0.07160706896500187
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study01/study01_p04,-0.07058393703985627
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study01/study01_p04,0.0006952192283308234
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study01/study01_p04,-0.01117467693082208
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study01/study01_p05,0.019637625956954452
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study01/study01_p05,0.010674964029652068
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study01/study01_p05,0.0673034590547847
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study02/study02_p02,0.023792850256869558
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study02/study02_p02,-0.0024694250640706628
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study02/study02_p02,0.0703423572044779
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study02/study02_p03,0.03356519777292763
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study02/study02_p03,-0.004814243031449145
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study02/study02_p03,0.052645671896092316
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study02/study02_p06,-0.14813288398021662
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study02/study02_p06,0.056007973655682164
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study02/study02_p06,-0.054860400669515946
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study02/study02_p07,-0.016087270876780635
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study02/study02_p07,0.009076230238805605
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study02/study02_p07,0.03171469999386378
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study02/study02_p08,-0.051918570032592815
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study02/study02_p08,0.05949909685438676
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study02/study02_p08,-0.013194662173475258
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study02/study02_p09,-0.08952428238618632
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study02/study02_p09,0.05259451663967962
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study02/study02_p09,-0.07733000200974427
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study02/study02_p10,0.0010632141698088127
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study02/study02_p10,0.005696682786669127
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study02/study02_p10,0.047483775533783856
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study02/study02_p11,-0.028251184228241855
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study02/study02_p11,0.016524783936609666
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study02/study02_p11,0.0017589610595612482
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study02/study02_p12,0.006993537382051551
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study02/study02_p12,-0.0012355449638138394
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study02/study02_p12,0.06808965885330776
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study02/study02_p13,-0.014977078713043379
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study02/study02_p13,0.002585987949656976
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study02/study02_p13,0.03222589036806839
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study02/study02_p14,-0.08669751377893989
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study02/study02_p14,0.07442027628335482
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study02/study02_p14,-0.06512284635182278
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study02/study02_p15,-0.027710762738952566
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study02/study02_p15,-0.005573813006774231
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study02/study02_p15,0.0404456667777921
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study02/study02_p16,-0.010191870825673466
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study02/study02_p16,0.001084350005226331
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study02/study02_p16,0.03341866167013749
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study02/study02_p17,-0.021276751608944322
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study02/study02_p17,0.007642330596968477
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study02/study02_p17,0.03355909456491704
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study02/study02_p18,-0.06357467388438476
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study02/study02_p18,0.017244589119326914
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study02/study02_p18,0.006383412564255564
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study03/study03_p03,-0.17251881235556654
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study03/study03_p03,0.036306258227506216
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study03/study03_p03,-0.15436017967326776
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study03/study03_p19,-0.2013170550249494
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study03/study03_p19,-0.03002694539136791
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study03/study03_p19,-0.21056261700753431
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study03/study03_p20,-0.06774582944647728
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study03/study03_p20,-0.007839156812076364
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study03/study03_p20,0.08586553278784151
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study03/study03_p21,-0.10666143759620345
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study03/study03_p21,0.08341338090418648
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study03/study03_p21,0.07819166561638988
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study03/study03_p22,-0.0699952979886801
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study03/study03_p22,0.01627907971992376
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study03/study03_p22,0.06382004009531694
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study03/study03_p23,-0.04873815061759493
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study03/study03_p23,0.0021649740270150153
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study03/study03_p23,0.005252074307927457
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study03/study03_p24,0.023943233370576023
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study03/study03_p24,0.006387315866104359
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study03/study03_p24,0.11210146767446796
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study03/study03_p25,-0.04055647834591719
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study03/study03_p25,0.0034925502882663384
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study03/study03_p25,0.07188511070125259
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study03/study03_p26,-0.033639280756220025
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study03/study03_p26,-0.00894001675882572
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study03/study03_p26,0.06981430374365546
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study03/study03_p27,-0.003409791365456716
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study03/study03_p27,-0.018497606331071337
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study03/study03_p27,0.14370950999711743
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study04/study04_p03,-0.08494118185186739
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study04/study04_p03,0.02299511262393994
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study04/study04_p03,0.012904428515039978
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study04/study04_p08,0.0035186271894627197
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study04/study04_p08,-0.008244347137869035
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study04/study04_p08,-0.014431691636225652
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study04/study04_p24,-0.028155722289181978
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study04/study04_p24,-0.0012937842619419881
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study04/study04_p24,-0.0027851758335883103
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study04/study04_p28,-0.06173434581442053
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study04/study04_p28,0.00041379725676127244
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study04/study04_p28,0.009917178243440239
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study04/study04_p29,0.0015715871738128384
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P2_FULL_C_FILM,True,study04/study04_p29,0.012446814672278927
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P2_FULL_C_FILM,True,study04/study04_p29,0.05374612551912733
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P2_FULL_C_FILM,True,study04/study04_p30,-0.05482328764599523
