event_reads,fold,path,query_eog_reads,query_operator_reads,samples,sealed_reads,sha256,source_inference
0,0,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/support_banks/fold_0.npz,0,0,432,0,3c5f6d2aed3b6be19ba98dbd662df2ecb66ca9672886aaa4368c7dd21655ee50,/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/fold_0/natural_test_inference.npz
0,1,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/support_banks/fold_1.npz,0,0,432,0,eaff65ee1e8e40aff561b04c5903d1a2fca379722e809524dc741280e79bcffb,/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/fold_1/natural_test_inference.npz
0,2,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/support_banks/fold_2.npz,0,0,432,0,84fc76492819f73f0f129f4c35c4478617ac2058bb556b9816ad3a94af9873e8,/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/fold_2/natural_test_inference.npz
0,3,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/support_banks/fold_3.npz,0,0,432,0,9adcdd86a067f67cb8c96a2b1ebc23d540903a1ba4e3fd151280c5620bf3916e,/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/fold_3/natural_test_inference.npz
0,4,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/support_banks/fold_4.npz,0,0,432,0,362def62588bf982efff9630f267e7a7015b747a7cdafb454c2e249aca1ca232,/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/fold_4/natural_test_inference.npz
