seed,subject,protocol,context,uncertainty_mean,latent_uncertainty_mean,preservation,covariance,eog_attenuation,mi_kappa,low_eog_fraction
20260810,7,same_03,WRONG,0.07504914700984955,0.009223276749253273,0.7605447769165039,0.1385225399192439,0.06753930422576102,0.42500000000000004,0.3
20260810,8,same_01,MATCH,0.06948107481002808,0.00809592753648758,0.7628066688776016,0.12466245767149357,0.12424268778666173,0.050000000000000044,0.3
20260810,8,same_01,POP,0.0691380500793457,0.008055907674133778,0.7604370266199112,0.12486318311766857,0.12215625655397971,0.0,0.3
20260810,8,same_01,WRONG,0.06971230357885361,0.008122829720377922,0.7610453367233276,0.12322207970782602,0.12177943377923335,-0.02499999999999991,0.3
20260810,8,same_02,MATCH,0.06872077286243439,0.008006702177226543,0.7841019928455353,0.1196152403907259,0.12798707565650053,0.33333333333333337,0.3
20260810,8,same_02,POP,0.06794925034046173,0.00791677925735712,0.7986562103033066,0.12169888060160175,0.1218486942781089,0.43333333333333335,0.3
20260810,8,same_02,WRONG,0.06816516071557999,0.007941949181258678,0.7790834754705429,0.12163518151505909,0.12268431415882163,0.30000000000000004,0.3
20260810,8,same_03,MATCH,0.06414807587862015,0.007474063895642757,0.8589963465929031,0.09934901364078084,0.07503609606189532,0.9,0.3
20260810,8,same_03,POP,0.06392528861761093,0.007448123302310705,0.7960271686315536,0.11721122161104532,0.0838040466688148,0.875,0.3
20260810,8,same_03,WRONG,0.06412732601165771,0.007471650838851929,0.8548527806997299,0.09811267672396491,0.07274467328975331,0.925,0.3
20260810,9,same_01,MATCH,0.046711813658475876,0.0074417442083358765,0.7837787568569183,0.07289517929876113,0.08651059593209573,0.3666666666666667,0.3
20260810,9,same_01,POP,0.04664921388030052,0.0074317799881100655,0.8000419288873672,0.07853228287092325,0.0914667944760738,0.33333333333333337,0.3
20260810,9,same_01,WRONG,0.04664549604058266,0.007431184407323599,0.807212695479393,0.07405168871135659,0.09056409159161209,0.33333333333333337,0.3
20260810,9,same_02,MATCH,0.04657168313860893,0.007375218439847231,0.798985168337822,0.08532995710957565,0.06629029469884161,0.2666666666666667,0.3
20260810,9,same_02,POP,0.04651967063546181,0.007366987876594067,0.8164357244968414,0.0852602257040598,0.07491479727576479,0.23333333333333328,0.3
20260810,9,same_02,WRONG,0.04655597358942032,0.007372729014605284,0.827001079916954,0.08387755445677365,0.06892051212677905,0.2666666666666667,0.3
20260810,9,same_03,MATCH,0.04699070751667023,0.007326647639274597,0.7759595066308975,0.11134413110354639,0.08929994974671698,0.625,0.3
20260810,9,same_03,POP,0.047109685838222504,0.007345207966864109,0.6911856234073639,0.1208193947683387,0.06755119203388253,0.7,0.3
20260810,9,same_03,WRONG,0.04699805751442909,0.007327781058847904,0.7827787101268768,0.11036774069924786,0.08930095794523445,0.65,0.3
