subject,G_A,G_C,I
1,0.056491548816363014,-0.015075997345977366,0.061890333890914924
2,0.054276853799819946,-0.00324004226260715,0.025453574127621132
3,0.05013141532739004,-0.0064545397957166085,0.023276032672988046
4,0.025674130974544417,0.0029797949310806046,0.01925814607077173
5,0.011271399342351487,0.013528559356927872,0.10504028780592811
6,0.022225880167550505,0.0028137376324998027,0.07363901080356704
7,0.03877456858754158,-0.005610672550068962,0.00839521570338142
8,0.029106654226779927,0.009601680768860713,0.14961526294549307
9,0.013368311441606944,0.011111001587576344,0.030276880496078035
