seed,subject,protocol,model,context,samples,mean_rrmse,mean_correlation,crps,energy_score,uncertainty_mean,error_mean,uncertainty_error_pearson,uncertainty_error_spearman,risk_coverage_auc,coverage_50,width_50,coverage_80,width_80,calibration_error_50_80
20260808,1,same_01,DIFF,MATCH,32,0.16189365088939667,0.9870121377678512,0.34473709328142227,0.435783971246744,0.16574592888355255,0.16189365088939667,0.0744255781173706,0.0804878048780488,0.15999421623167473,0.13776666666666668,0.17796309292316437,0.2682833333333333,0.3501748740673065,0.446975
20260808,1,same_01,DIFF,POP,32,0.16289040446281433,0.986841263836622,0.3468671372503707,0.43888658848659945,0.16566325724124908,0.16289040446281433,0.07375654578208923,0.075234521575985,0.1609336210583046,0.13816666666666666,0.17787477374076843,0.2668,0.3499968647956848,0.44751666666666673
20260808,1,same_01,DIFF,WRONG,32,0.11864860355854034,0.9929526222016543,0.242004191935266,0.3050758764927514,0.16670791804790497,0.11864860355854034,0.07884733378887177,0.09343339587242028,0.11682853374119535,0.18963333333333332,0.17882363498210907,0.35746666666666665,0.35213345289230347,0.37645000000000006
20260808,1,same_02,DIFF,MATCH,32,0.1042853370308876,0.9940160677143257,0.19760700938592132,0.26163365920343123,0.2417924404144287,0.1042853370308876,0.3226853311061859,0.33470919324577864,0.09467268261382816,0.35568333333333335,0.26138952374458313,0.6051833333333333,0.5159835815429688,0.1695666666666667
20260808,1,same_02,DIFF,POP,32,0.08318682014942169,0.9961485522267559,0.15882641931296182,0.2046010059800934,0.2405383139848709,0.08318682014942169,0.29460498690605164,0.3026266416510319,0.07351569423639726,0.4026,0.2599247694015503,0.6766666666666666,0.5129933953285217,0.1103666666666667
20260808,1,same_02,DIFF,WRONG,32,0.13577933609485626,0.9901760531117811,0.2590808683803555,0.3510228257516185,0.2411920577287674,0.13577933609485626,0.2583520710468292,0.29868667917448405,0.12307419266598373,0.29373333333333335,0.26031947135925293,0.5197833333333334,0.5140471458435059,0.24324166666666666
20260808,1,same_03,DIFF,MATCH,32,0.11008787900209427,0.9932141341608292,0.19706348289114622,0.2414174095891654,0.23473486304283142,0.11008787900209427,0.2624303698539734,0.17190775681341716,0.10006950670898822,0.3251823899371069,0.2613004148006439,0.5726163522012578,0.5094686150550842,0.20110062893081765
20260808,1,same_03,DIFF,POP,32,0.23804490268230438,0.970915658132795,0.46762989909260844,0.5783246624122736,0.23300978541374207,0.23804490268230438,-0.14506304264068604,-0.14804063860667632,0.23588109731541837,0.15354716981132074,0.2592141926288605,0.29430188679245284,0.5057048797607422,0.4260754716981132
20260808,1,same_03,DIFF,WRONG,32,0.30008912086486816,0.9542908611262532,0.5868203816730903,0.7528024267032382,0.2356611043214798,0.30008912086486816,0.053256016224622726,0.05128205128205128,0.2862032542252791,0.13774842767295598,0.26122722029685974,0.26437735849056604,0.5102940797805786,0.44893710691823907
20260808,2,same_01,DIFF,MATCH,32,0.09175814688205719,0.9948887808274375,0.16174401109896963,0.2131187554533131,0.24838551878929138,0.09175814688205719,0.3559601604938507,0.002439024390243903,0.08323991927016208,0.4476833333333333,0.26383176445961,0.7118666666666666,0.5281310677528381,0.07022500000000004
