epoch,step,train_loss,validation_loss,best
189,2850,0.07898414788926524,0.06632714803244902,False
190,2865,0.07489732645307061,0.06612923890063555,True
191,2880,0.06838603415135226,0.06633585267367234,False
192,2895,0.07621939151027088,0.0660211695200171,True
193,2910,0.07342257811390673,0.06589601402349855,True
194,2925,0.06930153046538053,0.06580361424067165,True
195,2940,0.0671788693896313,0.06591595203688694,False
196,2955,0.07307971287392417,0.0665706309757232,False
197,2970,0.07894455571030953,0.06601119773373305,False
198,2985,0.06467454440145633,0.06619528730606539,False
199,3000,0.08223664995054471,0.06577133459909888,True
