epoch,step,train_loss,validation_loss,best
0,15,0.9952395148713643,0.9036274647964394,True
1,30,0.8542958173993912,0.7705521172765903,True
2,45,0.7457395979943046,0.6626108710285598,True
3,60,0.6582328169095087,0.5789538818923677,True
4,75,0.5837195942079292,0.5102729247907968,True
5,90,0.5246350584686229,0.45708836648637763,True
6,105,0.48180995156516043,0.4099314594020749,True
7,120,0.4345690006696666,0.37035309727021126,True
8,135,0.3817914376748872,0.33590460264605665,True
9,150,0.3508419066817714,0.3053018951528038,True
10,165,0.3359444845181325,0.28280088258191144,True
11,180,0.31415258593591394,0.26002040781464436,True
12,195,0.3086324188957055,0.24245675645626796,True
13,210,0.2750673649353006,0.22882658304600692,True
14,225,0.2575059411022892,0.21691862652739766,True
15,240,0.2543162068615106,0.20649864793793077,True
16,255,0.23982696733024012,0.19691188621075817,True
17,270,0.24297994031620715,0.1893425364477375,True
18,285,0.21552164387131617,0.1837409555835639,True
19,300,0.23060949238777373,0.18070837014898283,True
20,315,0.20951169139982387,0.17329800510603988,True
21,330,0.20184119071232565,0.16919466066575425,True
22,345,0.21671025150864587,0.16341897297204122,True
23,360,0.19777275461796867,0.16018605207461087,True
24,375,0.19771043658082474,0.15586115983977444,True
25,390,0.1915803442566963,0.1525149701482782,True
26,405,0.18183773180545565,0.1502167407067732,True
27,420,0.18163618042141005,0.15246469858458253,False
28,435,0.18287092049104317,0.14589820338937315,True
29,450,0.18091421976921152,0.14274097838767977,True
30,465,0.17288280722265553,0.13910714223001616,True
31,480,0.17064118537927211,0.13616368650511718,True
32,495,0.1768850509366519,0.13418857958840652,True
33,510,0.15549721104744654,0.1325682234719181,True
34,525,0.14915649605099443,0.1290812063098412,True
35,540,0.16019846824584089,0.12729702435646634,True
36,555,0.16938173936538667,0.12518138502521473,True
37,570,0.13471877161143836,0.12247312291188192,True
38,585,0.14968699090163687,0.12063503317345795,True
39,600,0.15094924004381416,0.11905058897274287,True
40,615,0.14946184047243882,0.11729454094317189,True
41,630,0.14213244256075294,0.11590326025769249,True
42,645,0.14954533486938512,0.11495383349828074,True
43,660,0.1404681596522131,0.11272681029529391,True
44,675,0.13743528518724776,0.11151407899738289,True
45,690,0.13394788236757882,0.10981199434511263,True
46,705,0.13616721202913276,0.10967461398852935,True
47,720,0.14677205922097947,0.1075089453079201,True
48,735,0.14167774418307008,0.10645684154173653,True
49,750,0.11496045972662418,0.10481708830102918,True
50,765,0.13944018172583164,0.10406090873631146,True
51,780,0.13358105391263442,0.1030235826918682,True
52,795,0.12239706400621386,0.10222004491368467,True
53,810,0.1351506665509945,0.10118081499380303,True
54,825,0.134232145491376,0.09972083246735922,True
55,840,0.12918112051512115,0.09897037004278635,True
56,855,0.11683341513396091,0.09849814872021227,True
57,870,0.1358839985958124,0.09851620135515608,False
58,885,0.13171309731919786,0.09752211719887749,True
59,900,0.11868220768662002,0.09596874345933225,True
60,915,0.11351896351360072,0.09484482987940472,True
61,930,0.11334559783520312,0.09502119758530764,False
62,945,0.1169067577045742,0.09364919539851069,True
63,960,0.10568495198321026,0.09380653876291162,False
64,975,0.11239719972520754,0.09306952426328706,True
65,990,0.11262717654092666,0.0916107718475674,True
66,1005,0.1074713053171928,0.09116234942545083,True
67,1020,0.10704646211017943,0.0906583764120911,True
68,1035,0.11257053370132558,0.08980587402357287,True
69,1050,0.11752354543791915,0.09008512167523285,False
70,1065,0.09684769619633535,0.0889452088709256,True
71,1080,0.11468456721322318,0.08830606862757158,True
72,1095,0.1067860365279202,0.08786136812689808,True
73,1110,0.10294596092960985,0.08719791773177478,True
74,1125,0.10470652293806351,0.08747202411297621,False
75,1140,0.10861721193927187,0.08687664753461222,True
76,1155,0.10602148776679203,0.0871710508316437,False
77,1170,0.10175554050174945,0.08606472980830712,True
78,1185,0.10971618325550081,0.08555039262907362,True
79,1200,0.11062830919358455,0.08539988330495152,True
80,1215,0.10060507416000092,0.08546899613502194,False
81,1230,0.10506746628397191,0.0840785457253227,True
82,1245,0.10203293057321249,0.08442864858804279,False
83,1260,0.09325881974239086,0.08306786741048447,True
84,1275,0.10885364572157946,0.0831004796721985,False
85,1290,0.09504186158010366,0.08282246534883783,True
86,1305,0.1033901152017668,0.08204183050515192,True
87,1320,0.10485125295557415,0.08243977403598284,False
88,1335,0.10910466658061396,0.08179004186394286,True
89,1350,0.0902378440337949,0.08078649344115045,True
90,1365,0.0916882439499972,0.08082803225345693,False
91,1380,0.09348645159769235,0.0807627263234113,True
92,1395,0.10201046780765209,0.08069573445775274,True
93,1410,0.09946782606852915,0.08039823877026184,True
94,1425,0.10447340330354857,0.0808114740150338,False
95,1440,0.08698034385455396,0.07999068530629215,True
96,1455,0.09442100645636067,0.07896446057613271,True
97,1470,0.09094165318638019,0.07844054473762704,True
98,1485,0.09219667109630587,0.07881779902554868,False
99,1500,0.09035671923347428,0.0780431748397852,True
100,1515,0.09854475573556333,0.07885669493817715,False
101,1530,0.09544621070170785,0.07742704246372752,True
102,1545,0.09318998429606853,0.0777053156300919,False
103,1560,0.09869402562330898,0.07746862777817266,False
104,1575,0.08634945157086046,0.07719131233159263,True
105,1590,0.09485403661193813,0.07764914193892365,False
106,1605,0.10054610523164079,0.07707530826176517,True
107,1620,0.08351118044684198,0.07640282644189882,True
108,1635,0.09016542473013013,0.07668594134621884,False
109,1650,0.08863723820949936,0.07624205634302979,True
110,1665,0.08893809891930247,0.0759062395802312,True
111,1680,0.08483478874079833,0.0755933527077744,True
112,1695,0.08767716875827668,0.0754773440848775,True
113,1710,0.0973551289653469,0.07436537476345599,True
114,1725,0.09201300623477836,0.07539215189940575,False
115,1740,0.08788051078523935,0.07489649493377751,False
116,1755,0.07730511871108027,0.0756839832486728,False
117,1770,0.09465636948025537,0.07532667362376455,False
118,1785,0.08811246041384446,0.07418394190856442,True
119,1800,0.09998367600935698,0.07384466756751712,True
120,1815,0.07709368613054932,0.07425899359379178,False
121,1830,0.08083086140828818,0.07352199136980345,True
122,1845,0.0841344898937548,0.0734863875067593,True
123,1860,0.08372214205264832,0.07419103509622603,False
124,1875,0.08350435130031336,0.07365411873233989,False
125,1890,0.08966912623007048,0.07313091955473885,True
126,1905,0.08161294269690414,0.07252431459100232,True
127,1920,0.07500528100054538,0.07304938945556476,False
128,1935,0.09300998651596894,0.07344978795167943,False
129,1950,0.08732641435998932,0.07307297498085949,False
130,1965,0.08064810163402757,0.07198772392212283,True
131,1980,0.08224109926175165,0.07231620807279777,False
132,1995,0.08808881390918595,0.07199406052828435,False
133,2010,0.07702145505662827,0.07187138834419463,True
134,2025,0.08442432050978803,0.07186106629958361,True
135,2040,0.08583243683835369,0.07137720323307997,True
136,2055,0.08437557651178505,0.07134515677892674,True
137,2070,0.07788825015318879,0.07071315097057233,True
138,2085,0.0866162903396074,0.07323475590058459,False
139,2100,0.0928407922249046,0.07229893103747476,False
140,2115,0.08181822762833964,0.07209909897936839,False
141,2130,0.08269094030057594,0.07143836064957045,False
142,2145,0.07956050555592502,0.07120167821532532,False
143,2160,0.09616897835846686,0.07091199740183726,False
144,2175,0.07676632797273786,0.07043609284816961,True
145,2190,0.07956937023867049,0.07007279786141941,True
146,2205,0.07737714043857885,0.06964039768396714,True
147,2220,0.07579970140112799,0.06972238127404061,False
148,2235,0.08468981631946826,0.06986763783313893,False
149,2250,0.08315486919449393,0.06957963923315595,True
150,2265,0.07995295848474461,0.07138791704158944,False
151,2280,0.08820747946105673,0.06975923412681091,False
152,2295,0.0737235853807829,0.07010528091332165,False
153,2310,0.0906117270176041,0.06984665688179108,False
154,2325,0.07913630253536351,0.06909745138557707,True
155,2340,0.07184792347369923,0.06903020219744609,True
156,2355,0.08006832653039898,0.06968853699144777,False
157,2370,0.08245124867802524,0.06921808606069121,False
158,2385,0.07723547457349354,0.0686613540768656,True
159,2400,0.08168174763132652,0.06999530540022264,False
160,2415,0.0727425371370175,0.0687941943185278,False
161,2430,0.07948152196907228,0.06891433169171014,False
162,2445,0.08590146532091386,0.06816837100052062,True
163,2460,0.0780707002753174,0.06883384954036083,False
164,2475,0.08434967439704234,0.06831738584981092,False
165,2490,0.06896298583665464,0.06824992537147949,False
166,2505,0.07741000679749409,0.06828844435908553,False
167,2520,0.0774709225593883,0.06818111116543489,False
168,2535,0.07117021529750835,0.06836893705379292,False
169,2550,0.08421818255175617,0.06763282672472322,True
170,2565,0.0778957318342671,0.06754230029248147,True
171,2580,0.0730577735979327,0.06748181015452198,True
172,2595,0.07630570084454744,0.0684565756930739,False
173,2610,0.07463186482807105,0.06785679064020024,False
174,2625,0.0753871580953859,0.06758553417120379,False
175,2640,0.0677128691860061,0.06840747849759345,False
176,2655,0.07149970407827422,0.0669298568116044,True
177,2670,0.07724867863618091,0.0697146647634548,False
178,2685,0.07299418697873827,0.06842444025021895,False
179,2700,0.07094762490973598,0.0680519791955548,False
180,2715,0.0705932634246068,0.06701718937434677,False
181,2730,0.08331731764400652,0.06747292857883103,False
182,2745,0.07075951670559087,0.06708606405680136,False
183,2760,0.07126362097656083,0.0667899728017071,True
184,2775,0.07453239920794383,0.06654823522331466,True
185,2790,0.07183830793300434,0.06625897778504548,True
186,2805,0.07793331131977892,0.06802738364808641,False
187,2820,0.07389076129726908,0.06792205530404044,False
188,2835,0.06751450682340962,0.06724965551284783,False
