artifact_reconstruction_relative_error,clean_waveform_RRMSE,clean_waveform_correlation,coefficient_saturation_fraction,dataset,delta_SNR_db,exact_cell,latency_seconds_per_window,method,observation_change_ratio,orthogonal_complement_relative_change,output_input_RMS_ratio,statistical_unit,status,training_seed,unit_id
0.9999999998929752,0.8946235246870496,0.7577200653831081,0.0,klados,9.296010700557468e-10,19ch_native_linked_mastoid_256hz,0.0,RAW,2.5996206127298576e-08,nan,0.9999999999838465,source_record,success,20260811,sim37
0.3438240636876091,0.3075930957613536,0.9531427978092527,0.0,klados,9.273274620401104,19ch_native_linked_mastoid_256hz,0.03276747818612917,POP,0.6925153158718873,nan,0.7363380030864015,source_record,success,20260811,sim37
0.3155829697154377,0.2823279487282474,0.9618380136971433,0.0,klados,10.01772882650026,19ch_native_linked_mastoid_256hz,0.3728189768206159,DIFF-POP,0.5380520033068659,3.66921578936875e-08,0.7526264927024381,source_record,success,20260811,sim37
0.3421897720145967,0.3061310199843201,0.9553974001335427,0.0,klados,9.31465951156205,19ch_native_linked_mastoid_256hz,0.3749368993660689,DIFF-MATCH,0.5290635756663897,nan,0.7562122083483955,source_record,success,20260811,sim37
0.31440470965372685,0.28127384955872886,0.9621798972687774,0.0,klados,10.050219140610244,19ch_native_linked_mastoid_256hz,0.0,DIFF-WRONG-SAME-CELL,0.5370092176727264,nan,0.7532767514167954,source_record,success,20260811,sim37
0.33644017341790405,0.3009872938216607,0.955752098236615,0.0,klados,9.461843036791771,19ch_native_linked_mastoid_256hz,0.0,DET-MATCH,0.5161559933127733,nan,0.7439941646012197,source_record,success,20260811,sim37
0.353059947913534,0.31585573506203635,0.9528663587903944,0.0,klados,9.043030943937024,19ch_native_linked_mastoid_256hz,0.0,DIFF-MATCH-K1,0.5314154354086441,nan,0.7586608073114502,source_record,success,20260811,sim37
0.30107852352230885,0.2693519299499281,0.9646663360374118,0.0,klados,10.42640444792509,19ch_native_linked_mastoid_256hz,0.0,DIFF-MATCH-NO-IDENTITY,0.5440871976720665,nan,0.7430720557255283,source_record,success,20260811,sim37
1.0000000000173823,1.235039329338653,0.6169158701411062,0.0,klados,-1.5097848331233987e-10,19ch_native_linked_mastoid_256hz,0.0,RAW,2.5195257349614627e-08,nan,1.000000000089846,source_record,success,20260811,sim38
0.2733244141479612,0.33756640113531056,0.9429193973107639,0.0,klados,11.266431482049954,19ch_native_linked_mastoid_256hz,0.004032482774669511,POP,0.7795377714050503,nan,0.635992571526499,source_record,success,20260811,sim38
0.3402734497491928,0.420251093162688,0.9145569629931896,0.0,klados,9.363438718774535,19ch_native_linked_mastoid_256hz,0.45936207444174215,DIFF-POP,0.673680713732204,3.864648750756679e-08,0.650020092864537,source_record,success,20260811,sim38
0.33931419279729336,0.4190663731001712,0.9150852840740147,0.0,klados,9.38795948704843,19ch_native_linked_mastoid_256hz,0.4597930787777942,DIFF-MATCH,0.6740267079029915,nan,0.6500785783932279,source_record,success,20260811,sim38
0.3809990695858293,0.4705488353717541,0.8958512043409663,0.0,klados,8.381521697733476,19ch_native_linked_mastoid_256hz,0.0,DIFF-WRONG-SAME-CELL,0.6717782245054766,nan,0.6651235107537379,source_record,success,20260811,sim38
0.4192607522395572,0.5178035182549613,0.8683598417399101,0.0,klados,7.5503158157766315,19ch_native_linked_mastoid_256hz,0.0,DET-MATCH,0.6941700064238574,nan,0.6480914214156697,source_record,success,20260811,sim38
0.37848542423054576,0.46744438449802345,0.8983390834562905,0.0,klados,8.439016817234943,19ch_native_linked_mastoid_256hz,0.0,DIFF-MATCH-K1,0.7309358150140507,nan,0.671948551648312,source_record,success,20260811,sim38
0.3395372315334914,0.419341834711337,0.9119005657159741,0.0,klados,9.382251935004188,19ch_native_linked_mastoid_256hz,0.0,DIFF-MATCH-NO-IDENTITY,0.6911083917460757,nan,0.6355454567289954,source_record,success,20260811,sim38
0.9999999998311213,1.2139872989978597,0.6441974440598034,0.0,klados,1.4668626173131469e-09,19ch_native_linked_mastoid_256hz,0.0,RAW,2.525883434906286e-08,nan,0.9999999998589217,source_record,success,20260811,sim39
0.21939456877358007,0.2663422200052182,0.9651865784284849,0.0,klados,13.175482556270817,19ch_native_linked_mastoid_256hz,0.0024084481151981484,POP,0.6928333126398794,nan,0.6397160239833876,source_record,success,20260811,sim39
0.2756987368547978,0.33469476494800054,0.9464665225627591,0.0,klados,11.191304473187236,19ch_native_linked_mastoid_256hz,0.45985179955217365,DIFF-POP,0.6143980902736588,3.811763275419919e-08,0.6484628599309644,source_record,success,20260811,sim39
0.3314960297710324,0.4024319698782119,0.9245454105085865,0.0,klados,9.590433372867896,19ch_native_linked_mastoid_256hz,0.4597182348887954,DIFF-MATCH,0.6122553046389215,nan,0.662081752290489,source_record,success,20260811,sim39
0.28482682758238104,0.3457761511572581,0.9430765510177008,0.0,klados,10.90838214604971,19ch_native_linked_mastoid_256hz,0.0,DIFF-WRONG-SAME-CELL,0.6155020122756262,nan,0.6505221026927468,source_record,success,20260811,sim39
0.3983356816538678,0.48357445834711577,0.8927721663514032,0.0,klados,7.995015782368178,19ch_native_linked_mastoid_256hz,0.0,DET-MATCH,0.57530880270013,nan,0.6734919131029489,source_record,success,20260811,sim39
0.3721147970179786,0.4517426374252824,0.9067132075602852,0.0,klados,8.586461201263166,19ch_native_linked_mastoid_256hz,0.0,DIFF-MATCH-K1,0.6213264318354089,nan,0.673369603004426,source_record,success,20260811,sim39
0.3237130336932827,0.392983511490078,0.9275793343210205,0.0,klados,9.79679628398338,19ch_native_linked_mastoid_256hz,0.0,DIFF-MATCH-NO-IDENTITY,0.6201670935725418,nan,0.6601724891754327,source_record,success,20260811,sim39
1.0000000000830878,1.0412809581555724,0.6978661874345752,0.0,klados,-7.216930327537784e-10,19ch_native_linked_mastoid_256hz,0.0,RAW,2.5374272585562347e-08,nan,0.9999999999756323,source_record,success,20260811,sim40
0.2652747192389738,0.27622551380065813,0.9628727612210998,0.0,klados,11.526082728823859,19ch_native_linked_mastoid_256hz,0.003706320095807314,POP,0.691931207250766,nan,0.7026503302284962,source_record,success,20260811,sim40
0.37905588546951485,0.39470367558341035,0.9275742912036691,0.0,klados,8.425935116639494,19ch_native_linked_mastoid_256hz,0.4194141362037044,DIFF-POP,0.5663997990936294,3.709105065989008e-08,0.7254600479552433,source_record,success,20260811,sim40
0.388299668031804,0.40432905034605277,0.9241825226173576,0.0,klados,8.21665961488473,19ch_native_linked_mastoid_256hz,0.4199439371994231,DIFF-MATCH,0.567311299560246,nan,0.7268806910525968,source_record,success,20260811,sim40
0.5420378724094346,0.5644137150922082,0.8667548376383267,0.0,klados,5.319407361342447,19ch_native_linked_mastoid_256hz,0.0,DIFF-WRONG-SAME-CELL,0.5375623344487372,nan,0.7780512311160813,source_record,success,20260811,sim40
0.3110682402836436,0.32390943526740734,0.9477434405853826,0.0,klados,10.14288655208918,19ch_native_linked_mastoid_256hz,0.0,DET-MATCH,0.6234075905579297,nan,0.6881001205915434,source_record,success,20260811,sim40
0.4716869316074672,0.4911586200528762,0.8933523321239659,0.0,klados,6.526923119961335,19ch_native_linked_mastoid_256hz,0.0,DIFF-MATCH-K1,0.5571492981529,nan,0.7509366842207108,source_record,success,20260811,sim40
0.4477056455794079,0.46618736356185053,0.9028283839950585,0.0,klados,6.980148582354549,19ch_native_linked_mastoid_256hz,0.0,DIFF-MATCH-NO-IDENTITY,0.5830394106283029,nan,0.7444545392316626,source_record,success,20260811,sim40
1.0000000005672252,0.8295341261576038,0.7650207808920017,0.0,klados,-4.9268560697641685e-09,19ch_native_linked_mastoid_256hz,0.0,RAW,2.5237222657892274e-08,nan,1.0000000001819425,source_record,success,20260811,sim41
0.39010004876345994,0.32360130288148053,0.9499479853693785,0.0,klados,8.176479908006662,19ch_native_linked_mastoid_256hz,0.0022131923004053535,POP,0.5946643202803389,nan,0.792412708735392,source_record,success,20260811,sim41
0.39396251493075074,0.32680535037655994,0.9471713907218701,0.0,klados,8.090901976341033,19ch_native_linked_mastoid_256hz,0.41967273040208963,DIFF-POP,0.49513788390048524,3.638416305391321e-08,0.7858436192217122,source_record,success,20260811,sim41
0.6750323493268555,0.5599623697093427,0.8566976901987851,0.0,klados,3.4135082827126717,19ch_native_linked_mastoid_256hz,0.41895575299859045,DIFF-MATCH,0.4790382068403475,nan,0.8374714359440596,source_record,success,20260811,sim41
0.7235987497227521,0.6002498561995209,0.8483542024693149,0.0,klados,2.8100438442317275,19ch_native_linked_mastoid_256hz,0.0,DIFF-WRONG-SAME-CELL,0.3973071748279718,nan,0.8805550719944154,source_record,success,20260811,sim41
0.7252209130377586,0.6015954960267565,0.8336159975366599,0.0,klados,2.790593614808481,19ch_native_linked_mastoid_256hz,0.0,DET-MATCH,0.49577142636603894,nan,0.8235607523990828,source_record,success,20260811,sim41
0.6906813494420068,0.5729437493377415,0.8523204380338701,0.0,klados,3.21444542291399,19ch_native_linked_mastoid_256hz,0.0,DIFF-MATCH-K1,0.460298303960593,nan,0.84586954844528,source_record,success,20260811,sim41
0.672061856191351,0.5574982442833225,0.8574607832778165,0.0,klados,3.4518150577844247,19ch_native_linked_mastoid_256hz,0.0,DIFF-MATCH-NO-IDENTITY,0.5128906428460176,nan,0.831955656738593,source_record,success,20260811,sim41
1.0000000001936242,0.6477383365603213,0.8426453381888929,0.0,klados,-1.6817986739241682e-09,19ch_native_linked_mastoid_256hz,0.0,RAW,2.5337121977440998e-08,nan,1.0000000002679554,source_record,success,20260811,sim42
0.46816168516749734,0.3032462711329557,0.9567720532325797,0.0,klados,6.592082645817639,19ch_native_linked_mastoid_256hz,0.002178156096488237,POP,0.5102498618588723,nan,0.8673719287307894,source_record,success,20260811,sim42
0.30391545065534215,0.1968576884243553,0.9806071108397931,0.0,klados,10.344944408155216,19ch_native_linked_mastoid_256hz,0.41695330769871364,DIFF-POP,0.5046220488975723,3.7631683937273347e-08,0.8296334267446717,source_record,success,20260811,sim42
0.519271700652922,0.33635218753864693,0.9464430197546443,0.0,klados,5.69210690011772,19ch_native_linked_mastoid_256hz,0.4163363388972357,DIFF-MATCH,0.40602398837757653,nan,0.865657592174803,source_record,success,20260811,sim42
0.32370934865666706,0.2096789549872957,0.9779614450387691,0.0,klados,9.796895161693598,19ch_native_linked_mastoid_256hz,0.0,DIFF-WRONG-SAME-CELL,0.5039018600340637,nan,0.8281566749280669,source_record,success,20260811,sim42
