package,seed,participant,protocol,method,rrmse,correlation,delta_snr,paired_spectral_utility
POP8-D30,20260808,5,same_01,RAW,1.2696977853775024,0.6191969472505824,0.0,0.0
POP8-D30,20260808,5,same_01,DIFF-POP8,0.13946713507175446,0.9902299322177599,19.184568405151367,0.12369028478860855
POP8-D30,20260808,5,same_01,DIFF-MATCH8,0.18413469195365906,0.9828351888574797,16.77129554748535,0.11001020669937134
POP8-D30,20260808,5,same_01,LINEAR-MATCH,0.47352656722068787,0.9049134745097968,8.567120552062988,0.13085903972387314
POP8-D30,20260808,5,same_01,DET-MATCH,0.17977838218212128,0.9837124628445439,16.979257583618164,0.10531049221754074
POP8-D30,20260808,5,same_01,DIFF-WRONG8-1,0.559894859790802,0.864461761986627,7.111877918243408,0.10081654042005539
POP8-D30,20260808,5,same_01,DIFF-WRONG8-2,0.1644190549850464,0.9863740841150356,17.754962921142578,0.10950717329978943
POP8-D30,20260808,5,same_01,DIFF-WRONG8-3,0.2379164695739746,0.9712252062593942,14.545517921447754,0.105855792760849
POP8-D30,20260808,5,same_01,DIFF-WRONG8-4,0.2528718411922455,0.967716849174901,14.015998840332031,0.11384323984384537
POP8-D30,20260808,5,same_01,DIFF-WRONG8-6,0.26632586121559143,0.9647232183495313,13.565740585327148,0.10350775718688965
POP8-D30,20260808,5,same_01,DIFF-WRONG8-7,0.333685964345932,0.9460671710259044,11.607248306274414,0.11325891315937042
POP8-D30,20260808,5,same_01,DIFF-WRONG8-8,0.3191201686859131,0.950395288011485,11.994922637939453,0.1145949587225914
POP8-D30,20260808,5,same_01,DIFF-WRONG8-9,0.2770891785621643,0.9620354771464722,13.221616744995117,0.11707881093025208
POP8-D30,20260808,5,same_02,RAW,0.38967233896255493,0.9326669000557968,0.0,0.0
POP8-D30,20260808,5,same_02,DIFF-POP8,0.1644715964794159,0.9864290877558424,7.492173194885254,0.13726386427879333
POP8-D30,20260808,5,same_02,DIFF-MATCH8,0.13537245988845825,0.9909692294231397,9.183384895324707,0.14955657720565796
POP8-D30,20260808,5,same_02,LINEAR-MATCH,0.13228340446949005,0.9913052045589598,9.38388442993164,0.1857709102332592
POP8-D30,20260808,5,same_02,DET-MATCH,0.13566221296787262,0.9908303993176475,9.164813995361328,0.15347670763731003
POP8-D30,20260808,5,same_02,DIFF-WRONG8-1,0.16005897521972656,0.987272054607432,7.728391170501709,0.13280638307332993
POP8-D30,20260808,5,same_02,DIFF-WRONG8-2,0.1730285882949829,0.9850422007415981,7.051634788513184,0.12430977821350098
POP8-D30,20260808,5,same_02,DIFF-WRONG8-3,0.15519452095031738,0.9879417953218023,7.996463775634766,0.14841482043266296
POP8-D30,20260808,5,same_02,DIFF-WRONG8-4,0.16100655496120453,0.9869813891049966,7.677120685577393,0.13391992449760437
POP8-D30,20260808,5,same_02,DIFF-WRONG8-6,0.15050919353961945,0.9886408058111852,8.262731552124023,0.12903866171836853
POP8-D30,20260808,5,same_02,DIFF-WRONG8-7,0.1573229432106018,0.9875802357238359,7.878150463104248,0.1324048638343811
POP8-D30,20260808,5,same_02,DIFF-WRONG8-8,0.1663760542869568,0.9861209195732391,7.392175674438477,0.13217266649007797
POP8-D30,20260808,5,same_02,DIFF-WRONG8-9,0.17612366378307343,0.9844372701776657,6.897637844085693,0.1325463056564331
POP8-D30,20260808,5,same_03,RAW,0.5438153743743896,0.8779989001189236,0.0,0.0
POP8-D30,20260808,5,same_03,DIFF-POP8,0.2320399433374405,0.9726430152962235,7.397775173187256,0.0966348797082901
POP8-D30,20260808,5,same_03,DIFF-MATCH8,0.20103886723518372,0.9803046158087444,8.643428802490234,0.08266977965831757
POP8-D30,20260808,5,same_03,LINEAR-MATCH,0.23793591558933258,0.973884568715197,7.179830074310303,0.009085521101951599
POP8-D30,20260808,5,same_03,DET-MATCH,0.19368943572044373,0.982256464496819,8.966910362243652,0.06998790055513382
POP8-D30,20260808,5,same_03,DIFF-WRONG8-1,0.18763455748558044,0.9822762197178564,9.242772102355957,0.09673336893320084
POP8-D30,20260808,5,same_03,DIFF-WRONG8-2,0.3473866581916809,0.940609535624243,3.8927669525146484,0.07095063477754593
POP8-D30,20260808,5,same_03,DIFF-WRONG8-3,0.2414679229259491,0.9704518566245177,7.051840782165527,0.08814462274312973
POP8-D30,20260808,5,same_03,DIFF-WRONG8-4,0.19438157975673676,0.9808481937811122,8.935927391052246,0.10242321342229843
POP8-D30,20260808,5,same_03,DIFF-WRONG8-6,0.5764367580413818,0.8534224047997002,-0.506003737449646,0.03803734481334686
POP8-D30,20260808,5,same_03,DIFF-WRONG8-7,0.27608782052993774,0.9610639506616692,5.888084888458252,0.07403402775526047
POP8-D30,20260808,5,same_03,DIFF-WRONG8-8,0.22456344962120056,0.9744049940027781,7.682247638702393,0.0956539511680603
POP8-D30,20260808,5,same_03,DIFF-WRONG8-9,0.21815483272075653,0.9758139511597878,7.933732986450195,0.08944180607795715
POP8-D60,20260808,5,same_01,RAW,1.2696977853775024,0.6191969472505824,0.0,0.0
POP8-D60,20260808,5,same_01,DIFF-POP8,0.13569262623786926,0.9907725567574492,19.422882080078125,0.12373347580432892
POP8-D60,20260808,5,same_01,DIFF-MATCH8,0.1852082759141922,0.982593704511781,16.720800399780273,0.11253049969673157
