package,seed,participant,protocol,method,eog_attenuation,preservation,mi_band_distortion,covariance,mi_kappa,erd_preservation
POP8-D30,20260811,6,same_01,RAW,0.0,1.0,0.0,0.0,0.19999999999999996,1.0
POP8-D30,20260811,6,same_01,DIFF-POP8,0.0817041330607565,0.8786391466856003,0.05033699361929219,0.1043448841017389,0.16666666666666663,0.960827733021839
POP8-D30,20260811,6,same_01,DIFF-MATCH8,0.08124262143638691,0.8751293495297432,0.04874468407029986,0.10776433019349096,0.19999999999999996,0.9593888250742093
POP8-D30,20260811,6,same_01,LINEAR-MATCH,0.07687825491009587,0.875312015414238,0.047971822252657885,0.08983002640623887,0.23333333333333328,0.9587258756865414
POP8-D30,20260811,6,same_01,DET-MATCH,0.0773831863821855,0.8695409744977951,0.048367417468110206,0.11110161838177933,0.33333333333333337,0.962360392924538
POP8-D30,20260811,6,same_01,DIFF-WRONG8-1,0.06953791149342714,0.881784550845623,0.041728061273602325,0.10556647655864596,0.19999999999999996,0.9686940790079472
POP8-D30,20260811,6,same_01,DIFF-WRONG8-2,0.09022241057681205,0.8715913444757462,0.0574856620803179,0.11042887920950067,0.19999999999999996,0.9515843126046977
POP8-D30,20260811,6,same_01,DIFF-WRONG8-3,0.08733131873370306,0.8774898871779442,0.052942561433278745,0.10173778131425529,0.1333333333333333,0.9572687846852579
POP8-D30,20260811,6,same_01,DIFF-WRONG8-4,0.08705107384972777,0.8716088384389877,0.052398937164317025,0.109111211111652,0.23333333333333328,0.9615894833423733
POP8-D30,20260811,6,same_01,DIFF-WRONG8-5,0.08669012844628149,0.875298485159874,0.05617906944116841,0.1064570202392986,0.19999999999999996,0.9526199241198352
POP8-D30,20260811,6,same_01,DIFF-WRONG8-7,0.07699993212006156,0.8795119076967239,0.04715724532486384,0.1059462428117799,0.1333333333333333,0.9631684672658113
POP8-D30,20260811,6,same_01,DIFF-WRONG8-8,0.07486778669898975,0.8817565888166428,0.044517884419483664,0.1042595230123393,0.09999999999999998,0.966178339181369
POP8-D30,20260811,6,same_01,DIFF-WRONG8-9,0.0768904960304132,0.8805316537618637,0.04540829790360888,0.10506111987670624,0.1333333333333333,0.9661324742331839
POP8-D30,20260811,6,same_02,RAW,0.0,1.0,0.0,0.0,0.33333333333333337,1.0
POP8-D30,20260811,6,same_02,DIFF-POP8,0.08174306855233027,0.8828468695282936,0.046936339252958766,0.09019615123580144,0.3666666666666667,0.9700415637571577
POP8-D30,20260811,6,same_02,DIFF-MATCH8,0.12426098393571683,0.8357746005058289,0.06603839282207638,0.12561457150446928,0.43333333333333335,0.9486382600666685
POP8-D30,20260811,6,same_02,LINEAR-MATCH,0.2161157577556878,0.7178333401679993,0.08320184621733526,0.14857177979021274,0.30000000000000004,0.9422056203431994
POP8-D30,20260811,6,same_02,DET-MATCH,0.15357366015065324,0.8030140101909637,0.0694062942086947,0.12117568968523645,0.4,0.9493996434984633
POP8-D30,20260811,6,same_02,DIFF-WRONG8-1,0.08394195671577043,0.8800786733627319,0.04741812698900151,0.0929593264157596,0.3666666666666667,0.9697537705186343
POP8-D30,20260811,6,same_02,DIFF-WRONG8-2,0.07547639697780445,0.882687933743,0.04623716253971825,0.09079576348194571,0.3666666666666667,0.9677888984151791
POP8-D30,20260811,6,same_02,DIFF-WRONG8-3,0.08334582769753912,0.8767661228775978,0.04915577977164273,0.09337906506520072,0.30000000000000004,0.9648520171575293
POP8-D30,20260811,6,same_02,DIFF-WRONG8-4,0.08331297801698667,0.8824655041098595,0.04456115434589586,0.08806812566506979,0.33333333333333337,0.9735640565652006
