package,seed,participant,protocol,method,rrmse,correlation,delta_snr,paired_spectral_utility
POP8-D30,20260810,8,same_01,RAW,0.6727696657180786,0.8287451830520006,0.0,0.0
POP8-D30,20260810,8,same_01,DIFF-POP8,0.3521157205104828,0.9417396261512423,5.623619556427002,0.15037789940834045
POP8-D30,20260810,8,same_01,DIFF-MATCH8,0.40241748094558716,0.9260034821037063,4.463791370391846,0.12461656332015991
POP8-D30,20260810,8,same_01,LINEAR-MATCH,0.43788307905197144,0.9157425924300587,3.7301650047302246,0.09758704900741577
POP8-D30,20260810,8,same_01,DET-MATCH,0.4119001030921936,0.9225873891185715,4.2614898681640625,0.10126405954360962
POP8-D30,20260810,8,same_01,DIFF-WRONG8-1,0.36495041847229004,0.9378129974935604,5.312650203704834,0.12380535900592804
POP8-D30,20260810,8,same_01,DIFF-WRONG8-2,0.29321515560150146,0.9585902299872149,7.213600158691406,0.16659511625766754
POP8-D30,20260810,8,same_01,DIFF-WRONG8-3,0.37422075867652893,0.9350489821329504,5.094770431518555,0.15558820962905884
POP8-D30,20260810,8,same_01,DIFF-WRONG8-4,0.394986093044281,0.9283741211289854,4.625691890716553,0.13779743015766144
POP8-D30,20260810,8,same_01,DIFF-WRONG8-5,0.3376060128211975,0.9464755262365567,5.989124774932861,0.15572026371955872
POP8-D30,20260810,8,same_01,DIFF-WRONG8-6,0.32016921043395996,0.9508991999901831,6.449737071990967,0.14095941185951233
POP8-D30,20260810,8,same_01,DIFF-WRONG8-7,0.3278767466545105,0.9489735544020907,6.243115425109863,0.14089268445968628
POP8-D30,20260810,8,same_01,DIFF-WRONG8-9,0.38993576169013977,0.9300517523335358,4.737467288970947,0.12633971869945526
POP8-D30,20260810,8,same_02,RAW,1.4321681261062622,0.5562617377235801,0.0,0.0
POP8-D30,20260810,8,same_02,DIFF-POP8,0.1429193764925003,0.9897335513240899,20.0180606842041,0.2685714066028595
POP8-D30,20260810,8,same_02,DIFF-MATCH8,0.17891083657741547,0.9839601811460505,18.06714630126953,0.2533763647079468
POP8-D30,20260810,8,same_02,LINEAR-MATCH,0.2875196635723114,0.9606314346298269,13.946529388427734,0.2513198256492615
POP8-D30,20260810,8,same_02,DET-MATCH,0.20010969042778015,0.9798863280564644,17.09451675415039,0.24726861715316772
POP8-D30,20260810,8,same_02,DIFF-WRONG8-1,0.18036621809005737,0.9836758074179711,17.996776580810547,0.24998804181814194
POP8-D30,20260810,8,same_02,DIFF-WRONG8-2,0.33517029881477356,0.9467034843602324,12.614569664001465,0.22839053720235825
POP8-D30,20260810,8,same_02,DIFF-WRONG8-3,0.2985488772392273,0.9568353206961315,13.6195707321167,0.24421722441911697
POP8-D30,20260810,8,same_02,DIFF-WRONG8-4,0.23824632167816162,0.9722099258769862,15.579357147216797,0.2306249663233757
POP8-D30,20260810,8,same_02,DIFF-WRONG8-5,0.25008490681648254,0.969117509713604,15.158130645751953,0.2533308044075966
POP8-D30,20260810,8,same_02,DIFF-WRONG8-6,0.43946611881256104,0.9139115428063281,10.261372566223145,0.22310805320739746
POP8-D30,20260810,8,same_02,DIFF-WRONG8-7,0.2643876373767853,0.9662098351333807,14.675056457519531,0.2322901040315628
POP8-D30,20260810,8,same_02,DIFF-WRONG8-9,0.16936095058918,0.9856417805819926,18.54361343383789,0.25459351390600204
POP8-D30,20260810,8,same_03,RAW,0.22302913665771484,0.9773989357633672,0.0,0.0
POP8-D30,20260810,8,same_03,DIFF-POP8,0.11414815485477448,0.993718538845832,5.817854404449463,0.03812279552221298
POP8-D30,20260810,8,same_03,DIFF-MATCH8,0.1153043732047081,0.9934399246052895,5.730316638946533,0.037270963191986084
POP8-D30,20260810,8,same_03,LINEAR-MATCH,0.1213945522904396,0.9929518258384693,5.283247947692871,0.05627050623297691
POP8-D30,20260810,8,same_03,DET-MATCH,0.1194482073187828,0.992966003130941,5.423639297485352,0.0356874093413353
POP8-D30,20260810,8,same_03,DIFF-WRONG8-1,0.0979146733880043,0.9951998300575422,7.150276184082031,0.04854000359773636
POP8-D30,20260810,8,same_03,DIFF-WRONG8-2,0.1698279231786728,0.9866049874664801,2.3670504093170166,0.01923743635416031
POP8-D30,20260810,8,same_03,DIFF-WRONG8-3,0.12199006974697113,0.9928818422740764,5.240741729736328,0.032691068947315216
POP8-D30,20260810,8,same_03,DIFF-WRONG8-4,0.10000073164701462,0.9951026745981973,6.967168807983398,0.04604412615299225
POP8-D30,20260810,8,same_03,DIFF-WRONG8-5,0.14073745906352997,0.9913654454992068,3.999037504196167,0.022673167288303375
POP8-D30,20260810,8,same_03,DIFF-WRONG8-6,0.24882644414901733,0.9702075880758902,-0.9506992101669312,0.00620076060295105
POP8-D30,20260810,8,same_03,DIFF-WRONG8-7,0.12598948180675507,0.9920532978641907,4.960546493530273,0.03572908043861389
POP8-D30,20260810,8,same_03,DIFF-WRONG8-9,0.09578775614500046,0.9954081073890868,7.3410325050354,0.047928400337696075
POP8-D60,20260810,8,same_01,RAW,0.6727696657180786,0.8287451830520006,0.0,0.0
