package,seed,participant,protocol,method,eog_attenuation,preservation,mi_band_distortion,covariance,mi_kappa,erd_preservation
POP8-D30,20260808,4,same_01,RAW,0.0,1.0,0.0,0.0,0.7,1.0
POP8-D30,20260808,4,same_01,DIFF-POP8,0.15522155571170854,0.7982170134782791,0.07382359373567426,0.12686576995161292,0.5333333333333333,0.9262117329932703
POP8-D30,20260808,4,same_01,DIFF-MATCH8,0.15875793136592958,0.795319601893425,0.07299203348213291,0.13086873126765378,0.5333333333333333,0.9227726714934745
POP8-D30,20260808,4,same_01,LINEAR-MATCH,0.15804924016276212,0.7874373197555542,0.06975406917468732,0.09392271487688136,0.5666666666666667,0.9214547275293692
POP8-D30,20260808,4,same_01,DET-MATCH,0.15927649967886315,0.778720036149025,0.08241608760107516,0.14090469430724858,0.6333333333333333,0.9100559787454857
POP8-D30,20260808,4,same_01,DIFF-WRONG8-1,0.1295685833401169,0.8320265561342239,0.05983073275995458,0.11329434866602628,0.5333333333333333,0.9398602825186967
POP8-D30,20260808,4,same_01,DIFF-WRONG8-2,0.16083969230987552,0.7795926779508591,0.08104824433256044,0.13423349259640094,0.5,0.9207884108830147
POP8-D30,20260808,4,same_01,DIFF-WRONG8-3,0.15109455783295508,0.7915944755077362,0.07467064156206284,0.1218956270727841,0.5333333333333333,0.9253666592017948
POP8-D30,20260808,4,same_01,DIFF-WRONG8-5,0.1517154268329991,0.7890270352363586,0.07802129580469848,0.12982075398423376,0.5333333333333333,0.9251754531485246
POP8-D30,20260808,4,same_01,DIFF-WRONG8-6,0.15319514208448776,0.7861523479223251,0.07940297085455895,0.1305021691665096,0.6333333333333333,0.9207175243140961
POP8-D30,20260808,4,same_01,DIFF-WRONG8-7,0.14580321705743027,0.8118404299020767,0.07065595612418465,0.12456999331323167,0.5333333333333333,0.9288289619602277
POP8-D30,20260808,4,same_01,DIFF-WRONG8-8,0.1402600506569932,0.8242078572511673,0.06541223246460195,0.11808584180760168,0.5666666666666667,0.932310852485623
POP8-D30,20260808,4,same_01,DIFF-WRONG8-9,0.14457359362493544,0.8185973167419434,0.0678231312754164,0.12137117849628415,0.6333333333333333,0.930200913355359
POP8-D30,20260808,4,same_02,RAW,0.0,1.0,0.0,0.0,0.7990155865463495,1.0
POP8-D30,20260808,4,same_02,DIFF-POP8,0.1277852817119527,0.7997985035181046,0.07191065670765004,0.11507771674360472,0.7990155865463495,0.9402944386291512
POP8-D30,20260808,4,same_02,DIFF-MATCH8,0.12941288013621705,0.8072192668914795,0.07022317534918972,0.11572257154523426,0.7990155865463495,0.9395038488161588
POP8-D30,20260808,4,same_02,LINEAR-MATCH,0.11632068243300653,0.8336358666419983,0.059251258741349296,0.08369155850852221,0.7704918032786885,0.9454081974815405
POP8-D30,20260808,4,same_02,DET-MATCH,0.12610911087981622,0.8054260909557343,0.07694493619318359,0.1299148151430917,0.7990155865463495,0.9293527018107612
POP8-D30,20260808,4,same_02,DIFF-WRONG8-1,0.1290218304328745,0.8024702817201614,0.07007832425929295,0.11638047916556288,0.7990155865463495,0.942251634888797
POP8-D30,20260808,4,same_02,DIFF-WRONG8-2,0.10773399844697523,0.8089463114738464,0.0641650467889503,0.10930994502408745,0.7415914684167351,0.9475775007802653
POP8-D30,20260808,4,same_02,DIFF-WRONG8-3,0.12395243229601341,0.7870806902647018,0.07352677916136864,0.10952208030503996,0.7701149425287356,0.9399403742128672
POP8-D30,20260808,4,same_02,DIFF-WRONG8-5,0.13462065046726834,0.7795770466327667,0.07310567300820979,0.11944595010467188,0.7990155865463495,0.9411316174148033
POP8-D30,20260808,4,same_02,DIFF-WRONG8-6,0.14903594577785664,0.7394838035106659,0.08818645709385378,0.13729839592648246,0.7990155865463495,0.9272160484492232
POP8-D30,20260808,4,same_02,DIFF-WRONG8-7,0.12181391605073938,0.8076199144124985,0.06991099532379512,0.11588659519539361,0.7990155865463495,0.9424713726406542
POP8-D30,20260808,4,same_02,DIFF-WRONG8-8,0.12851757185581225,0.7985272854566574,0.07164578433257822,0.1149803434453555,0.7990155865463495,0.941761877762105
POP8-D30,20260808,4,same_02,DIFF-WRONG8-9,0.1288159051994698,0.8040340393781662,0.07188936854976077,0.11586637179712579,0.7701149425287356,0.9389556231296248
POP8-D30,20260808,4,same_03,RAW,0.0,1.0,0.0,0.0,0.825,1.0
POP8-D30,20260808,4,same_03,DIFF-POP8,0.04155333906334009,0.7644306719303131,0.06459693975366489,0.10850637093621524,0.85,0.9552046446221104
POP8-D30,20260808,4,same_03,DIFF-MATCH8,0.050429570332797394,0.785586878657341,0.05968339163242167,0.10829359991780747,0.85,0.9555755153739587
POP8-D30,20260808,4,same_03,LINEAR-MATCH,0.05160776114233209,0.822631374001503,0.05079552719175365,0.07218519075722026,0.9,0.9580131102360294
POP8-D30,20260808,4,same_03,DET-MATCH,0.05558677054041254,0.7796794474124908,0.06563001698062013,0.12357055937960855,0.825,0.9465739118673542
POP8-D30,20260808,4,same_03,DIFF-WRONG8-1,0.05410351832161066,0.8068312108516693,0.05436921129024045,0.10479073492577477,0.85,0.9597214376439133
POP8-D30,20260808,4,same_03,DIFF-WRONG8-2,0.019588614162418277,0.7215106189250946,0.07204711089593362,0.11429418154241842,0.85,0.953925875896969
POP8-D30,20260808,4,same_03,DIFF-WRONG8-3,0.033473800064110854,0.7594561725854874,0.06403418621115005,0.10439637185566675,0.825,0.9574048121606908
POP8-D30,20260808,4,same_03,DIFF-WRONG8-5,0.024987597970116182,0.7394290268421173,0.06660013197082673,0.10563737298198465,0.875,0.9567923664952136
POP8-D30,20260808,4,same_03,DIFF-WRONG8-6,0.03161009702991781,0.7163942158222198,0.076585686163095,0.12321263050207631,0.85,0.9498908923601526
POP8-D30,20260808,4,same_03,DIFF-WRONG8-7,0.03369789912203487,0.8036641031503677,0.05148729955558076,0.09442008438675653,0.85,0.9675331067922104
POP8-D30,20260808,4,same_03,DIFF-WRONG8-8,0.049214002190011444,0.7720061093568802,0.0634867574699011,0.11008461244841262,0.9,0.9524296523095231
POP8-D30,20260808,4,same_03,DIFF-WRONG8-9,0.05826260227454946,0.8122972995042801,0.05530205563954856,0.1007365332921829,0.85,0.9593999327830426
POP8-D60,20260808,4,same_01,RAW,0.0,1.0,0.0,0.0,0.7,1.0
POP8-D60,20260808,4,same_01,DIFF-POP8,0.1535215894085767,0.8024419546127319,0.07238046913354063,0.1253175732775787,0.5333333333333333,0.9276049187809776
POP8-D60,20260808,4,same_01,DIFF-MATCH8,0.15701762697607766,0.8010284751653671,0.07191130764478824,0.1282074846788296,0.4666666666666667,0.9243331070959385
POP8-D60,20260808,4,same_01,LINEAR-MATCH,0.157354774283899,0.7992548644542694,0.06920977875685376,0.09510483850491169,0.6,0.9231481063413631
POP8-D60,20260808,4,same_01,DET-MATCH,0.1582676464432788,0.7888864874839783,0.08100195877526542,0.13906758246784184,0.6,0.9122151801394853
POP8-D60,20260808,4,same_01,DIFF-WRONG8-1,0.12918997143073352,0.8338815271854401,0.05956739765440137,0.11277713296602726,0.5333333333333333,0.9400524026112618
POP8-D60,20260808,4,same_01,DIFF-WRONG8-2,0.1562886093796368,0.7878491282463074,0.07850052481015869,0.13122868435756097,0.5333333333333333,0.9239704194131284
POP8-D60,20260808,4,same_01,DIFF-WRONG8-3,0.14858240062196815,0.7920932024717331,0.07425319283737902,0.11991247100618334,0.5333333333333333,0.9263633317978361
POP8-D60,20260808,4,same_01,DIFF-WRONG8-5,0.14551514480515632,0.80372254550457,0.07123049326228142,0.12377055967704692,0.43333333333333335,0.930478581000615
POP8-D60,20260808,4,same_01,DIFF-WRONG8-6,0.15496862065005174,0.7863994985818863,0.08002672812094863,0.13139055093006585,0.5333333333333333,0.9213831462881619
POP8-D60,20260808,4,same_01,DIFF-WRONG8-7,0.14382137703139758,0.8161280304193497,0.06937337217045854,0.12314544734507492,0.5666666666666667,0.9303443274237015
POP8-D60,20260808,4,same_01,DIFF-WRONG8-8,0.1446674558478359,0.8170087933540344,0.06790928067663454,0.12050169213535224,0.5333333333333333,0.9305018706852115
POP8-D60,20260808,4,same_01,DIFF-WRONG8-9,0.14234042848969425,0.8203320205211639,0.0672764405221687,0.12134681425577257,0.6333333333333333,0.9319158868649504
POP8-D60,20260808,4,same_02,RAW,0.0,1.0,0.0,0.0,0.7990155865463495,1.0
