package,seed,participant,protocol,method,eog_attenuation,preservation,mi_band_distortion,covariance,mi_kappa,erd_preservation
POP8-D30,20260810,2,same_01,RAW,0.0,1.0,0.0,0.0,0.09999999999999998,1.0
POP8-D30,20260810,2,same_01,DIFF-POP8,0.12344969838873279,0.793310359120369,0.10281898689458417,0.18789980113524918,0.2666666666666667,0.9154778525796028
POP8-D30,20260810,2,same_01,DIFF-MATCH8,0.1286053289352754,0.7833102196455002,0.10786519894784527,0.20008134517276177,0.30000000000000004,0.9119182147548847
POP8-D30,20260810,2,same_01,LINEAR-MATCH,0.14359305942249462,0.7883794605731964,0.10208613044960549,0.12699303950074342,0.16666666666666663,0.9261936576882477
POP8-D30,20260810,2,same_01,DET-MATCH,0.12773412550816793,0.7773648202419281,0.11077466552544568,0.21043530778411731,0.2666666666666667,0.9073726543336069
POP8-D30,20260810,2,same_01,DIFF-WRONG8-1,0.09910133590973497,0.8111965209245682,0.09292850516441707,0.17154317243313832,0.19999999999999996,0.9228297747425461
POP8-D30,20260810,2,same_01,DIFF-WRONG8-3,0.12320863006607394,0.7873683124780655,0.09978647175798067,0.1923835379295806,0.2666666666666667,0.9155534766168028
POP8-D30,20260810,2,same_01,DIFF-WRONG8-4,0.126045402802777,0.7882979065179825,0.10192514955456947,0.18806868669596133,0.2666666666666667,0.9199408864587799
POP8-D30,20260810,2,same_01,DIFF-WRONG8-5,0.12851436223648272,0.7906572371721268,0.10596692007713236,0.1891845595631161,0.30000000000000004,0.9095857567568835
POP8-D30,20260810,2,same_01,DIFF-WRONG8-6,0.1126658492579197,0.7847164273262024,0.100466082811387,0.1893336233721407,0.2666666666666667,0.9151470552669234
POP8-D30,20260810,2,same_01,DIFF-WRONG8-7,0.11168233275977937,0.8009559065103531,0.09974212375665828,0.17831278138543866,0.16666666666666663,0.9177229018467901
POP8-D30,20260810,2,same_01,DIFF-WRONG8-8,0.10803255609125359,0.8063776195049286,0.09515687803724447,0.17685495196285184,0.23333333333333328,0.91968183101762
POP8-D30,20260810,2,same_01,DIFF-WRONG8-9,0.10979977010796302,0.8040193170309067,0.09629368450584834,0.17731171682078659,0.2666666666666667,0.919909468515721
POP8-D30,20260810,2,same_02,RAW,0.0,1.0,0.0,0.0,0.033333333333333326,1.0
POP8-D30,20260810,2,same_02,DIFF-POP8,0.07118205669064118,0.7919399440288544,0.11111859589808651,0.1568328520269855,0.09999999999999998,0.9216118555488527
