package,seed,participant,protocol,method,eog_attenuation,preservation,mi_band_distortion,covariance,mi_kappa,erd_preservation
POP8-D30,20260810,4,same_01,RAW,0.0,1.0,0.0,0.0,0.7,1.0
POP8-D30,20260810,4,same_01,DIFF-POP8,0.1570595119072904,0.795799046754837,0.06582869682187881,0.13767344162867398,0.5666666666666667,0.9308544092528214
POP8-D30,20260810,4,same_01,DIFF-MATCH8,0.15561130400364398,0.7994439750909805,0.059942665268532265,0.13297772734035063,0.5333333333333333,0.9341381773163113
POP8-D30,20260810,4,same_01,LINEAR-MATCH,0.15804924016276212,0.7874373197555542,0.06975406917468732,0.09392271487688136,0.5666666666666667,0.9214547275293692
POP8-D30,20260810,4,same_01,DET-MATCH,0.1571700704949493,0.7883364111185074,0.05661208334904372,0.12616308092634254,0.6,0.9377330702462292
POP8-D30,20260810,4,same_01,DIFF-WRONG8-1,0.13470404563964555,0.8229971528053284,0.04890369655822179,0.12202476605716067,0.5666666666666667,0.9509146224758502
POP8-D30,20260810,4,same_01,DIFF-WRONG8-2,0.16172595759593672,0.7800476402044296,0.07466144036440055,0.14482556935956536,0.5666666666666667,0.9228799468256892
POP8-D30,20260810,4,same_01,DIFF-WRONG8-3,0.15593337877180602,0.7855220139026642,0.07235994408572909,0.1399023286630649,0.6,0.924286367945347
POP8-D30,20260810,4,same_01,DIFF-WRONG8-5,0.15635448389413661,0.7813935577869415,0.07466233224498602,0.14383946517483237,0.5666666666666667,0.9229667597594265
POP8-D30,20260810,4,same_01,DIFF-WRONG8-6,0.1527472287052256,0.7917356640100479,0.06806573235411363,0.13997424775130776,0.5666666666666667,0.9264873993625875
POP8-D30,20260810,4,same_01,DIFF-WRONG8-7,0.14675404997754044,0.8095268309116364,0.05781075094819139,0.130643661803216,0.5333333333333333,0.9384282248979328
POP8-D30,20260810,4,same_01,DIFF-WRONG8-8,0.14210996413502708,0.81746606528759,0.0549172352770217,0.12678796491331423,0.6,0.9427120279654164
