package,seed,participant,protocol,method,rrmse,correlation,delta_snr,paired_spectral_utility
POP8-D30,20260810,6,same_01,RAW,0.34414517879486084,0.9483509129535285,0.0,0.0
POP8-D30,20260810,6,same_01,DIFF-POP8,0.12204968929290771,0.9926513561823505,9.004100799560547,0.14443600177764893
POP8-D30,20260810,6,same_01,DIFF-MATCH8,0.13055208325386047,0.9915328868323033,8.419157981872559,0.13412250578403473
POP8-D30,20260810,6,same_01,LINEAR-MATCH,0.15807819366455078,0.9878996163903115,6.757395267486572,0.11156459152698517
POP8-D30,20260810,6,same_01,DET-MATCH,0.14618751406669617,0.989481595008145,7.436628818511963,0.11064863204956055
POP8-D30,20260810,6,same_01,DIFF-WRONG8-1,0.14462491869926453,0.9896397168645598,7.529971122741699,0.11735284328460693
POP8-D30,20260810,6,same_01,DIFF-WRONG8-2,0.10658923536539078,0.9945093098147111,10.180567741394043,0.1570168063044548
POP8-D30,20260810,6,same_01,DIFF-WRONG8-3,0.12506762146949768,0.9922270176972308,8.791936874389648,0.15258974581956863
POP8-D30,20260810,6,same_01,DIFF-WRONG8-4,0.1284339725971222,0.9918178120558376,8.561235427856445,0.14755802601575851
POP8-D30,20260810,6,same_01,DIFF-WRONG8-5,0.11826404184103012,0.9931134288906427,9.277779579162598,0.15390751510858536
POP8-D30,20260810,6,same_01,DIFF-WRONG8-7,0.13280446827411652,0.9912681560179908,8.270580291748047,0.12894824147224426
POP8-D30,20260810,6,same_01,DIFF-WRONG8-8,0.13678787648677826,0.9907136289630596,8.01388168334961,0.1291242390871048
POP8-D30,20260810,6,same_01,DIFF-WRONG8-9,0.13620884716510773,0.9907849562012527,8.050726890563965,0.13112380355596542
POP8-D30,20260810,6,same_02,RAW,0.6138591766357422,0.8609997658624499,0.0,0.0
POP8-D30,20260810,6,same_02,DIFF-POP8,0.11296544969081879,0.99371397500191,14.702463150024414,0.0934101864695549
POP8-D30,20260810,6,same_02,DIFF-MATCH8,0.1267668753862381,0.9921780963951935,13.70125961303711,0.09680280834436417
POP8-D30,20260810,6,same_02,LINEAR-MATCH,0.7786857485771179,0.7783129609457247,-2.0658698081970215,-0.012674346566200256
POP8-D30,20260810,6,same_02,DET-MATCH,0.16059266030788422,0.9879895422394105,11.646862030029297,0.0581483468413353
POP8-D30,20260810,6,same_02,DIFF-WRONG8-1,0.11489485949277878,0.9935024954383999,14.555363655090332,0.09311683475971222
POP8-D30,20260810,6,same_02,DIFF-WRONG8-2,0.13571012020111084,0.9908748202345721,13.109130859375,0.08818516135215759
POP8-D30,20260810,6,same_02,DIFF-WRONG8-3,0.1452215164899826,0.9894304458681586,12.520756721496582,0.09392096102237701
