method,metric,participant_mean,participant_median,participant_min,participant_max,bootstrap_low,bootstrap_high,participants
Diffusion-Augmentation,heldout_eog_remaining_ratio,1.1068070767041942,1.0375008710793086,0.8735595079082431,2.0820553072933423,1.0032959271630062,1.2695695406911072,15
Diffusion-Augmentation,artifact_attenuation_db,-0.0037949335006826957,0.03350625793358538,-2.1243697197624307,1.3332288521349895,-0.44280100408509554,0.40302747026056496,15
Diffusion-Augmentation,low_eog_observation_retention,0.6937985018528476,0.7042782775173753,0.5756641180869476,0.8182654589660061,0.6600334643301072,0.7259572647478864,15
Diffusion-Augmentation,psd_distortion,0.48725665398058,0.4639256903428142,0.31467656404242034,0.6097481694192656,0.445922182607304,0.5265573170293253,15
Diffusion-Augmentation,covariance_distortion,0.2901057801642264,0.3088220523072641,0.14855153514952116,0.4010482356138822,0.255512618735073,0.3247846925232011,15
Diffusion-Augmentation,output_input_rms,0.9549042782584035,0.9393984632832664,0.8940440921017724,1.1508669921460042,0.9310916845822234,0.9877214041908863,15
Gaussian-Augmentation,heldout_eog_remaining_ratio,1.266220069185403,1.1559810553278242,0.9800137760061206,2.3665002837019453,1.118422520553261,1.4657785503704122,15
Gaussian-Augmentation,artifact_attenuation_db,-1.0493780731991416,-0.833928820830272,-3.2413178964556084,0.2080921005777856,-1.5970794114638214,-0.5657323192110547,15
Gaussian-Augmentation,low_eog_observation_retention,0.7532933867773416,0.7759795656258409,0.6367436961123818,0.8342400910946461,0.7207407378898296,0.7823608876992538,15
Gaussian-Augmentation,psd_distortion,0.4421222032755136,0.44982203007754634,0.321614530370679,0.5755851657713874,0.4078579552244127,0.4779854969986563,15
Gaussian-Augmentation,covariance_distortion,0.22061665078773668,0.19134427318379557,0.144568946532312,0.35452898245567127,0.18656026350601,0.25851648822946804,15
Gaussian-Augmentation,output_input_rms,0.975671828552246,0.9873596490439722,0.9019331781882939,1.0121004384371541,0.9581779300045997,0.9908965836651911,15
No-Augmentation,heldout_eog_remaining_ratio,1.109805249659847,1.0157297098730493,1.0038934884247956,2.040086572453127,1.0221598900896642,1.2575695423759947,15
No-Augmentation,artifact_attenuation_db,-0.4200402330091881,-0.13118524136056672,-2.9566236078771944,-0.0335829711788167,-0.8386824312487775,-0.14841649883646366,15
No-Augmentation,low_eog_observation_retention,0.9260580939651095,0.9270415025192403,0.8944225296441276,0.945054100417596,0.9184379280506416,0.9328314890915513,15
No-Augmentation,psd_distortion,0.19426579543499983,0.18930803346684424,0.1305848628592988,0.34572891733151373,0.17185581730854047,0.22286130088691114,15
No-Augmentation,covariance_distortion,0.05083580390060472,0.04594170900741356,0.02436580716434285,0.07660258080123235,0.04377020279869017,0.05854834814975538,15
No-Augmentation,output_input_rms,1.00297917660539,1.0023914232967406,1.001476935450993,1.0065730305041296,1.0023246391335805,1.0037693492461988,15
Real-Artifact-Augmentation,heldout_eog_remaining_ratio,0.942607143726213,0.9110765824875524,0.6764613717342868,1.8086189276586144,0.8360363633852149,1.0937130456928805,15
Real-Artifact-Augmentation,artifact_attenuation_db,1.580174839032958,1.417321161616284,-0.27501606225525055,3.639899112287373,0.9916608105531449,2.189862083612202,15
Real-Artifact-Augmentation,low_eog_observation_retention,0.7682094159415568,0.7609393941538949,0.6983961983293784,0.8620502543166395,0.7450359586120285,0.7913525759471781,15
Real-Artifact-Augmentation,psd_distortion,0.47296588504850196,0.48364692655476654,0.29860799811607186,0.626121396674727,0.42887263292965905,0.5184697148472686,15
Real-Artifact-Augmentation,covariance_distortion,0.242948125126046,0.24004380839598316,0.12751947606064898,0.32397628105271026,0.2126105101549482,0.27434547024933637,15
Real-Artifact-Augmentation,output_input_rms,0.8849869408391567,0.8821241779852722,0.8031850258509318,0.9945217084338647,0.857748174808384,0.9114960564954381,15
WGAN-Augmentation,heldout_eog_remaining_ratio,2.365709623623368,1.698065719907246,1.3265491975678338,6.144358772084229,1.7051066074260242,3.1552440355086024,15
WGAN-Augmentation,artifact_attenuation_db,-4.661587812954332,-3.47558295213854,-11.531993470999803,-1.8888989465164296,-6.132328492393595,-3.4110657631442525,15
WGAN-Augmentation,low_eog_observation_retention,-0.38490186581588637,-0.03387050886275405,-2.7975845809717823,0.3700851360483775,-0.9431924988643172,0.10698443744389745,15
WGAN-Augmentation,psd_distortion,0.3754074379300853,0.35791494158932763,0.23564055177217075,0.5305665712202748,0.3308964004220857,0.4202810548270754,15
WGAN-Augmentation,covariance_distortion,0.30192740696861564,0.29530653624837794,0.13683628283059496,0.5317787075468615,0.24256713711557784,0.36505454531448694,15
WGAN-Augmentation,output_input_rms,1.59675206862189,1.265015945548103,1.1585117641723517,3.3435545218618294,1.2471796613268107,1.9949443307642625,15
