method,metric,participant_mean,participant_median,participant_min,participant_max,bootstrap_low,bootstrap_high,participants
Diffusion-Augmentation,rrmse_temporal,0.9469961147931156,0.5620207608569987,0.35990486167637364,5.098543099358678,0.5464066448155994,1.605634809335842,15
Diffusion-Augmentation,rrmse_spectral,0.6311941151892335,0.6129152008632975,0.41852166289536974,1.0710818570703269,0.5614583791741395,0.7134679548694779,15
Diffusion-Augmentation,correlation,0.8383361717987974,0.8589780154566352,0.5326650042422115,0.9233133206848337,0.786172832359716,0.8753294619211863,15
Diffusion-Augmentation,snr_improvement,-2.576372019949216,-2.3784691610998134,-5.060052961987118,-0.8400007153814658,-3.085278405690052,-2.114924714346721,15
Diffusion-Augmentation,artifact_rrmse,1.7283818860129412,1.7002064638821655,1.384827971458435,2.2734262131843246,1.6073860976647714,1.8566357386155241,15
Diffusion-Augmentation,artifact_correlation,0.3220664252406874,0.3335448175142519,0.2521745764009166,0.43680697167381444,0.2974877869974557,0.3477918203673773,15
Diffusion-Augmentation,clean_output_rms_ratio,1.5175920497343938,1.1247074095102456,1.0014966525951354,5.4482527496814726,1.1446221262049843,2.1413880132974183,15
Gaussian-Augmentation,rrmse_temporal,0.9421656648271455,0.5366869697956225,0.3422117333726159,4.84414882902801,0.56092618334365,1.5657567924441804,15
Gaussian-Augmentation,rrmse_spectral,0.7187324419403338,0.7148857622986703,0.5413023182374286,0.9899654256999493,0.6658246642098183,0.7777496423695637,15
Gaussian-Augmentation,correlation,0.8428870363683332,0.8734470281427301,0.5706885696100071,0.9335847414654344,0.7961428819453457,0.8766367804282534,15
Gaussian-Augmentation,snr_improvement,-2.8952886446153103,-3.0573919578467126,-4.57088710016967,-0.2827705209702253,-3.4332121469311443,-2.326489399323408,15
Gaussian-Augmentation,artifact_rrmse,2.040710696182367,1.9010733359187615,1.5767033736139422,3.5371220538935324,1.8556413675840462,2.2973406906280793,15
Gaussian-Augmentation,artifact_correlation,0.20402879397270463,0.17307107872818792,0.11680834698366749,0.49774257226428015,0.1619008543243292,0.2575836110364721,15
Gaussian-Augmentation,clean_output_rms_ratio,1.5415162915361558,1.151902895549248,1.0605629114042812,5.218296817541122,1.1871823840635916,2.1275373239140865,15
No-Augmentation,rrmse_temporal,0.956818666896931,0.5795828072546885,0.2993237908749583,5.232955560116097,0.5419814233316769,1.6383647678127902,15
No-Augmentation,rrmse_spectral,0.606089397592461,0.5851069018244743,0.3886208164351662,1.0836096924617886,0.5325264998455556,0.6954711452543304,15
No-Augmentation,correlation,0.850306883516364,0.8675017091963027,0.5422246211506426,0.943540516176394,0.797455277001627,0.8873063884522893,15
No-Augmentation,snr_improvement,-0.8341517760411465,-0.7805868845223578,-1.2954332501561752,-0.4817134685073627,-0.9529598083277482,-0.7216367315502222,15
No-Augmentation,artifact_rrmse,1.172412082551471,1.1452041370055033,1.0727693187322653,1.331296673842839,1.1358022909969039,1.2116112048254022,15
No-Augmentation,artifact_correlation,-0.001976485737722564,-0.0028406673574974057,-0.01532624670419734,0.010714555714628659,-0.005692766345659119,0.001716168487689846,15
No-Augmentation,clean_output_rms_ratio,1.6259739270723983,1.2521633108456929,1.088762393769096,5.616051394462586,1.2446395932143508,2.2567266748915014,15
Real-Artifact-Augmentation,rrmse_temporal,0.8971541797179399,0.505193749960098,0.33667508576519223,5.177390288222581,0.48564883997958014,1.5760001486176256,15
Real-Artifact-Augmentation,rrmse_spectral,0.6186714961672986,0.5945890013157852,0.4207607102030375,1.0553877480328082,0.5504697823132777,0.7012202704082316,15
Real-Artifact-Augmentation,correlation,0.8511426389589254,0.8731137891496278,0.5179750954527408,0.9312994912924135,0.7950162192001563,0.8907039046697518,15
Real-Artifact-Augmentation,snr_improvement,-2.0402045532542235,-1.95076699110617,-4.970345367729359,0.029206110320956213,-2.6002103255542734,-1.5349501042831528,15
Real-Artifact-Augmentation,artifact_rrmse,1.694272459005584,1.6614776716782496,1.2096639272058383,2.5174955468969187,1.5443717630678588,1.8585247092682555,15
Real-Artifact-Augmentation,artifact_correlation,0.38661642275614977,0.4134707592626792,0.21359909882667125,0.5224817588427868,0.34770882587760926,0.42389120609798053,15
Real-Artifact-Augmentation,clean_output_rms_ratio,1.438116409208721,1.0538385633764595,0.9224631949437885,5.4941068807840345,1.0528148598153837,2.0816139522233357,15
WGAN-Augmentation,rrmse_temporal,1.6074516719139835,1.1294728520997734,0.8027619401131622,5.396333111379295,1.1324388364216464,2.269251694236962,15
WGAN-Augmentation,rrmse_spectral,0.6871565383840885,0.6703435201510912,0.5144863132182069,1.0722827007174491,0.6232398741368171,0.7617939864080232,15
WGAN-Augmentation,correlation,0.6953409139817739,0.7259874319903148,0.5077235271967947,0.7873788388972064,0.6488584429739845,0.7358692987307706,15
WGAN-Augmentation,snr_improvement,-8.916961942238803,-8.05618338018253,-13.13999763450049,-2.81673071264413,-10.284904180253228,-7.475211341610723,15
WGAN-Augmentation,artifact_rrmse,4.541045711836377,3.607451603394146,1.9690330607891082,8.492679138366993,3.5492040046256843,5.618102591980127,15
WGAN-Augmentation,artifact_correlation,0.019547980071402186,0.0043979801698175135,-0.11552268856798123,0.14130254249836469,-0.009609662629456976,0.050045345287111104,15
WGAN-Augmentation,clean_output_rms_ratio,2.072829193524084,1.6160221862238506,1.3386080706392536,5.734015088558197,1.6236001825665525,2.7056278633779196,15
