mean,method,metric,panel,seed
0.6105104169081339,PA_SC_CDM_MATCH,rrmse_temporal,paired,20260905
0.40766406045586334,PA_SC_CDM_MATCH,rrmse_spectral,paired,20260905
0.8890688423605753,PA_SC_CDM_MATCH,correlation,paired,20260905
-9.373794587550574e-05,PA_SC_CDM_MATCH,snr_improvement,paired,20260905
1.0032474569850705,PA_SC_CDM_MATCH,artifact_rrmse,paired,20260905
0.0037579649064658346,PA_SC_CDM_MATCH,artifact_correlation,paired,20260905
1.3551204239949584,PA_SC_CDM_MATCH,clean_output_rms_ratio,paired,20260905
0.005800132422890297,PA_SC_CDM_MATCH,identity_change,paired,20260905
0.6106776514869732,PA_SC_CDM_POP,rrmse_temporal,paired,20260905
0.4078127683627827,PA_SC_CDM_POP,rrmse_spectral,paired,20260905
0.8890571898785614,PA_SC_CDM_POP,correlation,paired,20260905
-0.00253409475571257,PA_SC_CDM_POP,snr_improvement,paired,20260905
1.003512665687368,PA_SC_CDM_POP,artifact_rrmse,paired,20260905
-0.02407597094470475,PA_SC_CDM_POP,artifact_correlation,paired,20260905
1.3554081054404379,PA_SC_CDM_POP,clean_output_rms_ratio,paired,20260905
0.005862098602669205,PA_SC_CDM_POP,identity_change,paired,20260905
0.6105107393316455,PA_SC_CDM_WRONG,rrmse_temporal,paired,20260905
0.4076647162015433,PA_SC_CDM_WRONG,rrmse_spectral,paired,20260905
0.8890687373932451,PA_SC_CDM_WRONG,correlation,paired,20260905
-0.00011617152603941787,PA_SC_CDM_WRONG,snr_improvement,paired,20260905
1.003249938772501,PA_SC_CDM_WRONG,artifact_rrmse,paired,20260905
0.0036480909465429552,PA_SC_CDM_WRONG,artifact_correlation,paired,20260905
1.355120452058812,PA_SC_CDM_WRONG,clean_output_rms_ratio,paired,20260905
0.005799778643194783,PA_SC_CDM_WRONG,identity_change,paired,20260905
0.6130323409212224,PA_SC_DET_MATCH,rrmse_temporal,paired,20260905
0.40555320281237073,PA_SC_DET_MATCH,rrmse_spectral,paired,20260905
0.8887303819972051,PA_SC_DET_MATCH,correlation,paired,20260905
0.014316694831144035,PA_SC_DET_MATCH,snr_improvement,paired,20260905
0.9983753603720016,PA_SC_DET_MATCH,artifact_rrmse,paired,20260905
0.23702140616175407,PA_SC_DET_MATCH,artifact_correlation,paired,20260905
1.3587541017060478,PA_SC_DET_MATCH,clean_output_rms_ratio,paired,20260905
0.0015199510511130997,PA_SC_DET_MATCH,identity_change,paired,20260905
0.6132530199065135,PA_SC_DET_POP,rrmse_temporal,paired,20260905
0.4055224668604145,PA_SC_DET_POP,rrmse_spectral,paired,20260905
0.8887048701333697,PA_SC_DET_POP,correlation,paired,20260905
0.011175824903103933,PA_SC_DET_POP,snr_improvement,paired,20260905
0.9987191121092721,PA_SC_DET_POP,artifact_rrmse,paired,20260905
0.1715300815317505,PA_SC_DET_POP,artifact_correlation,paired,20260905
1.3593182343989612,PA_SC_DET_POP,clean_output_rms_ratio,paired,20260905
0.0011103381157563828,PA_SC_DET_POP,identity_change,paired,20260905
0.6130327176015271,PA_SC_DET_WRONG,rrmse_temporal,paired,20260905
0.40555298613022994,PA_SC_DET_WRONG,rrmse_spectral,paired,20260905
0.888730290311408,PA_SC_DET_WRONG,correlation,paired,20260905
0.014291681539443284,PA_SC_DET_WRONG,snr_improvement,paired,20260905
0.9983782273476844,PA_SC_DET_WRONG,artifact_rrmse,paired,20260905
0.23690614952265604,PA_SC_DET_WRONG,artifact_correlation,paired,20260905
1.3587545632074276,PA_SC_DET_WRONG,clean_output_rms_ratio,paired,20260905
0.001519583774516211,PA_SC_DET_WRONG,identity_change,paired,20260905
0.610660586886964,POP_ADAPTER_CDM,rrmse_temporal,paired,20260905
0.4078209578241513,POP_ADAPTER_CDM,rrmse_spectral,paired,20260905
0.88905673630555,POP_ADAPTER_CDM,correlation,paired,20260905
-0.004981429350364631,POP_ADAPTER_CDM,snr_improvement,paired,20260905
1.0038962088979482,POP_ADAPTER_CDM,artifact_rrmse,paired,20260905
-0.022479137464385228,POP_ADAPTER_CDM,artifact_correlation,paired,20260905
1.3553718879818917,POP_ADAPTER_CDM,clean_output_rms_ratio,paired,20260905
0.005892099354049023,POP_ADAPTER_CDM,identity_change,paired,20260905
0.6132351774307115,POP_ADAPTER_DET,rrmse_temporal,paired,20260905
0.4055184834000102,POP_ADAPTER_DET,rrmse_spectral,paired,20260905
0.8887064564580214,POP_ADAPTER_DET,correlation,paired,20260905
0.01076815034785346,POP_ADAPTER_DET,snr_improvement,paired,20260905
0.998767969750554,POP_ADAPTER_DET,artifact_rrmse,paired,20260905
0.1782495021884036,POP_ADAPTER_DET,artifact_correlation,paired,20260905
1.3592732385421793,POP_ADAPTER_DET,clean_output_rms_ratio,paired,20260905
0.0011386527629929815,POP_ADAPTER_DET,identity_change,paired,20260905
0.6106776514869732,POP_CLEAN_CDM,rrmse_temporal,paired,20260905
0.4078127683627827,POP_CLEAN_CDM,rrmse_spectral,paired,20260905
0.8890571898785614,POP_CLEAN_CDM,correlation,paired,20260905
-0.00253409475571257,POP_CLEAN_CDM,snr_improvement,paired,20260905
