adapter_rms,complement_increment_rms,distance_to_population,match_wrong_output_distance,wrong_adapter_rms
0.002041785977780819,0.0018737985519692302,0.0002101563586620614,1.753290052874945e-05,0.0020416174083948135
0.0011418891372159123,0.0010126640554517508,0.00018218945479020476,1.1010288289980963e-05,0.001141713815741241
0.004090583883225918,0.0037873047403991222,0.00016794513794593513,2.7863221475854516e-05,0.004090604837983847
0.0025975590106099844,0.0023829785641282797,0.00017619278514757752,1.931784390762914e-05,0.002597095211967826
0.005416593514382839,0.0050149159505963326,0.00016916495223995298,2.37311287492048e-05,0.005416583735495806
0.008724947459995747,0.008034482598304749,0.00016770702495705336,2.3899485313449986e-05,0.008725844323635101
0.002975467126816511,0.002251734957098961,0.0003499983868096024,3.035615009139292e-05,0.002977547235786915
0.0012172849383205175,0.0008238315931521356,0.000355973606929183,2.688956374186091e-05,0.0012172780698165298
0.004159119445830584,0.0029838578775525093,0.0002629899827297777,3.5331690014572814e-05,0.004158458672463894
0.005210496950894594,0.003415060229599476,0.00038699444849044085,2.896781916206237e-05,0.005210030823945999
0.0020707028452306986,0.0013230610638856888,0.0003269721055403352,3.515416392474435e-05,0.002065518870949745
0.004376712255179882,0.003924590069800615,0.00023551087360829115,2.796104490698781e-05,0.004374712239950895
0.0035034383181482553,0.002486564451828599,0.0005132918013259768,3.022752389369998e-05,0.003501913044601679
0.012455591931939125,0.009427080862224102,0.00024905888130888343,2.7874557417817414e-05,0.01245651114732027
0.0056675998494029045,0.004289604723453522,0.0002862258697859943,3.0493352824123576e-05,0.005670878104865551
0.004262421280145645,0.0031094630248844624,0.00046988381654955447,2.9676937629119493e-05,0.004262221977114677
0.003446307498961687,0.002400278113782406,0.00047030954738147557,2.2846279534860514e-05,0.003446621587499976
0.004479401279240847,0.0030585876666009426,0.0003966458607465029,3.149762051180005e-05,0.00447924854233861
0.0007340429001487792,0.0005492528434842825,0.00017242082685697824,1.5000249732111115e-05,0.0007335927220992744
0.004096202552318573,0.003571854205802083,0.00013703119475394487,1.6270685591734946e-05,0.004096366465091705
0.0042483010329306126,0.0037029366940259933,0.00015490282385144383,2.096436219289899e-05,0.004248153883963823
0.001865273341536522,0.0015814465004950762,0.00015357352094724774,2.2032840206520632e-05,0.0018654202576726675
0.004282306879758835,0.0033783649560064077,9.907549247145653e-05,2.2822958271717653e-05,0.004282660316675901
0.0029732505790889263,0.0025297077372670174,0.0001599467796040699,3.5756918805418536e-05,0.002973838709294796
0.010474925860762596,0.005277211777865887,0.00019617196812760085,4.329024159233086e-05,0.010468348860740662
0.00650362204760313,0.0041270144283771515,0.00030306002008728683,4.076262121088803e-05,0.006500979419797659
