bootstrap_high,bootstrap_low,comparability,direction,mean,median,method,metric,panel,participants,positive,source_commit,source_role
1.2277897467641972,0.415744473129383,,,0.7312881065476186,0.4583158795074082,STANDARD,rrmse_temporal,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.5414871674832816,0.3706469324755678,,,0.4477556231116496,0.4351424385065468,STANDARD,rrmse_spectral,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.9102942702233846,0.8303044898429168,,,0.8775301806264049,0.9002843795678555,STANDARD,correlation,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.0,0.0,,,0.0,0.0,STANDARD,snr_improvement,paired,15,0,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
1.0,1.0,,,1.0,1.0,STANDARD,artifact_rrmse,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.0,0.0,,,0.0,0.0,STANDARD,artifact_correlation,paired,15,0,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.0,0.0,,,0.0,0.0,STANDARD,identity_change,paired,15,0,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
1.2275381117921558,0.4150484312225859,,,0.7310464827945039,0.45787286756751244,SUPPORT_CLEAN_CDM_MATCH,rrmse_temporal,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.5448163742080613,0.3741824109614422,,,0.4514960801794507,0.44147763520758126,SUPPORT_CLEAN_CDM_MATCH,rrmse_spectral,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.9104002101474301,0.8305433683405369,,,0.877676708579359,0.9000841956872206,SUPPORT_CLEAN_CDM_MATCH,correlation,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
-0.0295845460307176,-0.056785791876283964,,,-0.041899591589792964,-0.03936928729286446,SUPPORT_CLEAN_CDM_MATCH,snr_improvement,paired,15,0,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
1.013038470054356,1.004862228477384,,,1.0085058868388295,1.0064682994815086,SUPPORT_CLEAN_CDM_MATCH,artifact_rrmse,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
-0.03564078345266766,-0.06202585349500014,,,-0.04878301686707888,-0.0585321928138093,SUPPORT_CLEAN_CDM_MATCH,artifact_correlation,paired,15,0,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.005749420736461808,0.003969624246038524,,,0.00477133932221689,0.004008474695579842,SUPPORT_CLEAN_CDM_MATCH,identity_change,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
1.2255939855024935,0.4135685278869532,,,0.7291225543127676,0.4478141443232467,SUPPORT_CLEAN_DET_MATCH,rrmse_temporal,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.5427410945275354,0.37259200590535013,,,0.44960995778702034,0.4445496995455874,SUPPORT_CLEAN_DET_MATCH,rrmse_spectral,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.9106494628557593,0.8306853113027327,,,0.8779482823835345,0.9003366878399482,SUPPORT_CLEAN_DET_MATCH,correlation,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.02986743327439345,-0.020929240679414342,,,0.00612430219444838,0.00679789581861625,SUPPORT_CLEAN_DET_MATCH,snr_improvement,paired,15,10,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
1.003435417022751,0.9970292886883605,,,0.9998353263798612,0.9992233090263476,SUPPORT_CLEAN_DET_MATCH,artifact_rrmse,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.18236392261544931,0.12886005964218908,,,0.15587349722783586,0.17106032374935098,SUPPORT_CLEAN_DET_MATCH,artifact_correlation,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.0053169621773129176,0.002339530768111141,,,0.0037311520028179687,0.002357055146213887,SUPPORT_CLEAN_DET_MATCH,identity_change,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
1.1814827501919785,0.4220233626435359,historical_protocol_not_direct,,0.7388669605251288,0.41691704054036116,DET_MATCH,rrmse_temporal,paired,15,15,V25,V25_current
0.6075681665421806,0.4633636683841694,historical_protocol_not_direct,,0.527528538334406,0.4825393161637352,DET_MATCH,rrmse_spectral,paired,15,15,V25,V25_current
0.9077457701985447,0.8236600908857143,historical_protocol_not_direct,,0.8724620938898332,0.9032337685373235,DET_MATCH,correlation,paired,15,15,V25,V25_current
-0.9175617170278618,-1.9021143905769045,historical_protocol_not_direct,,-1.3659538977954981,-1.2627071469997693,DET_MATCH,snr_improvement,paired,15,1,V25,V25_current
1.6162999210146753,1.3877161912308353,historical_protocol_not_direct,,1.492853965490461,1.4471235166896472,DET_MATCH,artifact_rrmse,paired,15,15,V25,V25_current
0.39479759876594384,0.34634578961558055,historical_protocol_not_direct,,0.3702019114036527,0.36650671602079743,DET_MATCH,artifact_correlation,paired,15,15,V25,V25_current
0.5093766239430078,0.38997781939128434,historical_protocol_not_direct,1,0.4508201156061895,0.5048260968695912,EEGDFUS_UNIFIED,artifact_correlation,,15,,V22,
0.7634325255131073,0.6641689042124784,historical_protocol_not_direct,1,0.7200066158938475,0.722373963566497,EEGDFUS_UNIFIED,correlation,,15,,V22,
1.033408114967255,0.8171117152580217,historical_protocol_not_direct,-1,0.9204648743668158,0.8940687857361305,EEGDFUS_UNIFIED,rrmse_spectral,,15,,V22,
3.183903874237376,1.0334388263866845,historical_protocol_not_direct,-1,1.8486020522138225,1.0647055020154867,EEGDFUS_UNIFIED,rrmse_temporal,,15,,V22,
-19.385870052027393,-27.076443906704792,historical_protocol_not_direct,1,-23.258142196810187,-21.794638380149586,EEGDFUS_UNIFIED,snr_improvement,,15,,V22,
