bootstrap_high,bootstrap_low,comparability,direction,mean,median,method,metric,panel,participants,positive,source_commit,source_role
1.2268953196350074,0.41535212163456847,,,0.7310225897282324,0.45797213321749053,POP_CLEAN_CDM,rrmse_temporal,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.544172213394789,0.3738060171791501,,,0.4507971538484623,0.4415415715601125,POP_CLEAN_CDM,rrmse_spectral,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.9101565274687529,0.8303278510911211,,,0.8774654934093583,0.8999426765319628,POP_CLEAN_CDM,correlation,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
-0.028959921264119327,-0.06529956485953801,,,-0.046310608115332205,-0.040567286351255,POP_CLEAN_CDM,snr_improvement,paired,15,0,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
1.0202376707604153,1.0047766079949363,,,1.0111290071077126,1.0051916389683493,POP_CLEAN_CDM,artifact_rrmse,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
-0.030332023950841384,-0.06061664404056753,,,-0.04445620139878752,-0.03332822430902758,POP_CLEAN_CDM,artifact_correlation,paired,15,0,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.003778326105392787,0.0032147948952185087,,,0.0034979631664252783,0.0035580213248400335,POP_CLEAN_CDM,identity_change,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
1.227109761391717,0.4151944523552776,,,0.7307909421862592,0.4576522988025457,POP_CLEAN_DET,rrmse_temporal,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.542240597817034,0.3716413683614813,,,0.4487889755946513,0.4376245692731614,POP_CLEAN_DET,rrmse_spectral,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.9103402770001636,0.8303410625886382,,,0.8775777520405178,0.9003615412956629,POP_CLEAN_DET,correlation,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.012851787391113149,0.0048946832119718155,,,0.008669279900613246,0.006807557435176278,POP_CLEAN_DET,snr_improvement,paired,15,13,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.9994552683795922,0.9985351685851772,,,0.999019048479857,0.9992201983599373,POP_CLEAN_DET,artifact_rrmse,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.2104936907445596,0.15870179590844763,,,0.18405250519226285,0.1949971339323677,POP_CLEAN_DET,artifact_correlation,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
0.001212784030342864,0.0009006411941510971,,,0.0010528051268229026,0.0009391195684050521,POP_CLEAN_DET,identity_change,paired,15,15,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,
