contrast,effect,first,metric,panel,participant,second
CDM_MATCH_WRONG,1.212325483779253e-06,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-09,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,7.078549661976297e-07,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-11,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,-2.0470035227981853e-07,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-12,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,6.11443429610059e-07,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-14,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,-1.618058278474166e-07,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-15,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,-3.7979388423092786e-07,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-17,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,4.0058279404675545e-07,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-18,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,8.222486940212548e-07,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-19,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,-2.702739341775562e-07,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-21,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,-2.2512540454044938e-07,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-23,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,4.551780585781984e-08,PA_SC_CDM_MATCH,correlation,paired,sub-02,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,-4.961683952586782e-08,PA_SC_CDM_MATCH,correlation,paired,sub-03,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,-1.1563921964441448e-07,PA_SC_CDM_MATCH,correlation,paired,sub-05,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,1.8315698635529287e-07,PA_SC_CDM_MATCH,correlation,paired,sub-06,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,-1.0088086122017614e-07,PA_SC_CDM_MATCH,correlation,paired,sub-07,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,-1.7960845255515778e-08,PA_SC_CDM_MATCH,correlation,paired,sub-09,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,1.0758860791160174e-07,PA_SC_CDM_MATCH,correlation,paired,sub-11,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,-1.9199573042527618e-08,PA_SC_CDM_MATCH,correlation,paired,sub-12,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,3.7754755566332676e-07,PA_SC_CDM_MATCH,correlation,paired,sub-14,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,1.1832843271886162e-07,PA_SC_CDM_MATCH,correlation,paired,sub-15,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,-1.0646147541315543e-07,PA_SC_CDM_MATCH,correlation,paired,sub-17,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,3.623962402388159e-07,PA_SC_CDM_MATCH,correlation,paired,sub-18,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,8.56040666130653e-08,PA_SC_CDM_MATCH,correlation,paired,sub-19,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,-1.2200325727462769e-07,PA_SC_CDM_MATCH,correlation,paired,sub-21,PA_SC_CDM_WRONG
CDM_MATCH_WRONG,1.73225998878479e-07,PA_SC_CDM_MATCH,correlation,paired,sub-23,PA_SC_CDM_WRONG
CDM_MATCH_FROZEN_POP,0.0001908425651502288,PA_SC_CDM_MATCH,rrmse_temporal,paired,sub-02,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00018911766662338403,PA_SC_CDM_MATCH,rrmse_temporal,paired,sub-03,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00023125027276665877,PA_SC_CDM_MATCH,rrmse_temporal,paired,sub-05,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00020322820432622235,PA_SC_CDM_MATCH,rrmse_temporal,paired,sub-06,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00016653643171593568,PA_SC_CDM_MATCH,rrmse_temporal,paired,sub-07,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00016350687631483396,PA_SC_CDM_MATCH,rrmse_temporal,paired,sub-09,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00027831019231328025,PA_SC_CDM_MATCH,rrmse_temporal,paired,sub-11,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00028232083702905975,PA_SC_CDM_MATCH,rrmse_temporal,paired,sub-12,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00024145085788618292,PA_SC_CDM_MATCH,rrmse_temporal,paired,sub-14,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00020058770013708926,PA_SC_CDM_MATCH,rrmse_temporal,paired,sub-15,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00024202620278168663,PA_SC_CDM_MATCH,rrmse_temporal,paired,sub-17,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.0002716947993030572,PA_SC_CDM_MATCH,rrmse_temporal,paired,sub-18,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00014982822335696255,PA_SC_CDM_MATCH,rrmse_temporal,paired,sub-19,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00011827187889446034,PA_SC_CDM_MATCH,rrmse_temporal,paired,sub-21,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,8.617902555368984e-05,PA_SC_CDM_MATCH,rrmse_temporal,paired,sub-23,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00011142917520290396,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-02,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.0001227230513216604,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-03,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,5.894125933991745e-05,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-05,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00015225752032171913,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-06,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00013599078520198926,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-07,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00020798551586931335,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-09,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00019094081820258957,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-11,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.0002174147297270279,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-12,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00014771669475754923,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-14,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00019192072824381068,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-15,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.0002009496765717489,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-17,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00021327370079232688,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-18,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00017968739120988175,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-19,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00010540052001789535,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-21,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,0.00010655245447804829,PA_SC_CDM_MATCH,rrmse_spectral,paired,sub-23,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,-3.447391130340094e-07,PA_SC_CDM_MATCH,correlation,paired,sub-02,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,1.454643301057601e-05,PA_SC_CDM_MATCH,correlation,paired,sub-03,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,2.6973507677552355e-05,PA_SC_CDM_MATCH,correlation,paired,sub-05,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,1.954216154376187e-05,PA_SC_CDM_MATCH,correlation,paired,sub-06,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,1.2062415480684763e-05,PA_SC_CDM_MATCH,correlation,paired,sub-07,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,-3.3927223734631085e-05,PA_SC_CDM_MATCH,correlation,paired,sub-09,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,1.89099905650858e-05,PA_SC_CDM_MATCH,correlation,paired,sub-11,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,3.948504780681983e-05,PA_SC_CDM_MATCH,correlation,paired,sub-12,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,2.9409950878966917e-05,PA_SC_CDM_MATCH,correlation,paired,sub-14,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,8.108507236204154e-06,PA_SC_CDM_MATCH,correlation,paired,sub-15,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,1.5062145415023487e-05,PA_SC_CDM_MATCH,correlation,paired,sub-17,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,2.851292490957391e-05,PA_SC_CDM_MATCH,correlation,paired,sub-18,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,7.878872565925121e-06,PA_SC_CDM_MATCH,correlation,paired,sub-19,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,1.516534636414324e-05,PA_SC_CDM_MATCH,correlation,paired,sub-21,POP_CLEAN_CDM
CDM_MATCH_FROZEN_POP,1.3468166192409647e-05,PA_SC_CDM_MATCH,correlation,paired,sub-23,POP_CLEAN_CDM
DET_MATCH_POP_ADAPTER,0.00014283118752933532,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-02,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.0002454856056263721,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-03,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.0003096264121040804,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-05,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.0002415456743144473,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-06,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.0001604403237797647,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-07,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.00019448637300634175,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-09,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.0002862352641693766,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-11,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.00030175345271166165,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-12,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.00023631506107585354,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-14,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,8.368456054919093e-05,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-15,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.00025009044260659863,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-17,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.00024918854833227977,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-18,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.0002753384336149356,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-19,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.00021585372705129613,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-21,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.00013525734069236295,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-23,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,-0.0005068144077744474,PA_SC_DET_MATCH,rrmse_spectral,paired,sub-02,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.00016252094143492934,PA_SC_DET_MATCH,rrmse_spectral,paired,sub-03,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,-0.0008910449056808711,PA_SC_DET_MATCH,rrmse_spectral,paired,sub-05,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,1.003590398396259e-05,PA_SC_DET_MATCH,rrmse_spectral,paired,sub-06,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,8.77716013928942e-05,PA_SC_DET_MATCH,rrmse_spectral,paired,sub-07,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.00015552450921174632,PA_SC_DET_MATCH,rrmse_spectral,paired,sub-09,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.0001559876286614248,PA_SC_DET_MATCH,rrmse_spectral,paired,sub-11,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.00020145846384961308,PA_SC_DET_MATCH,rrmse_spectral,paired,sub-12,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.00013254955591912587,PA_SC_DET_MATCH,rrmse_spectral,paired,sub-14,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,3.943125358346622e-05,PA_SC_DET_MATCH,rrmse_spectral,paired,sub-15,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.00018757546752573573,PA_SC_DET_MATCH,rrmse_spectral,paired,sub-17,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.00016161912586543092,PA_SC_DET_MATCH,rrmse_spectral,paired,sub-18,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,-0.0004501321139590564,PA_SC_DET_MATCH,rrmse_spectral,paired,sub-19,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,0.00012607646658580052,PA_SC_DET_MATCH,rrmse_spectral,paired,sub-21,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,-0.00014152973229406007,PA_SC_DET_MATCH,rrmse_spectral,paired,sub-23,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,-1.9710286328522564e-05,PA_SC_DET_MATCH,correlation,paired,sub-02,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,4.226500923565357e-05,PA_SC_DET_MATCH,correlation,paired,sub-03,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,6.208041061950276e-05,PA_SC_DET_MATCH,correlation,paired,sub-05,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,3.9803472595578704e-05,PA_SC_DET_MATCH,correlation,paired,sub-06,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,2.7349293231893057e-05,PA_SC_DET_MATCH,correlation,paired,sub-07,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,-4.19077268764001e-05,PA_SC_DET_MATCH,correlation,paired,sub-09,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,3.5270594468173044e-05,PA_SC_DET_MATCH,correlation,paired,sub-11,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,4.672185405274476e-05,PA_SC_DET_MATCH,correlation,paired,sub-12,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,4.272448584208277e-05,PA_SC_DET_MATCH,correlation,paired,sub-14,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,-4.826361322818329e-07,PA_SC_DET_MATCH,correlation,paired,sub-15,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,2.3406967951444813e-05,PA_SC_DET_MATCH,correlation,paired,sub-17,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,4.0903910994538606e-05,PA_SC_DET_MATCH,correlation,paired,sub-18,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,2.468307502567768e-05,PA_SC_DET_MATCH,correlation,paired,sub-19,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,3.517962371313299e-05,PA_SC_DET_MATCH,correlation,paired,sub-21,POP_ADAPTER_DET
DET_MATCH_POP_ADAPTER,2.717723449074949e-05,PA_SC_DET_MATCH,correlation,paired,sub-23,POP_ADAPTER_DET
DET_MATCH_WRONG,2.913790679848205e-07,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-02,PA_SC_DET_WRONG
DET_MATCH_WRONG,5.997701646442977e-08,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-03,PA_SC_DET_WRONG
DET_MATCH_WRONG,2.7057929702367645e-07,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-05,PA_SC_DET_WRONG
DET_MATCH_WRONG,9.62136657289836e-07,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-06,PA_SC_DET_WRONG
DET_MATCH_WRONG,2.1123614712958982e-07,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-07,PA_SC_DET_WRONG
DET_MATCH_WRONG,4.957674732963824e-07,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-09,PA_SC_DET_WRONG
DET_MATCH_WRONG,5.249452107447539e-07,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-11,PA_SC_DET_WRONG
DET_MATCH_WRONG,-8.443628907173206e-09,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-12,PA_SC_DET_WRONG
DET_MATCH_WRONG,1.4499810323531648e-06,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-14,PA_SC_DET_WRONG
DET_MATCH_WRONG,1.8120546640965074e-07,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-15,PA_SC_DET_WRONG
DET_MATCH_WRONG,-1.931782728226139e-07,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-17,PA_SC_DET_WRONG
DET_MATCH_WRONG,1.7363665388847593e-07,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-18,PA_SC_DET_WRONG
DET_MATCH_WRONG,1.4209819406696411e-06,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-19,PA_SC_DET_WRONG
DET_MATCH_WRONG,1.685361894487869e-08,PA_SC_DET_MATCH,rrmse_temporal,paired,sub-21,PA_SC_DET_WRONG
