clean_rrmse,method,rows,severity
0.004429752265361643,PA_SC_CDM_MATCH,590,identity
0.004519052055646602,PA_SC_CDM_POP,590,identity
0.004430301250002971,PA_SC_CDM_WRONG,590,identity
0.0015676579234053152,PA_SC_DET_MATCH,590,identity
0.0011422973412216811,PA_SC_DET_POP,590,identity
0.001567700239129254,PA_SC_DET_WRONG,590,identity
0.004526148824133689,POP_ADAPTER_CDM,590,identity
0.001167329684386012,POP_ADAPTER_DET,590,identity
0.004519052055646602,POP_CLEAN_CDM,590,identity
0.0011422973412216811,POP_CLEAN_DET,590,identity
0.0,STANDARD,590,identity
0.8191325240617874,PA_SC_CDM_MATCH,742,medium
0.8193292271674076,PA_SC_CDM_POP,742,medium
0.8191326389436276,PA_SC_CDM_WRONG,742,medium
0.8182271168554062,PA_SC_DET_MATCH,742,medium
0.8185966310699752,PA_SC_DET_POP,742,medium
0.8182276214072556,PA_SC_DET_WRONG,742,medium
0.8193163576887637,POP_ADAPTER_CDM,742,medium
0.8185723489697965,POP_ADAPTER_DET,742,medium
0.8193292271674076,POP_CLEAN_CDM,742,medium
0.8185966310699752,POP_CLEAN_DET,742,medium
0.8190837188216235,STANDARD,742,medium
0.44711837096381307,PA_SC_CDM_MATCH,777,mild
0.4472422276927995,PA_SC_CDM_POP,777,mild
0.44711916104223975,PA_SC_CDM_WRONG,777,mild
0.44643112691576287,PA_SC_DET_MATCH,777,mild
0.44662476585753336,PA_SC_DET_POP,777,mild
0.44643152433250066,PA_SC_DET_WRONG,777,mild
0.4472358956933171,POP_ADAPTER_CDM,777,mild
0.4466109732628148,POP_ADAPTER_DET,777,mild
0.4472422276927995,POP_CLEAN_CDM,777,mild
0.44662476585753336,POP_CLEAN_DET,777,mild
0.4470041206987075,STANDARD,777,mild
1.4669395013567093,PA_SC_CDM_MATCH,771,severe
1.4673079200251748,PA_SC_CDM_POP,771,severe
1.4669399143833228,PA_SC_CDM_WRONG,771,severe
1.4694939883695806,PA_SC_DET_MATCH,771,severe
1.470159094690239,PA_SC_DET_POP,771,severe
1.4694947289282108,PA_SC_DET_WRONG,771,severe
1.4672653288554809,POP_ADAPTER_CDM,771,severe
1.470112130946109,POP_ADAPTER_DET,771,severe
1.4673079200251748,POP_CLEAN_CDM,771,severe
1.470159094690239,POP_CLEAN_DET,771,severe
1.4717421967825512,STANDARD,771,severe
