checkpoint_r3_physical_identity,checkpoint_r3_standardized_latent_RMSE,comparison_scope,model,old_J2_transient_physical_identity,timestep
0.01895814761519432,0.12039348483085632,old_transient_V1_vs_saved_full_training_checkpoint_not_same_weights,deterministic,0.043416984379291534,25
0.01895814761519432,0.12039348483085632,old_transient_V1_vs_saved_full_training_checkpoint_not_same_weights,deterministic,0.043416984379291534,500
0.01895814761519432,0.12039348483085632,old_transient_V1_vs_saved_full_training_checkpoint_not_same_weights,deterministic,0.043416984379291534,950
0.029804207384586334,0.045647308230400085,old_transient_V1_vs_saved_full_training_checkpoint_not_same_weights,primary_diffusion,0.0367278978228569,25
0.0579102449119091,0.19830578565597534,old_transient_V1_vs_saved_full_training_checkpoint_not_same_weights,primary_diffusion,0.08083461225032806,500
0.20044957101345062,0.31320029497146606,old_transient_V1_vs_saved_full_training_checkpoint_not_same_weights,primary_diffusion,0.2700927257537842,950
0.029804207384586334,0.045647308230400085,old_transient_V1_vs_saved_full_training_checkpoint_not_same_weights,compound_residual_sdedit,0.0367278978228569,25
0.0579102449119091,0.19830578565597534,old_transient_V1_vs_saved_full_training_checkpoint_not_same_weights,compound_residual_sdedit,0.08083461225032806,500
0.20044957101345062,0.31320029497146606,old_transient_V1_vs_saved_full_training_checkpoint_not_same_weights,compound_residual_sdedit,0.2700927257537842,950
