mean,method,metric,panel,seed
0.7720124736667003,POP_CLEAN_CDM,rrmse_temporal,paired,20260901
0.4674006454940051,POP_CLEAN_CDM,rrmse_spectral,paired,20260901
0.8674843801505631,POP_CLEAN_CDM,correlation,paired,20260901
-0.048248533996012005,POP_CLEAN_CDM,snr_improvement,paired,20260901
1.019151760255871,POP_CLEAN_CDM,artifact_rrmse,paired,20260901
-0.02544269461384374,POP_CLEAN_CDM,artifact_correlation,paired,20260901
1.4876026252284646,POP_CLEAN_CDM,clean_output_rms_ratio,paired,20260901
0.0030446011528178266,POP_CLEAN_CDM,identity_change,paired,20260901
0.7741353498275203,POP_CLEAN_DET,rrmse_temporal,paired,20260901
0.4662153660285791,POP_CLEAN_DET,rrmse_spectral,paired,20260901
0.867850823533566,POP_CLEAN_DET,correlation,paired,20260901
0.00931081097353022,POP_CLEAN_DET,snr_improvement,paired,20260901
0.9989375468324776,POP_CLEAN_DET,artifact_rrmse,paired,20260901
0.19693195765663252,POP_CLEAN_DET,artifact_correlation,paired,20260901
1.4919836034998297,POP_CLEAN_DET,clean_output_rms_ratio,paired,20260901
0.0009978388619989657,POP_CLEAN_DET,identity_change,paired,20260901
0.7747991184831942,STANDARD,rrmse_temporal,paired,20260901
0.46550241382064994,STANDARD,rrmse_spectral,paired,20260901
0.8677980149223004,STANDARD,correlation,paired,20260901
0.0,STANDARD,snr_improvement,paired,20260901
1.0,STANDARD,artifact_rrmse,paired,20260901
0.0,STANDARD,artifact_correlation,paired,20260901
1.4929977485289176,STANDARD,clean_output_rms_ratio,paired,20260901
0.0,STANDARD,identity_change,paired,20260901
0.7720814945279169,SUPPORT_CLEAN_CDM_MATCH,rrmse_temporal,paired,20260901
0.4688860089147056,SUPPORT_CLEAN_CDM_MATCH,rrmse_spectral,paired,20260901
0.868292491803489,SUPPORT_CLEAN_CDM_MATCH,correlation,paired,20260901
-0.03262357045183215,SUPPORT_CLEAN_CDM_MATCH,snr_improvement,paired,20260901
1.0108800856162554,SUPPORT_CLEAN_CDM_MATCH,artifact_rrmse,paired,20260901
-0.034611810943326306,SUPPORT_CLEAN_CDM_MATCH,artifact_correlation,paired,20260901
1.489029066823423,SUPPORT_CLEAN_CDM_MATCH,clean_output_rms_ratio,paired,20260901
0.003464185596829161,SUPPORT_CLEAN_CDM_MATCH,identity_change,paired,20260901
1.6645789070372605,SUPPORT_CLEAN_CDM_NULL,rrmse_temporal,paired,20260901
1.0669190345429038,SUPPORT_CLEAN_CDM_NULL,rrmse_spectral,paired,20260901
0.6543412786985452,SUPPORT_CLEAN_CDM_NULL,correlation,paired,20260901
-9.469687626001008,SUPPORT_CLEAN_CDM_NULL,snr_improvement,paired,20260901
5.020990843149884,SUPPORT_CLEAN_CDM_NULL,artifact_rrmse,paired,20260901
0.015246571614920868,SUPPORT_CLEAN_CDM_NULL,artifact_correlation,paired,20260901
