bootstrap_high,bootstrap_low,mean,median,method,metric,panel,participants,positive
1.2268953196350074,0.41535212163456847,0.7310225897282324,0.45797213321749053,POP_CLEAN_CDM,rrmse_temporal,paired,15,15
0.544172213394789,0.3738060171791501,0.4507971538484623,0.4415415715601125,POP_CLEAN_CDM,rrmse_spectral,paired,15,15
0.9101565274687529,0.8303278510911211,0.8774654934093583,0.8999426765319628,POP_CLEAN_CDM,correlation,paired,15,15
-0.028959921264119327,-0.06529956485953801,-0.046310608115332205,-0.040567286351255,POP_CLEAN_CDM,snr_improvement,paired,15,0
1.0202376707604153,1.0047766079949363,1.0111290071077126,1.0051916389683493,POP_CLEAN_CDM,artifact_rrmse,paired,15,15
-0.030332023950841384,-0.06061664404056753,-0.04445620139878752,-0.03332822430902758,POP_CLEAN_CDM,artifact_correlation,paired,15,0
1.9167387974886216,1.178966083800052,1.4628590712153895,1.1946443098450674,POP_CLEAN_CDM,clean_output_rms_ratio,paired,15,15
0.003778326105392787,0.0032147948952185087,0.0034979631664252783,0.0035580213248400335,POP_CLEAN_CDM,identity_change,paired,15,15
1.227109761391717,0.4151944523552776,0.7307909421862592,0.4576522988025457,POP_CLEAN_DET,rrmse_temporal,paired,15,15
0.542240597817034,0.3716413683614813,0.4487889755946513,0.4376245692731614,POP_CLEAN_DET,rrmse_spectral,paired,15,15
0.9103402770001636,0.8303410625886382,0.8775777520405178,0.9003615412956629,POP_CLEAN_DET,correlation,paired,15,15
0.012851787391113149,0.0048946832119718155,0.008669279900613246,0.006807557435176278,POP_CLEAN_DET,snr_improvement,paired,15,13
0.9994552683795922,0.9985351685851772,0.999019048479857,0.9992201983599373,POP_CLEAN_DET,artifact_rrmse,paired,15,15
0.2104936907445596,0.15870179590844763,0.18405250519226285,0.1949971339323677,POP_CLEAN_DET,artifact_correlation,paired,15,15
1.9172904746829864,1.1798659330701802,1.4635099974915557,1.1953357312885033,POP_CLEAN_DET,clean_output_rms_ratio,paired,15,15
0.001212784030342864,0.0009006411941510971,0.0010528051268229026,0.0009391195684050521,POP_CLEAN_DET,identity_change,paired,15,15
1.2277897467641972,0.415744473129383,0.7312881065476186,0.4583158795074082,STANDARD,rrmse_temporal,paired,15,15
0.5414871674832816,0.3706469324755678,0.4477556231116496,0.4351424385065468,STANDARD,rrmse_spectral,paired,15,15
0.9102942702233846,0.8303044898429168,0.8775301806264049,0.9002843795678555,STANDARD,correlation,paired,15,15
0.0,0.0,0.0,0.0,STANDARD,snr_improvement,paired,15,0
1.0,1.0,1.0,1.0,STANDARD,artifact_rrmse,paired,15,15
0.0,0.0,0.0,0.0,STANDARD,artifact_correlation,paired,15,0
1.9180155780708432,1.1806290456000617,1.4643728233063298,1.1957278336365211,STANDARD,clean_output_rms_ratio,paired,15,15
0.0,0.0,0.0,0.0,STANDARD,identity_change,paired,15,0
1.2275381117921558,0.4150484312225859,0.7310464827945039,0.45787286756751244,SUPPORT_CLEAN_CDM_MATCH,rrmse_temporal,paired,15,15
0.5448163742080613,0.3741824109614422,0.4514960801794507,0.44147763520758126,SUPPORT_CLEAN_CDM_MATCH,rrmse_spectral,paired,15,15
0.9104002101474301,0.8305433683405369,0.877676708579359,0.9000841956872206,SUPPORT_CLEAN_CDM_MATCH,correlation,paired,15,15
-0.0295845460307176,-0.056785791876283964,-0.041899591589792964,-0.03936928729286446,SUPPORT_CLEAN_CDM_MATCH,snr_improvement,paired,15,0
1.013038470054356,1.004862228477384,1.0085058868388295,1.0064682994815086,SUPPORT_CLEAN_CDM_MATCH,artifact_rrmse,paired,15,15
-0.03564078345266766,-0.06202585349500014,-0.04878301686707888,-0.0585321928138093,SUPPORT_CLEAN_CDM_MATCH,artifact_correlation,paired,15,0
1.9174243485717848,1.179021017008082,1.4631069887215609,1.195444606584946,SUPPORT_CLEAN_CDM_MATCH,clean_output_rms_ratio,paired,15,15
0.005749420736461808,0.003969624246038524,0.00477133932221689,0.004008474695579842,SUPPORT_CLEAN_CDM_MATCH,identity_change,paired,15,15
1.687721590251393,0.8703125354942536,1.2226624751815194,1.0288914988145659,SUPPORT_CLEAN_CDM_NULL,rrmse_temporal,paired,15,15
0.888136736960945,0.6591351485553516,0.7739063298144819,0.8038033658506277,SUPPORT_CLEAN_CDM_NULL,rrmse_spectral,paired,15,15
0.8007962532330721,0.7124226543545948,0.757759052417963,0.7692985699382598,SUPPORT_CLEAN_CDM_NULL,correlation,paired,15,15
-4.17235004303842,-7.147627716629131,-5.665437460599863,-6.154144146946562,SUPPORT_CLEAN_CDM_NULL,snr_improvement,paired,15,0
3.86641326364331,2.470181153042169,3.1610823683400944,3.153768576231579,SUPPORT_CLEAN_CDM_NULL,artifact_rrmse,paired,15,15
0.020554576544886557,-0.006741135944541991,0.006482283123209337,-0.0012958441434770625,SUPPORT_CLEAN_CDM_NULL,artifact_correlation,paired,15,7
2.22312088743,1.4774892048662107,1.7910772555964867,1.6054699508671832,SUPPORT_CLEAN_CDM_NULL,clean_output_rms_ratio,paired,15,15
0.8536706099195329,0.5018378975626352,0.6747144844653631,0.59432496324492,SUPPORT_CLEAN_CDM_NULL,identity_change,paired,15,15
1.228602053700194,0.4155286595067402,0.7316434503244604,0.45761800804595004,SUPPORT_CLEAN_CDM_WRONG,rrmse_temporal,paired,15,15
0.5452279240403017,0.37427641830769437,0.4514836729556963,0.4393775214956421,SUPPORT_CLEAN_CDM_WRONG,rrmse_spectral,paired,15,15
0.9102156846852406,0.830091622691705,0.877389809073774,0.9001979134021661,SUPPORT_CLEAN_CDM_WRONG,correlation,paired,15,15
-0.044588148424613,-0.09020838297569835,-0.06639807752630542,-0.052549226734754484,SUPPORT_CLEAN_CDM_WRONG,snr_improvement,paired,15,0
1.0214505124014341,1.007704406935291,1.0141892385900946,1.0066921971738338,SUPPORT_CLEAN_CDM_WRONG,artifact_rrmse,paired,15,15
-0.03653860900057504,-0.06273564443450128,-0.049444511170701026,-0.04758614808526291,SUPPORT_CLEAN_CDM_WRONG,artifact_correlation,paired,15,0
1.9170149513950236,1.1792796076114702,1.4630268971060174,1.1934463027770144,SUPPORT_CLEAN_CDM_WRONG,clean_output_rms_ratio,paired,15,15
0.0076133465990295725,0.003966381823014168,0.005444913167107576,0.004058939372842405,SUPPORT_CLEAN_CDM_WRONG,identity_change,paired,15,15
1.2255939855024935,0.4135685278869532,0.7291225543127676,0.4478141443232467,SUPPORT_CLEAN_DET_MATCH,rrmse_temporal,paired,15,15
0.5427410945275354,0.37259200590535013,0.44960995778702034,0.4445496995455874,SUPPORT_CLEAN_DET_MATCH,rrmse_spectral,paired,15,15
0.9106494628557593,0.8306853113027327,0.8779482823835345,0.9003366878399482,SUPPORT_CLEAN_DET_MATCH,correlation,paired,15,15
0.02986743327439345,-0.020929240679414342,0.00612430219444838,0.00679789581861625,SUPPORT_CLEAN_DET_MATCH,snr_improvement,paired,15,10
1.003435417022751,0.9970292886883605,0.9998353263798612,0.9992233090263476,SUPPORT_CLEAN_DET_MATCH,artifact_rrmse,paired,15,15
0.18236392261544931,0.12886005964218908,0.15587349722783586,0.17106032374935098,SUPPORT_CLEAN_DET_MATCH,artifact_correlation,paired,15,15
1.91461983173279,1.1777673492598444,1.461246038672076,1.184161900566314,SUPPORT_CLEAN_DET_MATCH,clean_output_rms_ratio,paired,15,15
0.0053169621773129176,0.002339530768111141,0.0037311520028179687,0.002357055146213887,SUPPORT_CLEAN_DET_MATCH,identity_change,paired,15,15
1.3094360928675228,0.49740910828649226,0.8172407746516576,0.4911675488609554,SUPPORT_CLEAN_DET_NULL,rrmse_temporal,paired,15,15
0.6264158219375284,0.44382501256552237,0.5295925856522345,0.47237963723735166,SUPPORT_CLEAN_DET_NULL,rrmse_spectral,paired,15,15
0.892823021884619,0.8065599322999637,0.8554075149382023,0.8855373221091353,SUPPORT_CLEAN_DET_NULL,correlation,paired,15,15
-0.742421606816974,-2.608576808742101,-1.607205755314851,-0.6443180947364526,SUPPORT_CLEAN_DET_NULL,snr_improvement,paired,15,0
1.6559008634861991,1.1657470986599838,1.39093087124119,1.1524474312795088,SUPPORT_CLEAN_DET_NULL,artifact_rrmse,paired,15,15
0.06584376569049083,0.032982355745086685,0.049152665016033915,0.050500126174773355,SUPPORT_CLEAN_DET_NULL,artifact_correlation,paired,15,14
1.9451819548179952,1.2142724271828256,1.4987872135733056,1.2096297371081817,SUPPORT_CLEAN_DET_NULL,clean_output_rms_ratio,paired,15,15
0.2761274605162014,0.07663767373286794,0.16772311991989725,0.03649310275546408,SUPPORT_CLEAN_DET_NULL,identity_change,paired,15,15
1.226753382994806,0.41506298918007867,0.7307405803303937,0.4571350997985757,SUPPORT_CLEAN_DET_WRONG,rrmse_temporal,paired,15,15
0.5431735860189346,0.37372366083375597,0.4502382984911415,0.4397442998136465,SUPPORT_CLEAN_DET_WRONG,rrmse_spectral,paired,15,15
0.9103481106750064,0.830359118159179,0.8776001360767393,0.9003374911271609,SUPPORT_CLEAN_DET_WRONG,correlation,paired,15,15
-0.025789100099939323,-0.09349462607073124,-0.05834739203535511,-0.04064005723399396,SUPPORT_CLEAN_DET_WRONG,snr_improvement,paired,15,5
1.039404487427581,1.0068455520686823,1.0211113955017994,1.0055717290664206,SUPPORT_CLEAN_DET_WRONG,artifact_rrmse,paired,15,15
0.1735526981223923,0.12450365530375075,0.14918721623625741,0.15596417570990384,SUPPORT_CLEAN_DET_WRONG,artifact_correlation,paired,15,15
1.916560103910225,1.1790629150410237,1.462702460824087,1.1932633322507598,SUPPORT_CLEAN_DET_WRONG,clean_output_rms_ratio,paired,15,15
0.004251670643516281,0.0020126078701931623,0.003034723435995028,0.002155933092581108,SUPPORT_CLEAN_DET_WRONG,identity_change,paired,15,15
