bootstrap_high,bootstrap_low,comparability,mean,median,method,metric,panel,participants,source_commit,source_version,used_for_V28_selection
1.1814827501919785,0.4220233626435359,corrected_lineage_different_fixed_mixtures,0.7388669605251288,0.41691704054036116,DET_MATCH,rrmse_temporal,paired,15,a7d9d647b69e152255b62dbca917a4b3ed082915,V25,False
0.6075681665421806,0.4633636683841694,corrected_lineage_different_fixed_mixtures,0.527528538334406,0.4825393161637352,DET_MATCH,rrmse_spectral,paired,15,a7d9d647b69e152255b62dbca917a4b3ed082915,V25,False
0.9077457701985447,0.8236600908857143,corrected_lineage_different_fixed_mixtures,0.8724620938898332,0.9032337685373235,DET_MATCH,correlation,paired,15,a7d9d647b69e152255b62dbca917a4b3ed082915,V25,False
1.193654415599445,0.43220888069546026,corrected_lineage_different_fixed_mixtures,0.7460147597340859,0.44803910293297744,POP,rrmse_temporal,paired,15,a7d9d647b69e152255b62dbca917a4b3ed082915,V25,False
0.6119007585804045,0.4676941165906691,corrected_lineage_different_fixed_mixtures,0.5312189087629875,0.5045088272761976,POP,rrmse_spectral,paired,15,a7d9d647b69e152255b62dbca917a4b3ed082915,V25,False
0.906325923482894,0.8224181580692821,corrected_lineage_different_fixed_mixtures,0.8708619347884076,0.897812958924394,POP,correlation,paired,15,a7d9d647b69e152255b62dbca917a4b3ed082915,V25,False
1.1194502514138116,0.8782984759303626,corrected_lineage_different_fixed_mixtures,0.9975807945809803,0.9654519282759594,DET_MATCH,heldout_eog_remaining_ratio,natural,15,a7d9d647b69e152255b62dbca917a4b3ed082915,V25,False
2.115908920240536,0.6949671708480856,corrected_lineage_different_fixed_mixtures,1.4048893226848889,1.3745135154030081,DET_MATCH,artifact_attenuation_db,natural,15,a7d9d647b69e152255b62dbca917a4b3ed082915,V25,False
0.4135608580555152,0.3355435831242273,corrected_lineage_different_fixed_mixtures,0.3757406775282494,0.3987420619928946,DET_MATCH,psd_distortion,natural,15,a7d9d647b69e152255b62dbca917a4b3ed082915,V25,False
0.26693708357696017,0.19114004133500334,corrected_lineage_different_fixed_mixtures,0.22843936734180476,0.20920715954729668,DET_MATCH,covariance_distortion,natural,15,a7d9d647b69e152255b62dbca917a4b3ed082915,V25,False
1.0918526922729235,0.8877194468166633,corrected_lineage_different_fixed_mixtures,0.9896358513984401,0.9709777628412898,POP,heldout_eog_remaining_ratio,natural,15,a7d9d647b69e152255b62dbca917a4b3ed082915,V25,False
1.8152808463385088,0.6669460005535005,corrected_lineage_different_fixed_mixtures,1.2440071292702888,1.077298080373657,POP,artifact_attenuation_db,natural,15,a7d9d647b69e152255b62dbca917a4b3ed082915,V25,False
0.3958551497944126,0.31986288041577216,corrected_lineage_different_fixed_mixtures,0.35914530342012346,0.3711191344725244,POP,psd_distortion,natural,15,a7d9d647b69e152255b62dbca917a4b3ed082915,V25,False
0.25654153449296374,0.18184423771067312,corrected_lineage_different_fixed_mixtures,0.21841720582443708,0.20487561664550866,POP,covariance_distortion,natural,15,a7d9d647b69e152255b62dbca917a4b3ed082915,V25,False
1.1156276508018828,0.4366352716469733,corrected_lineage_different_fixed_mixtures,0.7097503612928028,0.4188695949435766,CALIB_SDEDIT_MATCH,rrmse_temporal,paired,15,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,V26,False
0.6026735121634726,0.48355210219822464,corrected_lineage_different_fixed_mixtures,0.5365488619285833,0.5062080680720467,CALIB_SDEDIT_MATCH,rrmse_spectral,paired,15,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,V26,False
0.9057933306715952,0.8281779308833566,corrected_lineage_different_fixed_mixtures,0.872721390201116,0.9073626440854705,CALIB_SDEDIT_MATCH,correlation,paired,15,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,V26,False
2.107179422699109,0.647899856708814,corrected_lineage_different_fixed_mixtures,1.363112427536578,1.3839041535862786,CALIB_SDEDIT_MATCH,artifact_attenuation_db,natural,15,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,V26,False
0.4249733166136566,0.3455631191357434,corrected_lineage_different_fixed_mixtures,0.3865341856923484,0.411790938988396,CALIB_SDEDIT_MATCH,psd_distortion,natural,15,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,V26,False
0.27078749229880084,0.19335418756645584,corrected_lineage_different_fixed_mixtures,0.23111140265525204,0.2042165606383061,CALIB_SDEDIT_MATCH,covariance_distortion,natural,15,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,V26,False
1.12245024025307,0.43528307958223716,corrected_lineage_different_fixed_mixtures,0.7124661011370648,0.41635111951946074,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,15,40eae116e70e9de7fe0af55d64ee25551932c4a8,V27,False
0.5537136388279313,0.4255205256365761,corrected_lineage_different_fixed_mixtures,0.4841064923730148,0.47046833204441385,CALIB_ENERGY_SDEDIT_MATCH,rrmse_spectral,paired,15,40eae116e70e9de7fe0af55d64ee25551932c4a8,V27,False
0.9052270044221203,0.8299907637909145,corrected_lineage_different_fixed_mixtures,0.8731484234402972,0.9062047683801807,CALIB_ENERGY_SDEDIT_MATCH,correlation,paired,15,40eae116e70e9de7fe0af55d64ee25551932c4a8,V27,False
1.0265591723904963,-0.1063566142416053,corrected_lineage_different_fixed_mixtures,0.43676620184155845,0.49174560225919955,CALIB_ENERGY_SDEDIT_MATCH,artifact_attenuation_db,natural,15,40eae116e70e9de7fe0af55d64ee25551932c4a8,V27,False
0.18339073997898825,0.11272923094024352,corrected_lineage_different_fixed_mixtures,0.1474133308128434,0.13220222228974626,CALIB_ENERGY_SDEDIT_MATCH,psd_distortion,natural,15,40eae116e70e9de7fe0af55d64ee25551932c4a8,V27,False
0.12833248889921475,0.06295525712002749,corrected_lineage_different_fixed_mixtures,0.09347416872461345,0.06260527928685065,CALIB_ENERGY_SDEDIT_MATCH,covariance_distortion,natural,15,40eae116e70e9de7fe0af55d64ee25551932c4a8,V27,False
0.7634325255131073,0.6641689042124784,historical_pre_coordinate_correction_not_directly_comparable,0.7200066158938475,0.722373963566497,EEGDFUS_UNIFIED,correlation,paired,15,2c5b7bf4b5daf667f345ecb6e5f32495d494dfe1,V22,False
1.033408114967255,0.8171117152580217,historical_pre_coordinate_correction_not_directly_comparable,0.9204648743668158,0.8940687857361305,EEGDFUS_UNIFIED,rrmse_spectral,paired,15,2c5b7bf4b5daf667f345ecb6e5f32495d494dfe1,V22,False
3.183903874237376,1.0334388263866845,historical_pre_coordinate_correction_not_directly_comparable,1.8486020522138225,1.0647055020154867,EEGDFUS_UNIFIED,rrmse_temporal,paired,15,2c5b7bf4b5daf667f345ecb6e5f32495d494dfe1,V22,False
0.7269554325070715,0.6327883047177144,historical_pre_coordinate_correction_not_directly_comparable,0.6844604345925122,0.6971078467451863,RAW,correlation,paired,15,2c5b7bf4b5daf667f345ecb6e5f32495d494dfe1,V22,False
1.1221445301277193,0.8976717193662488,historical_pre_coordinate_correction_not_directly_comparable,1.0071713257844008,0.9952893487126048,RAW,rrmse_spectral,paired,15,2c5b7bf4b5daf667f345ecb6e5f32495d494dfe1,V22,False
