effective_operator_source,latency_seconds,method_id,network_calls_total,operator_source,partition,peak_memory_mb,seed,source_record,status
population_projector,17.565883888863027,M1_observation_warm_start_sdedit,200,population_projector,development,1533.525390625,20260801,sim35,success
population_projector,17.175774639472365,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260802,sim35,success
population_projector,15.881532493978739,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260803,sim35,success
population_projector,16.014828975312412,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260804,sim35,success
population_projector,16.375417199917138,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260805,sim35,success
population_projector,18.19972318317741,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260801,sim35,success
population_projector,18.264291144907475,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260802,sim35,success
population_projector,18.144093858078122,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260803,sim35,success
population_projector,18.213518504053354,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260804,sim35,success
population_projector,18.241861015558243,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260805,sim35,success
population_projector,18.047749841585755,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260801,sim35,success
population_projector,18.323312792927027,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260802,sim35,success
population_projector,17.476271092891693,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260803,sim35,success
population_projector,15.96105595678091,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260804,sim35,success
population_projector,18.016275446861982,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260805,sim35,success
population_projector,17.93288628757,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260801,sim35,success
population_projector,17.945153414271772,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260802,sim35,success
population_projector,17.94602303020656,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260803,sim35,success
population_projector,17.91524988692254,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260804,sim35,success
population_projector,17.91989912558347,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260805,sim35,success
population_projector,18.26780412439257,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260801,sim35,success
population_projector,18.12381807155907,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260802,sim35,success
population_projector,18.06858886219561,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260803,sim35,success
population_projector,18.111622888594866,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260804,sim35,success
population_projector,17.605212624184787,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260805,sim35,success
population_projector,18.20157295651734,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260801,sim35,success
population_projector,18.227302973158658,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260802,sim35,success
population_projector,16.91888598073274,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260803,sim35,success
population_projector,15.47783600911498,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260804,sim35,success
population_projector,14.933231215924025,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260805,sim35,success
query_derived_oracle_projector,16.5575451804325,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim35,success
query_derived_oracle_projector,16.697089035995305,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim35,success
query_derived_oracle_projector,15.755977974273264,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim35,success
query_derived_oracle_projector,15.811537744477391,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim35,success
query_derived_oracle_projector,15.869725273922086,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim35,success
query_derived_oracle_projector,15.738026972860098,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim35,success
query_derived_oracle_projector,15.759511807002127,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim35,success
query_derived_oracle_projector,15.847716278396547,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim35,success
query_derived_oracle_projector,15.770207359455526,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim35,success
query_derived_oracle_projector,15.792880221270025,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim35,success
query_derived_oracle_projector,15.808290862478316,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim35,success
query_derived_oracle_projector,15.827069479972124,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim35,success
query_derived_oracle_projector,17.05038322415203,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim35,success
query_derived_oracle_projector,17.86335102841258,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim35,success
query_derived_oracle_projector,17.85219624172896,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim35,success
