attenuation_db,clean_rrmse,correlation,covariance_distortion,fold,method,natural_observation_change,panel,psd_distortion,remaining_ratio,spectral,steps
,1.0423203122986706,0.8808503321003324,,0,POP_CLEAN_DET,,paired,,,0.41026114442350564,10
,1.0421813992450855,0.8808681560331024,,0,SUPPORT_CLEAN_DET_MATCH,,paired,,,0.40934920546684833,10
,1.0423230014768403,0.8808600406046025,,0,SUPPORT_CLEAN_DET_WRONG,,paired,,,0.4095322996269412,10
,1.103021652786386,0.869653552363161,,0,SUPPORT_CLEAN_DET_NULL,,paired,,,0.4555027755359333,10
,1.0438039412726237,0.8806792155276829,,0,POP_CLEAN_CDM,,paired,,,0.41289181789397844,10
,1.0465172770027493,0.8795642369853643,,0,SUPPORT_CLEAN_CDM_MATCH,,paired,,,0.41591797989409923,10
,1.0467252555624025,0.879312070280624,,0,SUPPORT_CLEAN_CDM_WRONG,,paired,,,0.41561590651326696,10
,2.69309272783236,0.459876957613839,,0,SUPPORT_CLEAN_CDM_NULL,,paired,,,1.492094251846235,10
,1.0465172770027493,0.8795642369853643,,0,SUPPORT_CLEAN_CDM_PAIRED_MATCH,,paired,,,0.41591797989409923,10
,1.0467252555624025,0.879312070280624,,0,SUPPORT_CLEAN_CDM_PAIRED_WRONG,,paired,,,0.41561590651326696,10
,2.69309272783236,0.459876957613839,,0,SUPPORT_CLEAN_CDM_PAIRED_NULL,,paired,,,1.492094251846235,10
0.005492609282343128,,,0.0013211287860484964,0,POP_CLEAN_DET,0.0013204840202672447,natural,0.0041789994812321506,0.9993681060762022,,10
0.0036047211361357272,,,0.0009591057449450988,0,SUPPORT_CLEAN_DET_MATCH,0.0011277966917240824,natural,0.003183567514642441,0.9995851470702585,,10
0.004451388027772456,,,0.0011415555688931314,0,SUPPORT_CLEAN_DET_WRONG,0.0012712747082312093,natural,0.004315172279206126,0.9994886036340663,,10
0.17906545597903545,,,0.1020115335125747,0,SUPPORT_CLEAN_DET_NULL,0.10183898157365012,natural,0.14763183855344356,0.9856930891166922,,10
-0.007810563291991056,,,0.002879222793604183,0,POP_CLEAN_CDM,0.0029223735661704636,natural,0.007189341821945488,1.0009013512266927,,10
0.0006145279967255373,,,0.0032459629735187845,0,SUPPORT_CLEAN_CDM_MATCH,0.0046020355011763695,natural,0.008879204571574498,0.9999630236307947,,10
-0.03636242934707304,,,0.003845032707580674,0,SUPPORT_CLEAN_CDM_WRONG,0.005575839753562133,natural,0.00977299548510551,1.0048363890793903,,10
-6.983703196987197,,,29.943566885101777,0,SUPPORT_CLEAN_CDM_NULL,3.2847537506897644,natural,1.7680107640372398,3.242501061263681,,10
