D0_primary_risk,D1_U_P,D1_U_W,D1_oracle_mask_MATCH,D2_query_operator_risk,D3_oracle_mask_query_operator_risk,D4_query_EOG_oracle_risk,participant
1.0235501720887286,-0.006221934598149126,0.011774133814046147,0.9418521246796008,1.3245579470926085,1.2850781352321687,0.0,sub-02
1.0,-0.0075036621129248955,-0.009578874987280217,0.9101557974210875,1.0,0.9062374492388116,0.0,sub-03
1.0,0.038507766094403796,0.034963246939520354,0.8497043571562687,1.0,0.8419802827400883,0.0,sub-05
1.0001264879953176,0.04461983081577083,0.0407689111419637,0.8403690876777707,1.0002564098715931,0.833163250125323,0.0,sub-06
1.0,0.017024477162766394,0.014432284594055619,0.9175061898394187,1.0,0.9139155961803701,0.0,sub-07
2.589218462925766,-0.8043493527749214,-1.2901590902882958,2.583367991639981,3.525157303641046,3.546427553379331,0.0,sub-09
1.0028394877731426,-0.04148620138084776,-0.0389707276044895,0.9653497549922526,1.0012311218911363,0.9513903196896148,0.0,sub-11
1.0,0.010553930639913278,0.007995592702238985,0.8811119398748853,1.0,0.8872477006850179,0.0,sub-12
1.0163607217574093,-0.0032458584468998595,-0.0027099882598516554,0.8964086660788095,1.0056708141440092,0.8797114324858354,0.0,sub-14
1.002252409835665,-0.0028630703946241898,0.0034835346103552767,0.9122665679537243,1.0491792111291536,0.9768252300921402,0.0,sub-15
1.0,-0.005627792417624307,-0.014086121228583492,0.9141284708833658,1.0,0.8997685855108716,0.0,sub-17
1.041212282227346,-0.0393862602361252,-0.044468886061904356,0.9537076007444879,1.0283903173022393,0.9693905748535436,0.0,sub-18
1.088994334770391,-0.008444411267006735,-0.05213347331530194,1.0182700533092357,1.2752588825392268,1.2006927495134503,0.0,sub-19
1.0,-0.0385237837475764,-0.04738014437203738,0.9552466097198175,1.0,0.9827426812925334,0.0,sub-21
1.0,0.0272311267412428,0.02876293546215562,0.9012071549813601,1.0,0.8872119901406692,0.0,sub-23
