raw_signal_read,sealed,source_kind,source_path,stage
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-17/ses-03_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-17/ses-03_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-17/ses-04_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-17/ses-04_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-18/ses-02_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-18/ses-02_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-18/ses-03_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-18/ses-03_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-18/ses-04_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-18/ses-04_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-19/ses-02_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-19/ses-02_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-19/ses-03_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-19/ses-03_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-19/ses-04_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-19/ses-04_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-21/ses-02_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-21/ses-02_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-21/ses-03_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-21/ses-03_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-21/ses-04_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-21/ses-04_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-23/ses-02_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-23/ses-02_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-23/ses-03_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-23/ses-03_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-23/ses-04_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-23/ses-04_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-24/ses-02_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-24/ses-03_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-24/ses-04_ERP.npz,P1_bundle_materialization
