raw_signal_read,sealed,source_kind,source_path,stage
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-02/ses-02_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-02/ses-02_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-02/ses-03_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-02/ses-03_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-02/ses-04_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-02/ses-04_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-03/ses-02_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-03/ses-02_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-03/ses-03_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-03/ses-03_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-03/ses-04_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-03/ses-04_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-05/ses-02_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-05/ses-02_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-05/ses-03_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-05/ses-03_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-05/ses-04_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-05/ses-04_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-06/ses-02_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-06/ses-02_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-06/ses-03_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-06/ses-03_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-06/ses-04_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-06/ses-04_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-07/ses-02_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-07/ses-02_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-07/ses-03_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-07/ses-03_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-07/ses-04_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-07/ses-04_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-09/ses-02_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-09/ses-02_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-09/ses-03_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-09/ses-03_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-09/ses-04_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-09/ses-04_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-11/ses-02_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-11/ses-02_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-11/ses-03_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-11/ses-03_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-11/ses-04_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-11/ses-04_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-12/ses-02_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-12/ses-02_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-12/ses-03_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-12/ses-03_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-12/ses-04_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-12/ses-04_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-14/ses-02_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-14/ses-02_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-14/ses-03_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-14/ses-03_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-14/ses-04_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-14/ses-04_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-15/ses-02_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-15/ses-02_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-15/ses-03_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-15/ses-03_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-15/ses-04_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-15/ses-04_SSVEP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-17/ses-02_ERP.npz,P1_bundle_materialization
0,0,immutable_derived_npz,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared/sub-17/ses-02_SSVEP.npz,P1_bundle_materialization
