distinct_wrong_min_norm,participant,passed,unit
1363.307350496851,sub-02,1,ses-02_SSVEP
25158.55121514322,sub-02,1,ses-03_SSVEP
7051.043378695323,sub-02,1,ses-04_SSVEP
380.87980351239634,sub-06,1,ses-04_SSVEP
264547.8919596884,sub-09,1,ses-03_ERP
