artifact_rrmse,covariance,eta_d,eta_z,finite,heldout,inner_participants,kkt,offspan,output_input_rms,outside,preservation,psd,safe,units
1.147118723136885,0.02061986507084186,0.0,10.0,1.0,sub-03,14,1.5428927976505033e-13,1.4760217466377178e-16,0.9906681568175973,0.0,0.9861750165404407,0.01047420886936963,1,84
1.1466755527905623,0.020567070349272236,0.1,10.0,1.0,sub-03,14,2.310004039903409e-13,1.477700537516834e-16,0.9906924549903786,0.0,0.9862122547095895,0.010304947024614168,1,84
1.1434258602750957,0.020155557896507095,1.0,10.0,1.0,sub-03,14,4.730184498060095e-13,1.475209232296761e-16,0.9908813266990919,0.0,0.98648516980837,0.009043958294352072,1,84
1.1285546351089384,0.01793103329759729,10.0,10.0,1.0,sub-03,14,2.8800665556142726e-12,1.4723896784644182e-16,0.9918842896975697,0.0,0.9878009079789433,0.005867771842102541,1,84
2.2519519085361503,0.11558692752321137,0.0,0.001,1.0,sub-05,14,1.536019988450443e-13,4.595403842389807e-16,0.9443862248271445,0.0,0.8918911398838849,0.05242595531151807,1,84
2.2519370316885676,0.11558527849989539,0.1,0.001,1.0,sub-05,14,1.9184617531842758e-13,4.598858324897223e-16,0.9443862075130337,0.0,0.8918928927606825,0.052425668576152544,1,84
2.2518039584738876,0.11557053024295512,1.0,0.001,1.0,sub-05,14,1.9294298714939416e-13,4.593049449499306e-16,0.9443860873157524,0.0,0.8919085539733196,0.05242396499236509,1,84
2.2505439509275154,0.1154310438406659,10.0,0.001,1.0,sub-05,14,1.7916500789585822e-13,4.58532409012641e-16,0.9443877792544448,0.0,0.8920555410723249,0.052282989834963656,1,84
2.2149853945360753,0.11263102422054243,0.0,0.01,1.0,sub-05,14,1.7767797815048695e-13,4.437301855830326e-16,0.9447634460748114,0.0,0.8955318172548805,0.05095415809591759,1,84
2.2148808591899942,0.11262089359926677,0.1,0.01,1.0,sub-05,14,1.8401750444197426e-13,4.4378991928823627e-16,0.9447650223766908,0.0,0.8955436130208683,0.05091014709563312,1,84
2.213975561635227,0.1125328539716635,1.0,0.01,1.0,sub-05,14,1.960120227504464e-13,4.4315237649128393e-16,0.9447799894403307,0.0,0.8956452665206266,0.050603464414292025,1,84
2.2068130852003147,0.11182471612367058,10.0,0.01,1.0,sub-05,14,2.1941179032377736e-13,4.381722253265014e-16,0.9449527653406312,0.0,0.8964347880129838,0.048982192008499764,1,84
2.059853042179234,0.10031952525905512,0.0,0.1,1.0,sub-05,14,1.2049620560598365e-13,3.357033225709257e-16,0.9501437080835441,0.0,0.9110637241695159,0.04492714846028211,1,84
2.0595080070310567,0.10029074806267359,0.1,0.1,1.0,sub-05,14,1.6976896079410965e-13,3.355169347403614e-16,0.9501578411160939,0.0,0.9110992469365817,0.0449159533335049,1,84
2.0566068124876495,0.10004250341377206,1.0,0.1,1.0,sub-05,14,2.0387924153164064e-13,3.3262321665158797e-16,0.9502805237371148,0.0,0.911395176483263,0.04423821614591082,1,84
2.0356891758432507,0.0980770974792913,10.0,0.1,1.0,sub-05,14,4.0780077727374324e-13,3.2062715828256857e-16,0.9512690111400048,0.0,0.9134543250347281,0.03974716744067982,1,84
1.6642532339229095,0.06785692729070032,0.0,1.0,1.0,sub-05,14,1.4134725136370564e-13,1.8712963580200682e-16,0.9672886462222394,0.0,0.9463717502801062,0.031822911032555294,1,84
1.66346100370364,0.06778269748694622,0.1,1.0,1.0,sub-05,14,1.7726560959848334e-13,1.8709800694783463e-16,0.9673238913259551,0.0,0.9464395716133696,0.03167208997206295,1,84
1.6570785856749382,0.06716610188775164,1.0,1.0,1.0,sub-05,14,3.110739179473534e-13,1.8650810953492004e-16,0.9676194123121094,0.0,0.9469776305580792,0.03022429069938223,1,84
1.619357157173606,0.06310128302166647,10.0,1.0,1.0,sub-05,14,1.1514175856150575e-12,1.8394920976922982e-16,0.969643497140507,0.0,0.9500916933335392,0.023137685296814814,1,84
1.1474506408142555,0.020326808922006757,0.0,10.0,1.0,sub-05,14,1.534433955558121e-13,1.578636168916996e-16,0.9907516577572718,0.0,0.9863406324490694,0.010097425897310587,1,84
1.1470095268657938,0.020275132805268825,0.1,10.0,1.0,sub-05,14,2.1001718882492545e-13,1.5811131040873929e-16,0.9907756440623346,0.0,0.9863771955797254,0.009978275330446228,1,84
1.143772839507931,0.019872181467207636,1.0,10.0,1.0,sub-05,14,4.596534793000458e-13,1.5825379261122578e-16,0.9909621452033974,0.0,0.9866452619596622,0.009094350880822822,1,84
1.1289412280760833,0.017691297984763182,10.0,10.0,1.0,sub-05,14,2.5505100676950645e-12,1.580827241875907e-16,0.9919534309650889,0.0,0.9879387087178645,0.00599342799520505,1,84
2.2459825175138537,0.11349029376465836,0.0,0.001,1.0,sub-06,14,1.750980313123104e-13,4.2710370930061397e-16,0.9450188628602463,0.0,0.8942746633069838,0.05238615693979331,1,84
