absolute_path,mtime_ns,role,sha256,size_bytes,type
/home/infres/yinwang/denoiseNet_calibration_transfer_v20/results/cgdr/calibration_transfer_randomization_v20/route_decision.json,1786408223416458726,immutable V20 authorization,6373d36e17f2f71dc6915cd7c62b3dd6d8dda79b08414504ee9efd67bf51004b,2430,.json
/home/infres/yinwang/denoiseNet_calibration_transfer_v20/results/cgdr/calibration_transfer_randomization_v20/natural_risk_matrix.csv,1786408028149810202,immutable V20 authorization,15fdc4bc6e35c02155bc6e2969012c83973a68ec033df9a7398e1266d296255a,9861,.csv
/home/infres/yinwang/denoiseNet_calibration_transfer_v20/results/cgdr/calibration_transfer_randomization_v20/permutation_manifest.npz,1786407994740528144,immutable V20 authorization,c6b3dcc3383f980cf05c43ca29f326ee1ddef37048244af1ec3d1f2c7760adcc,886679,.npz
/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts,1786398961360877443,immutable V19 derived source,NOT_DIGESTED,18,directory
/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/prepared,1786398786913148531,immutable V19 derived source,NOT_DIGESTED,18,directory
