AUROC,FPR_low,TAR_FAR5,detection_delay,mask_prevalence,participant,session,task
0.7700617283950617,0.0,0.027777777777777776,NOT_SUPPORTED,0.01002171371304493,sub-06,ses-04,SSVEP
0.9623671358804942,0.0,0.0,NOT_SUPPORTED,0.0,sub-07,ses-02,ERP
0.9922839506172839,0.0,0.0,NOT_SUPPORTED,0.0,sub-07,ses-02,SSVEP
0.9308333333333333,0.0,0.0,NOT_SUPPORTED,0.0,sub-07,ses-03,ERP
0.9675925925925926,0.0,0.0,NOT_SUPPORTED,0.0,sub-07,ses-03,SSVEP
0.7637117346938775,0.0,0.0,NOT_SUPPORTED,0.0,sub-07,ses-04,ERP
0.7902040816326531,0.0,0.0,NOT_SUPPORTED,0.0,sub-07,ses-04,SSVEP
0.799015081563558,0.0,0.0,NOT_SUPPORTED,0.0,sub-09,ses-02,ERP
0.654320987654321,0.0,0.0,NOT_SUPPORTED,0.0,sub-09,ses-02,SSVEP
0.6203923900118906,0.22413793103448276,0.4482758620689655,NOT_SUPPORTED,0.3220494053064959,sub-09,ses-03,ERP
0.7291666666666666,0.027777777777777776,0.05555555555555555,NOT_SUPPORTED,0.028406717353162338,sub-09,ses-03,SSVEP
0.6297322253000923,0.10526315789473684,0.21052631578947367,NOT_SUPPORTED,0.19058148411382242,sub-09,ses-04,ERP
0.6820987654320988,0.2222222222222222,0.4722222222222222,NOT_SUPPORTED,0.3129228687415426,sub-09,ses-04,SSVEP
0.8697916666666666,0.0,0.0,NOT_SUPPORTED,0.0,sub-11,ses-02,ERP
0.7840571088637716,0.0,0.024390243902439025,NOT_SUPPORTED,0.008714280527213972,sub-11,ses-02,SSVEP
0.7523629489603024,0.0,0.0,NOT_SUPPORTED,0.0,sub-11,ses-03,ERP
0.7225,0.0,0.05,NOT_SUPPORTED,0.02748091603053435,sub-11,ses-03,SSVEP
0.576,0.0,0.0,NOT_SUPPORTED,0.0,sub-11,ses-04,ERP
0.6879012345679012,0.044444444444444446,0.0,NOT_SUPPORTED,0.03905329428003906,sub-11,ses-04,SSVEP
1.0,0.0,0.0,NOT_SUPPORTED,0.0,sub-12,ses-02,ERP
1.0,0.0,0.0,NOT_SUPPORTED,0.0,sub-12,ses-02,SSVEP
0.9663888888888889,0.0,0.0,NOT_SUPPORTED,0.0,sub-12,ses-03,ERP
0.9837962962962963,0.0,0.0,NOT_SUPPORTED,0.0,sub-12,ses-03,SSVEP
0.891219723183391,0.0,0.0,NOT_SUPPORTED,0.0,sub-12,ses-04,ERP
0.9050925925925926,0.0,0.0,NOT_SUPPORTED,0.0,sub-12,ses-04,SSVEP
0.9601247493873915,0.0,0.0,NOT_SUPPORTED,0.0,sub-14,ses-02,ERP
0.8919753086419753,0.0,0.0,NOT_SUPPORTED,0.0,sub-14,ses-02,SSVEP
0.5007694675284703,0.45614035087719296,0.3157894736842105,NOT_SUPPORTED,0.41962846497370715,sub-14,ses-03,ERP
0.92,0.0,0.0,NOT_SUPPORTED,0.0,sub-14,ses-03,SSVEP
0.7318239795918368,0.0,0.0,NOT_SUPPORTED,0.0,sub-14,ses-04,ERP
0.8285714285714286,0.0,0.0,NOT_SUPPORTED,0.0,sub-14,ses-04,SSVEP
0.9711652794292509,0.0,0.0,NOT_SUPPORTED,0.0,sub-15,ses-02,ERP
0.8205128205128205,0.0,0.02564102564102564,NOT_SUPPORTED,0.017052280742549317,sub-15,ses-02,SSVEP
0.9613555291319857,0.0,0.0,NOT_SUPPORTED,0.0,sub-15,ses-03,ERP
0.8963265306122449,0.0,0.0,NOT_SUPPORTED,0.0,sub-15,ses-03,SSVEP
0.8028402366863905,0.0,0.0,NOT_SUPPORTED,0.0,sub-15,ses-04,ERP
0.9756738987508218,0.0,0.0,NOT_SUPPORTED,0.0,sub-15,ses-04,SSVEP
1.0,0.0,0.0,NOT_SUPPORTED,0.0,sub-17,ses-02,ERP
0.9861212563915267,0.0,0.0,NOT_SUPPORTED,0.0,sub-17,ses-02,SSVEP
1.0,0.0,0.0,NOT_SUPPORTED,0.0,sub-17,ses-03,ERP
0.9983673469387755,0.0,0.0,NOT_SUPPORTED,0.0,sub-17,ses-03,SSVEP
0.9991082045184304,0.0,0.0,NOT_SUPPORTED,0.0,sub-17,ses-04,ERP
0.9614197530864198,0.0,0.0,NOT_SUPPORTED,0.0,sub-17,ses-04,SSVEP
0.9806842570382528,0.0,0.0449438202247191,NOT_SUPPORTED,0.015511718091384252,sub-18,ses-02,ERP
0.98125,0.0,0.0,NOT_SUPPORTED,0.0,sub-18,ses-02,SSVEP
0.9994625100779361,0.0,0.0,NOT_SUPPORTED,0.0,sub-18,ses-03,ERP
0.6365740740740741,0.05555555555555555,0.0,NOT_SUPPORTED,0.018193847171683757,sub-18,ses-03,SSVEP
0.9951163458776213,0.0,0.0,NOT_SUPPORTED,0.0,sub-18,ses-04,ERP
0.7175925925925926,0.0,0.08333333333333333,NOT_SUPPORTED,0.03014696646149981,sub-18,ses-04,SSVEP
0.984302862419206,0.0,0.07017543859649122,NOT_SUPPORTED,0.02965866059370283,sub-19,ses-02,ERP
0.8750444998220007,0.1320754716981132,0.22641509433962265,NOT_SUPPORTED,0.20859760394644117,sub-19,ses-02,SSVEP
0.9180218311427935,0.014925373134328358,0.014925373134328358,NOT_SUPPORTED,0.01984126984126984,sub-19,ses-03,ERP
0.5030381944444444,0.9583333333333334,0.9166666666666666,NOT_SUPPORTED,0.9293912175648703,sub-19,ses-03,SSVEP
0.5447460360118248,0.4098360655737705,0.2786885245901639,NOT_SUPPORTED,0.3941031941031941,sub-19,ses-04,ERP
0.37212360289283364,1.0,1.0,NOT_SUPPORTED,0.9956378663809596,sub-19,ses-04,SSVEP
0.76171875,0.0,0.0,NOT_SUPPORTED,0.0,sub-21,ses-02,ERP
1.0,0.0,0.0,NOT_SUPPORTED,0.0,sub-21,ses-02,SSVEP
0.6641420118343195,0.0,0.0,NOT_SUPPORTED,0.0,sub-21,ses-03,ERP
0.9985390796201608,0.0,0.0,NOT_SUPPORTED,0.0,sub-21,ses-03,SSVEP
0.6315835444143594,0.0,0.0,NOT_SUPPORTED,0.0,sub-21,ses-04,ERP
0.8560993425858291,0.0,0.0,NOT_SUPPORTED,0.0,sub-21,ses-04,SSVEP
0.9838888888888889,0.0,0.0,NOT_SUPPORTED,0.0,sub-23,ses-02,ERP
0.9891528925619835,0.0,0.0,NOT_SUPPORTED,0.0,sub-23,ses-02,SSVEP
0.9354838709677419,0.0,0.0,NOT_SUPPORTED,0.0,sub-23,ses-03,ERP
0.9050925925925926,0.0,0.0,NOT_SUPPORTED,0.0,sub-23,ses-03,SSVEP
0.8424489795918367,0.0,0.0,NOT_SUPPORTED,0.0,sub-23,ses-04,ERP
0.8341049382716049,0.0,0.0,NOT_SUPPORTED,0.0,sub-23,ses-04,SSVEP
