participant,H_P_airm,H_W_airm,H_P_logeuclidean,H_W_logeuclidean,H_P_psd,H_W_psd,support_reliability
1,0.13403583655006698,0.3111325935709378,0.13569070909774697,0.3104693319851215,-0.08238003896689243,0.4959482039288978,0.9773165343503443
2,0.5445830243152098,0.5873172945257142,0.5477900816449156,0.5890000526377586,0.4118663046256292,0.8180503046230166,0.9724655159640742
3,0.02137178443513149,0.27183679526980936,0.026042674135076393,0.2747520786404531,1.0818717528711632,1.2186423498443997,0.9850182011056164
4,-0.04047534996029132,0.23877781896495362,-0.03747175994767802,0.23931979404715334,0.03162169743770837,0.5516475099335486,0.9882413257529657
5,0.2280830386061975,0.38774793680126174,0.2260561840950238,0.3842635558298781,0.11945324482582102,0.661469601770241,0.9780507738070359
6,0.5320585781212731,0.5695322588786075,0.5327313116750542,0.5688145720524517,0.919173377524635,1.051247359197973,0.9890171437112251
7,0.40774743706954863,0.4583241640890317,0.4116733920549697,0.4605307441950037,0.963611379262909,1.0510889204630542,0.9566718087469779
8,0.11721249794825601,0.3215361375097063,0.1230240493028613,0.3260088271534693,0.2798662959951095,0.665910161532362,0.9891480946494124
9,0.07681072816506812,0.24991848896837862,0.08043275857940177,0.2506824407323948,0.6717863917376111,0.9315981316352259,0.9707460846609512
