participant,protocol,context,estimator,rrmse,evaluator_only_oracle
2,same_03,ORACLE,DIFF25-K8,0.18259825476482258,1
2,same_03,WRONG-1,DET2,0.18681424096439186,0
2,same_03,WRONG-1,DIFF25-K1,0.18759388554523004,0
2,same_03,WRONG-1,DIFF25-K8,0.18427172307083972,0
2,same_03,WRONG-3,DET2,0.18277525404390332,0
2,same_03,WRONG-3,DIFF25-K1,0.18370418132291996,0
2,same_03,WRONG-3,DIFF25-K8,0.18014269327133964,0
2,same_03,WRONG-4,DET2,0.18250708017686548,0
2,same_03,WRONG-4,DIFF25-K1,0.18306900453311015,0
2,same_03,WRONG-4,DIFF25-K8,0.1801567264622642,0
2,same_03,WRONG-5,DET2,0.1876445655294635,0
2,same_03,WRONG-5,DIFF25-K1,0.18915099359512053,0
2,same_03,WRONG-5,DIFF25-K8,0.1857348169721461,0
2,same_03,WRONG-6,DET2,0.18026438284777344,0
2,same_03,WRONG-6,DIFF25-K1,0.182869823758697,0
2,same_03,WRONG-6,DIFF25-K8,0.17944414078058019,0
2,same_03,WRONG-7,DET2,0.1841043330295328,0
2,same_03,WRONG-7,DIFF25-K1,0.1840043311118006,0
2,same_03,WRONG-7,DIFF25-K8,0.18131711908543097,0
2,same_03,WRONG-8,DET2,0.18301836570192928,0
2,same_03,WRONG-8,DIFF25-K1,0.1839201525427795,0
2,same_03,WRONG-8,DIFF25-K8,0.18040189577291837,0
2,same_03,WRONG-9,DET2,0.1967158711767209,0
2,same_03,WRONG-9,DIFF25-K1,0.19613968728776257,0
2,same_03,WRONG-9,DIFF25-K8,0.19259472218678697,0
3,same_01,POP,DET2,0.15726435706474345,0
3,same_01,POP,DIFF25-K1,0.16432936869520007,0
3,same_01,POP,DIFF25-K8,0.15603721225334002,0
3,same_01,MATCH,DET2,0.15978304184924186,0
3,same_01,MATCH,DIFF25-K1,0.16592331479185313,0
3,same_01,MATCH,DIFF25-K8,0.15801211567244314,0
3,same_01,ORACLE,DET2,0.16064157292879175,1
3,same_01,ORACLE,DIFF25-K1,0.16667307538305648,1
3,same_01,ORACLE,DIFF25-K8,0.15860236911644696,1
3,same_01,WRONG-1,DET2,0.15404427913664775,0
3,same_01,WRONG-1,DIFF25-K1,0.16200229387029708,0
3,same_01,WRONG-1,DIFF25-K8,0.15391616403847003,0
3,same_01,WRONG-2,DET2,0.16098437410411,0
3,same_01,WRONG-2,DIFF25-K1,0.16606954251001363,0
3,same_01,WRONG-2,DIFF25-K8,0.15841264267979283,0
3,same_01,WRONG-4,DET2,0.15687020323564801,0
3,same_01,WRONG-4,DIFF25-K1,0.164545286762189,0
3,same_01,WRONG-4,DIFF25-K8,0.15590223828860245,0
3,same_01,WRONG-5,DET2,0.16088069741994435,0
3,same_01,WRONG-5,DIFF25-K1,0.1655405568688554,0
3,same_01,WRONG-5,DIFF25-K8,0.1579264568398104,0
3,same_01,WRONG-6,DET2,0.16319437435524595,0
3,same_01,WRONG-6,DIFF25-K1,0.16948954632918148,0
3,same_01,WRONG-6,DIFF25-K8,0.16145138117904853,0
3,same_01,WRONG-7,DET2,0.15254345488805524,0
3,same_01,WRONG-7,DIFF25-K1,0.1609266956563035,0
3,same_01,WRONG-7,DIFF25-K8,0.15246348216241515,0
3,same_01,WRONG-8,DET2,0.15899472234499473,0
3,same_01,WRONG-8,DIFF25-K1,0.167790573097952,0
3,same_01,WRONG-8,DIFF25-K8,0.1587000280040454,0
3,same_01,WRONG-9,DET2,0.15755817479753143,0
3,same_01,WRONG-9,DIFF25-K1,0.16679304039454476,0
3,same_01,WRONG-9,DIFF25-K8,0.15744921477228513,0
3,same_02,POP,DET2,0.12224408919342032,0
3,same_02,POP,DIFF25-K1,0.13566078256356842,0
3,same_02,POP,DIFF25-K8,0.12361571210429159,0
3,same_02,MATCH,DET2,0.12578460971266675,0
3,same_02,MATCH,DIFF25-K1,0.13829861324227655,0
3,same_02,MATCH,DIFF25-K8,0.12591192946515906,0
3,same_02,ORACLE,DET2,0.12776482179883353,1
3,same_02,ORACLE,DIFF25-K1,0.1408082520288198,1
3,same_02,ORACLE,DIFF25-K8,0.12833293863743883,1
3,same_02,WRONG-2,DET2,0.12876703667968994,0
3,same_02,WRONG-2,DIFF25-K1,0.14073394320077431,0
3,same_02,WRONG-2,DIFF25-K8,0.1285887157159094,0
3,same_02,WRONG-4,DET2,0.11973538574507664,0
3,same_02,WRONG-4,DIFF25-K1,0.1325400898591767,0
3,same_02,WRONG-4,DIFF25-K8,0.12103402699696941,0
3,same_02,WRONG-5,DET2,0.12903833531639147,0
3,same_02,WRONG-5,DIFF25-K1,0.1414905306865962,0
3,same_02,WRONG-5,DIFF25-K8,0.1291982149499937,0
3,same_02,WRONG-6,DET2,0.13966844131498107,0
3,same_02,WRONG-6,DIFF25-K1,0.15294102940386592,0
3,same_02,WRONG-6,DIFF25-K8,0.14061076927165317,0
3,same_02,WRONG-7,DET2,0.1293379342534832,0
3,same_02,WRONG-7,DIFF25-K1,0.14662638426258517,0
3,same_02,WRONG-7,DIFF25-K8,0.13478799826600607,0
3,same_02,WRONG-8,DET2,0.12132706592695863,0
3,same_02,WRONG-8,DIFF25-K1,0.13620638808685664,0
3,same_02,WRONG-8,DIFF25-K8,0.12398554988429007,0
3,same_02,WRONG-9,DET2,0.12093738380948246,0
3,same_02,WRONG-9,DIFF25-K1,0.13631994320016855,0
3,same_02,WRONG-9,DIFF25-K8,0.12465767885863041,0
3,same_03,POP,DET2,0.11323445134932711,0
3,same_03,POP,DIFF25-K1,0.12479130005664914,0
3,same_03,POP,DIFF25-K8,0.11523245690624777,0
3,same_03,MATCH,DET2,0.11411835432213084,0
3,same_03,MATCH,DIFF25-K1,0.12591030388433863,0
3,same_03,MATCH,DIFF25-K8,0.11579208362027607,0
3,same_03,ORACLE,DET2,0.11443750242790907,1
3,same_03,ORACLE,DIFF25-K1,0.12576873509429595,1
3,same_03,ORACLE,DIFF25-K8,0.11625213113329423,1
3,same_03,WRONG-1,DET2,0.11311285058865413,0
3,same_03,WRONG-1,DIFF25-K1,0.12644934991355067,0
3,same_03,WRONG-1,DIFF25-K8,0.11640954954664912,0
3,same_03,WRONG-2,DET2,0.12499658501313514,0
3,same_03,WRONG-2,DIFF25-K1,0.13356213215710627,0
3,same_03,WRONG-2,DIFF25-K8,0.12470755913347996,0
3,same_03,WRONG-4,DET2,0.11512601369514179,0
3,same_03,WRONG-4,DIFF25-K1,0.1253320819429598,0
3,same_03,WRONG-4,DIFF25-K8,0.11633321721619494,0
3,same_03,WRONG-5,DET2,0.11718063315351405,0
3,same_03,WRONG-5,DIFF25-K1,0.12798141965788337,0
3,same_03,WRONG-5,DIFF25-K8,0.11830932601363633,0
3,same_03,WRONG-6,DET2,0.11765187864663897,0
3,same_03,WRONG-6,DIFF25-K1,0.12799532920561474,0
3,same_03,WRONG-6,DIFF25-K8,0.11862501375068855,0
3,same_03,WRONG-7,DET2,0.1163238231660142,0
3,same_03,WRONG-7,DIFF25-K1,0.1288610340425611,0
3,same_03,WRONG-7,DIFF25-K8,0.11983180883477733,0
3,same_03,WRONG-8,DET2,0.11416042332946201,0
3,same_03,WRONG-8,DIFF25-K1,0.1265616927696977,0
3,same_03,WRONG-8,DIFF25-K8,0.11666175937215391,0
3,same_03,WRONG-9,DET2,0.11781645605234173,0
3,same_03,WRONG-9,DIFF25-K1,0.1324869105029041,0
3,same_03,WRONG-9,DIFF25-K8,0.12193359141706427,0
4,same_01,POP,DET2,0.13261434436840866,0
4,same_01,POP,DIFF25-K1,0.16229562250645327,0
4,same_01,POP,DIFF25-K8,0.14914220326723016,0
4,same_01,MATCH,DET2,0.13117609843659364,0
4,same_01,MATCH,DIFF25-K1,0.1661264610001216,0
4,same_01,MATCH,DIFF25-K8,0.1528085403778351,0
4,same_01,ORACLE,DET2,0.13154163593284582,1
4,same_01,ORACLE,DIFF25-K1,0.16251998344261373,1
4,same_01,ORACLE,DIFF25-K8,0.14956332957434515,1
4,same_01,WRONG-1,DET2,0.13465824898181253,0
4,same_01,WRONG-1,DIFF25-K1,0.16258490909884696,0
4,same_01,WRONG-1,DIFF25-K8,0.15013017983105637,0
4,same_01,WRONG-2,DET2,0.12851342897717355,0
4,same_01,WRONG-2,DIFF25-K1,0.1570774671143747,0
4,same_01,WRONG-2,DIFF25-K8,0.14482864986791077,0
4,same_01,WRONG-3,DET2,0.13207585910212372,0
4,same_01,WRONG-3,DIFF25-K1,0.15990717100842627,0
4,same_01,WRONG-3,DIFF25-K8,0.14691733675818391,0
4,same_01,WRONG-5,DET2,0.12840148193022757,0
4,same_01,WRONG-5,DIFF25-K1,0.1560410945687118,0
4,same_01,WRONG-5,DIFF25-K8,0.14385607045371857,0
4,same_01,WRONG-6,DET2,0.13358538493216018,0
4,same_01,WRONG-6,DIFF25-K1,0.1611197678652288,0
4,same_01,WRONG-6,DIFF25-K8,0.14740959599465805,0
4,same_01,WRONG-7,DET2,0.13372885247745855,0
4,same_01,WRONG-7,DIFF25-K1,0.16598262171005387,0
4,same_01,WRONG-7,DIFF25-K8,0.1530212475477369,0
4,same_01,WRONG-8,DET2,0.13559820130857142,0
4,same_01,WRONG-8,DIFF25-K1,0.17012513793455053,0
4,same_01,WRONG-8,DIFF25-K8,0.15501004748300087,0
4,same_01,WRONG-9,DET2,0.13596864064864309,0
4,same_01,WRONG-9,DIFF25-K1,0.17139351379721415,0
4,same_01,WRONG-9,DIFF25-K8,0.15651291648809731,0
4,same_02,POP,DET2,0.21923389037858063,0
4,same_02,POP,DIFF25-K1,0.267333994081121,0
4,same_02,POP,DIFF25-K8,0.2592937329007667,0
4,same_02,MATCH,DET2,0.21924967727661282,0
4,same_02,MATCH,DIFF25-K1,0.28142127586866417,0
4,same_02,MATCH,DIFF25-K8,0.2750274823748641,0
4,same_02,ORACLE,DET2,0.22116108942761395,1
4,same_02,ORACLE,DIFF25-K1,0.2797515170190206,1
4,same_02,ORACLE,DIFF25-K8,0.2727800148647401,1
4,same_02,WRONG-2,DET2,0.2218364333664428,0
4,same_02,WRONG-2,DIFF25-K1,0.2674638617745414,0
4,same_02,WRONG-2,DIFF25-K8,0.259755225243622,0
4,same_02,WRONG-3,DET2,0.2125593655223015,0
4,same_02,WRONG-3,DIFF25-K1,0.2624986129083656,0
4,same_02,WRONG-3,DIFF25-K8,0.2543112601496329,0
4,same_02,WRONG-5,DET2,0.2231496597932706,0
4,same_02,WRONG-5,DIFF25-K1,0.2641009930377099,0
4,same_02,WRONG-5,DIFF25-K8,0.25514271675142997,0
4,same_02,WRONG-6,DET2,0.21642933097873115,0
4,same_02,WRONG-6,DIFF25-K1,0.25610408096295095,0
4,same_02,WRONG-6,DIFF25-K8,0.24530051388240906,0
4,same_02,WRONG-7,DET2,0.21798425062322008,0
4,same_02,WRONG-7,DIFF25-K1,0.2830994770164968,0
4,same_02,WRONG-7,DIFF25-K8,0.2749589261236117,0
4,same_02,WRONG-8,DET2,0.21642519964131945,0
4,same_02,WRONG-8,DIFF25-K1,0.26591197576911807,0
4,same_02,WRONG-8,DIFF25-K8,0.25695002718291665,0
4,same_02,WRONG-9,DET2,0.22786207879311013,0
4,same_02,WRONG-9,DIFF25-K1,0.2829740200746126,0
4,same_02,WRONG-9,DIFF25-K8,0.27522161531691114,0
4,same_03,POP,DET2,0.08719535336131856,0
4,same_03,POP,DIFF25-K1,0.12053920280020328,0
4,same_03,POP,DIFF25-K8,0.09377717395093679,0
4,same_03,MATCH,DET2,0.08914579071893187,0
4,same_03,MATCH,DIFF25-K1,0.12225091152431397,0
4,same_03,MATCH,DIFF25-K8,0.09768799186707423,0
4,same_03,ORACLE,DET2,0.08850182385661848,1
4,same_03,ORACLE,DIFF25-K1,0.1202120962793806,1
4,same_03,ORACLE,DIFF25-K8,0.09524790465629727,1
4,same_03,WRONG-1,DET2,0.08871303654078613,0
4,same_03,WRONG-1,DIFF25-K1,0.12127416418165538,0
4,same_03,WRONG-1,DIFF25-K8,0.0941055199289367,0
4,same_03,WRONG-2,DET2,0.08640523154489671,0
4,same_03,WRONG-2,DIFF25-K1,0.12034842738771383,0
4,same_03,WRONG-2,DIFF25-K8,0.09440162165799958,0
4,same_03,WRONG-3,DET2,0.08763178918633896,0
4,same_03,WRONG-3,DIFF25-K1,0.12345246885543289,0
4,same_03,WRONG-3,DIFF25-K8,0.09601423807608021,0
4,same_03,WRONG-5,DET2,0.08604251128784772,0
4,same_03,WRONG-5,DIFF25-K1,0.11892761467252154,0
4,same_03,WRONG-5,DIFF25-K8,0.09122443385449422,0
4,same_03,WRONG-6,DET2,0.08652708395716678,0
4,same_03,WRONG-6,DIFF25-K1,0.1204297816843628,0
4,same_03,WRONG-6,DIFF25-K8,0.09362073609283929,0
4,same_03,WRONG-7,DET2,0.09328667943065976,0
4,same_03,WRONG-7,DIFF25-K1,0.12811372759599166,0
4,same_03,WRONG-7,DIFF25-K8,0.10459982022542631,0
4,same_03,WRONG-8,DET2,0.08786174062679379,0
4,same_03,WRONG-8,DIFF25-K1,0.12474967555597838,0
4,same_03,WRONG-8,DIFF25-K8,0.0975010633624164,0
4,same_03,WRONG-9,DET2,0.08932792665583769,0
4,same_03,WRONG-9,DIFF25-K1,0.12346568055082593,0
4,same_03,WRONG-9,DIFF25-K8,0.0949654185938556,0
5,same_01,POP,DET2,0.21773082211287706,0
5,same_01,POP,DIFF25-K1,0.21669155578412833,0
5,same_01,POP,DIFF25-K8,0.1966468157224566,0
5,same_01,MATCH,DET2,0.2033587094117939,0
5,same_01,MATCH,DIFF25-K1,0.20265389927074123,0
5,same_01,MATCH,DIFF25-K8,0.1839474868754112,0
5,same_01,ORACLE,DET2,0.2009638428685885,1
5,same_01,ORACLE,DIFF25-K1,0.19628024230673954,1
5,same_01,ORACLE,DIFF25-K8,0.17602393087257526,1
5,same_01,WRONG-1,DET2,0.2246558999728743,0
5,same_01,WRONG-1,DIFF25-K1,0.22104028395230257,0
5,same_01,WRONG-1,DIFF25-K8,0.20032200122372604,0
5,same_01,WRONG-2,DET2,0.19285191897657109,0
5,same_01,WRONG-2,DIFF25-K1,0.19043244425487657,0
5,same_01,WRONG-2,DIFF25-K8,0.1709220606440748,0
5,same_01,WRONG-3,DET2,0.21552487840015805,0
5,same_01,WRONG-3,DIFF25-K1,0.2083949751729059,0
5,same_01,WRONG-3,DIFF25-K8,0.18828117960260585,0
5,same_01,WRONG-4,DET2,0.1911145191443442,0
5,same_01,WRONG-4,DIFF25-K1,0.1962366967562208,0
5,same_01,WRONG-4,DIFF25-K8,0.17425066795851932,0
5,same_01,WRONG-6,DET2,0.2029410813960262,0
5,same_01,WRONG-6,DIFF25-K1,0.18994974937110953,0
5,same_01,WRONG-6,DIFF25-K8,0.16777923727336083,0
5,same_01,WRONG-7,DET2,0.264267818419521,0
5,same_01,WRONG-7,DIFF25-K1,0.27342459273716774,0
5,same_01,WRONG-7,DIFF25-K8,0.2541966569086435,0
5,same_01,WRONG-8,DET2,0.24176614509807415,0
5,same_01,WRONG-8,DIFF25-K1,0.24248857462555737,0
5,same_01,WRONG-8,DIFF25-K8,0.22138956747798888,0
5,same_01,WRONG-9,DET2,0.2332768611187257,0
5,same_01,WRONG-9,DIFF25-K1,0.23671635264265525,0
5,same_01,WRONG-9,DIFF25-K8,0.2154919981278428,0
5,same_02,POP,DET2,0.15273736859008852,0
5,same_02,POP,DIFF25-K1,0.1659219295914973,0
5,same_02,POP,DIFF25-K8,0.14972566051408281,0
5,same_02,MATCH,DET2,0.15136585148974838,0
5,same_02,MATCH,DIFF25-K1,0.1653011878568462,0
5,same_02,MATCH,DIFF25-K8,0.14850288208424284,0
5,same_02,ORACLE,DET2,0.15192908465434385,1
5,same_02,ORACLE,DIFF25-K1,0.16858434031796618,1
5,same_02,ORACLE,DIFF25-K8,0.15147373743602432,1
5,same_02,WRONG-2,DET2,0.14877853961146212,0
5,same_02,WRONG-2,DIFF25-K1,0.16161526228919926,0
5,same_02,WRONG-2,DIFF25-K8,0.14532771393069308,0
5,same_02,WRONG-3,DET2,0.15396875363317797,0
5,same_02,WRONG-3,DIFF25-K1,0.16840043748476097,0
5,same_02,WRONG-3,DIFF25-K8,0.15201092125118468,0
5,same_02,WRONG-4,DET2,0.1519535766166195,0
5,same_02,WRONG-4,DIFF25-K1,0.1628866475919625,0
5,same_02,WRONG-4,DIFF25-K8,0.14791517335092075,0
5,same_02,WRONG-6,DET2,0.1491397386776068,0
5,same_02,WRONG-6,DIFF25-K1,0.1707167639973062,0
5,same_02,WRONG-6,DIFF25-K8,0.15259933490711577,0
5,same_02,WRONG-7,DET2,0.15142436006629584,0
5,same_02,WRONG-7,DIFF25-K1,0.16805210735461792,0
5,same_02,WRONG-7,DIFF25-K8,0.15098896379716606,0
5,same_02,WRONG-8,DET2,0.15508825270402407,0
5,same_02,WRONG-8,DIFF25-K1,0.1731885341419117,0
5,same_02,WRONG-8,DIFF25-K8,0.15624070280845395,0
5,same_02,WRONG-9,DET2,0.15504948196052876,0
5,same_02,WRONG-9,DIFF25-K1,0.16643798212193653,0
5,same_02,WRONG-9,DIFF25-K8,0.1506695191004432,0
5,same_03,POP,DET2,0.2069795256343295,0
5,same_03,POP,DIFF25-K1,0.21424052360760606,0
5,same_03,POP,DIFF25-K8,0.20396176884282297,0
5,same_03,MATCH,DET2,0.20646988425699273,0
5,same_03,MATCH,DIFF25-K1,0.21459210864795564,0
5,same_03,MATCH,DIFF25-K8,0.2041863432691773,0
5,same_03,ORACLE,DET2,0.21319519916159113,1
5,same_03,ORACLE,DIFF25-K1,0.21773595815416058,1
5,same_03,ORACLE,DIFF25-K8,0.20781032813177341,1
5,same_03,WRONG-1,DET2,0.21629515235464813,0
5,same_03,WRONG-1,DIFF25-K1,0.22062976893093716,0
5,same_03,WRONG-1,DIFF25-K8,0.21041460089970224,0
5,same_03,WRONG-2,DET2,0.19993972658676726,0
5,same_03,WRONG-2,DIFF25-K1,0.21274345946409295,0
5,same_03,WRONG-2,DIFF25-K8,0.20224999028798302,0
5,same_03,WRONG-3,DET2,0.20172869751150713,0
5,same_03,WRONG-3,DIFF25-K1,0.2148048836268972,0
5,same_03,WRONG-3,DIFF25-K8,0.20375907595131942,0
5,same_03,WRONG-4,DET2,0.2046567074395052,0
5,same_03,WRONG-4,DIFF25-K1,0.21272172597751582,0
5,same_03,WRONG-4,DIFF25-K8,0.20257307603564803,0
5,same_03,WRONG-6,DET2,0.2023112970781164,0
5,same_03,WRONG-6,DIFF25-K1,0.21440854359341233,0
5,same_03,WRONG-6,DIFF25-K8,0.2039958939699076,0
5,same_03,WRONG-7,DET2,0.2158115674734801,0
5,same_03,WRONG-7,DIFF25-K1,0.2157144330011147,0
5,same_03,WRONG-7,DIFF25-K8,0.2054462932975549,0
5,same_03,WRONG-8,DET2,0.20216797154436095,0
5,same_03,WRONG-8,DIFF25-K1,0.21380243396094173,0
5,same_03,WRONG-8,DIFF25-K8,0.20247204789368467,0
5,same_03,WRONG-9,DET2,0.21956690076449042,0
5,same_03,WRONG-9,DIFF25-K1,0.22244842353455108,0
5,same_03,WRONG-9,DIFF25-K8,0.211574307441967,0
6,same_01,POP,DET2,0.1048886815092356,0
6,same_01,POP,DIFF25-K1,0.12190546475799835,0
6,same_01,POP,DIFF25-K8,0.10786463682306595,0
6,same_01,MATCH,DET2,0.10153618699191663,0
6,same_01,MATCH,DIFF25-K1,0.12002671946819564,0
