participant,protocol,context,estimator,rrmse,evaluator_only_oracle
1,same_01,POP,DET2,0.12656800658494505,0
1,same_01,POP,DIFF25-K1,0.1687238473511525,0
1,same_01,POP,DIFF25-K8,0.13995458774003303,0
1,same_01,MATCH,DET2,0.11825488626502628,0
1,same_01,MATCH,DIFF25-K1,0.15122536623106753,0
1,same_01,MATCH,DIFF25-K8,0.12037732642322219,0
1,same_01,ORACLE,DET2,0.11800359258054305,1
1,same_01,ORACLE,DIFF25-K1,0.15137974328232973,1
1,same_01,ORACLE,DIFF25-K8,0.12142378268722422,1
1,same_01,WRONG-2,DET2,0.1289218648201644,0
1,same_01,WRONG-2,DIFF25-K1,0.1642274060067634,0
1,same_01,WRONG-2,DIFF25-K8,0.13691043011400306,0
1,same_01,WRONG-3,DET2,0.1275381224475675,0
1,same_01,WRONG-3,DIFF25-K1,0.16126800549343526,0
1,same_01,WRONG-3,DIFF25-K8,0.13236523084389284,0
1,same_01,WRONG-4,DET2,0.12921364721891634,0
1,same_01,WRONG-4,DIFF25-K1,0.18190305290799955,0
1,same_01,WRONG-4,DIFF25-K8,0.15406736606675178,0
1,same_01,WRONG-5,DET2,0.12641313172162214,0
1,same_01,WRONG-5,DIFF25-K1,0.16071248410868305,0
1,same_01,WRONG-5,DIFF25-K8,0.13329386236812524,0
1,same_01,WRONG-6,DET2,0.13453345127418764,0
1,same_01,WRONG-6,DIFF25-K1,0.16728437768398494,0
1,same_01,WRONG-6,DIFF25-K8,0.13824940627610618,0
1,same_01,WRONG-7,DET2,0.1142499974555919,0
1,same_01,WRONG-7,DIFF25-K1,0.15800967805641022,0
1,same_01,WRONG-7,DIFF25-K8,0.1261496969541034,0
1,same_01,WRONG-8,DET2,0.1305759375791947,0
1,same_01,WRONG-8,DIFF25-K1,0.18784196922940405,0
1,same_01,WRONG-8,DIFF25-K8,0.15840864676682023,0
1,same_01,WRONG-9,DET2,0.12822953730614367,0
1,same_01,WRONG-9,DIFF25-K1,0.1873472546659898,0
1,same_01,WRONG-9,DIFF25-K8,0.15787119411612235,0
1,same_03,POP,DET2,0.22819069994965938,0
1,same_03,POP,DIFF25-K1,0.24014908297070114,0
1,same_03,POP,DIFF25-K8,0.21942976221047425,0
1,same_03,MATCH,DET2,0.2285513414689938,0
1,same_03,MATCH,DIFF25-K1,0.24492203788435726,0
1,same_03,MATCH,DIFF25-K8,0.22320648034350427,0
1,same_03,ORACLE,DET2,0.242913576287175,1
1,same_03,ORACLE,DIFF25-K1,0.25166813905000823,1
1,same_03,ORACLE,DIFF25-K8,0.23294270851244503,1
1,same_03,WRONG-2,DET2,0.24057027664636826,0
1,same_03,WRONG-2,DIFF25-K1,0.2494024319785129,0
1,same_03,WRONG-2,DIFF25-K8,0.2303730263780763,0
1,same_03,WRONG-3,DET2,0.22013094889511958,0
1,same_03,WRONG-3,DIFF25-K1,0.2391827377458583,0
1,same_03,WRONG-3,DIFF25-K8,0.21746892067473947,0
1,same_03,WRONG-4,DET2,0.23703712308602007,0
1,same_03,WRONG-4,DIFF25-K1,0.24678549406705963,0
1,same_03,WRONG-4,DIFF25-K8,0.22758123197240032,0
1,same_03,WRONG-5,DET2,0.22924801507514242,0
1,same_03,WRONG-5,DIFF25-K1,0.2433739102938406,0
1,same_03,WRONG-5,DIFF25-K8,0.22253142094289152,0
1,same_03,WRONG-6,DET2,0.2329283395181281,0
1,same_03,WRONG-6,DIFF25-K1,0.24364137596833688,0
1,same_03,WRONG-6,DIFF25-K8,0.22339661654295134,0
1,same_03,WRONG-7,DET2,0.24062459549249024,0
1,same_03,WRONG-7,DIFF25-K1,0.24800580620694895,0
1,same_03,WRONG-7,DIFF25-K8,0.22704739347649663,0
1,same_03,WRONG-8,DET2,0.2178729322712868,0
1,same_03,WRONG-8,DIFF25-K1,0.2340722531318958,0
1,same_03,WRONG-8,DIFF25-K8,0.21163518993415215,0
1,same_03,WRONG-9,DET2,0.22252199002549478,0
1,same_03,WRONG-9,DIFF25-K1,0.24303308179624739,0
1,same_03,WRONG-9,DIFF25-K8,0.21923310936853413,0
2,same_01,POP,DET2,0.12849806878540665,0
2,same_01,POP,DIFF25-K1,0.13645771625893172,0
2,same_01,POP,DIFF25-K8,0.12965987754754754,0
2,same_01,MATCH,DET2,0.12274073104790238,0
2,same_01,MATCH,DIFF25-K1,0.1317975376994619,0
2,same_01,MATCH,DIFF25-K8,0.1251348241927075,0
2,same_01,ORACLE,DET2,0.12171383386905599,1
2,same_01,ORACLE,DIFF25-K1,0.13121195306913652,1
2,same_01,ORACLE,DIFF25-K8,0.12414526219723288,1
2,same_01,WRONG-1,DET2,0.12966575213426793,0
2,same_01,WRONG-1,DIFF25-K1,0.13775635919638468,0
2,same_01,WRONG-1,DIFF25-K8,0.13162079517469394,0
2,same_01,WRONG-3,DET2,0.12464835015189464,0
2,same_01,WRONG-3,DIFF25-K1,0.133370994774701,0
2,same_01,WRONG-3,DIFF25-K8,0.1264729191067637,0
2,same_01,WRONG-4,DET2,0.1248228593627028,0
2,same_01,WRONG-4,DIFF25-K1,0.1333469332442991,0
2,same_01,WRONG-4,DIFF25-K8,0.12606533930909664,0
2,same_01,WRONG-5,DET2,0.1250875167770021,0
2,same_01,WRONG-5,DIFF25-K1,0.13364729455177346,0
2,same_01,WRONG-5,DIFF25-K8,0.12730317784647835,0
2,same_01,WRONG-6,DET2,0.12100247482255,0
2,same_01,WRONG-6,DIFF25-K1,0.1314613559780842,0
2,same_01,WRONG-6,DIFF25-K8,0.1233831680835962,0
2,same_01,WRONG-7,DET2,0.1434645543167122,0
2,same_01,WRONG-7,DIFF25-K1,0.14918811075305904,0
2,same_01,WRONG-7,DIFF25-K8,0.14393541457992773,0
2,same_01,WRONG-8,DET2,0.1346593159176353,0
2,same_01,WRONG-8,DIFF25-K1,0.14137857110781593,0
2,same_01,WRONG-8,DIFF25-K8,0.13384749658318024,0
2,same_01,WRONG-9,DET2,0.134133205409066,0
2,same_01,WRONG-9,DIFF25-K1,0.14120420754791818,0
2,same_01,WRONG-9,DIFF25-K8,0.13346416280706824,0
2,same_02,POP,DET2,0.15746879749336717,0
2,same_02,POP,DIFF25-K1,0.1640271554288976,0
2,same_02,POP,DIFF25-K8,0.16125749402180883,0
2,same_02,MATCH,DET2,0.14858957583820437,0
2,same_02,MATCH,DIFF25-K1,0.15617728220457175,0
2,same_02,MATCH,DIFF25-K8,0.1532365864758858,0
2,same_02,ORACLE,DET2,0.1468995217914015,1
2,same_02,ORACLE,DIFF25-K1,0.15518874410880976,1
2,same_02,ORACLE,DIFF25-K8,0.15208426922920662,1
2,same_02,WRONG-3,DET2,0.15560868983844567,0
2,same_02,WRONG-3,DIFF25-K1,0.16229304309270373,0
2,same_02,WRONG-3,DIFF25-K8,0.15936343048085597,0
2,same_02,WRONG-4,DET2,0.15929013005731432,0
2,same_02,WRONG-4,DIFF25-K1,0.16539563036249333,0
2,same_02,WRONG-4,DIFF25-K8,0.16296546454388103,0
2,same_02,WRONG-5,DET2,0.15176076032496108,0
2,same_02,WRONG-5,DIFF25-K1,0.15913139156277073,0
2,same_02,WRONG-5,DIFF25-K8,0.15608358715879883,0
2,same_02,WRONG-6,DET2,0.14348052260845304,0
2,same_02,WRONG-6,DIFF25-K1,0.15242221465766861,0
2,same_02,WRONG-6,DIFF25-K8,0.14878540217472694,0
2,same_02,WRONG-7,DET2,0.1662443693336845,0
2,same_02,WRONG-7,DIFF25-K1,0.17088347099170026,0
2,same_02,WRONG-7,DIFF25-K8,0.1681328965888714,0
2,same_02,WRONG-8,DET2,0.1592526309483927,0
2,same_02,WRONG-8,DIFF25-K1,0.16586497030646805,0
2,same_02,WRONG-8,DIFF25-K8,0.16293667585789792,0
2,same_02,WRONG-9,DET2,0.16787563329830568,0
2,same_02,WRONG-9,DIFF25-K1,0.17263155585863688,0
2,same_02,WRONG-9,DIFF25-K8,0.17012304896010932,0
2,same_03,POP,DET2,0.18304865434861692,0
2,same_03,POP,DIFF25-K1,0.1840799498458882,0
2,same_03,POP,DIFF25-K8,0.18079976348511387,0
2,same_03,MATCH,DET2,0.17963350655195665,0
2,same_03,MATCH,DIFF25-K1,0.1823804933871765,0
2,same_03,MATCH,DIFF25-K8,0.17910281736260858,0
2,same_03,ORACLE,DET2,0.1834450199743938,1
2,same_03,ORACLE,DIFF25-K1,0.18592994417088163,1
