erp_amplitude_relative_preservation,erp_latency_relative_preservation,fold,method,motion_coherence_reduction,nonartifact_observation_preservation,observation_change_ratio,oracle_nondeployable,output_input_RMS_ratio,outputs_frozen_before_query_imu_scoring,participant,protocol,query_event_used_for_inference,query_imu_used_for_inference,query_session,reference_free_covariance_distortion,reference_free_psd_distortion,ssvep_phase_relative_preservation,ssvep_snr_relative_preservation,status,task
1.0,1.0,2,RAW,0.0,1.0,0.0,False,1.0,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.0,0.0,nan,nan,success,ERP
0.8768597228905568,0.970703125,2,STRONG-POP,0.012034066021442413,0.7975359112024307,0.20310235023498535,False,0.9318355321884155,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.17244915672651373,0.167854374668548,nan,nan,success,ERP
0.9126119125771386,1.0,2,DET-NULL,0.008584760129451752,0.844435527920723,0.16494904458522797,False,0.9386973977088928,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.14738187885778986,0.13218643433724805,nan,nan,success,ERP
0.917873462696549,1.0,2,DET-MATCH,0.009834479540586472,0.8513895571231842,0.16040682792663574,False,0.939786970615387,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.1447379790229875,0.1255552743106307,nan,nan,success,ERP
0.8959651044072516,1.0,2,DET-WRONG-1,0.010788839310407639,0.8200316578149796,0.18910226225852966,False,0.9303643703460693,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.17074842691282632,0.15311769909865647,nan,nan,success,ERP
0.9032413218863372,1.0,2,DET-WRONG-2,0.010575458407402039,0.8275186121463776,0.18284733593463898,False,0.9307584762573242,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.16754103646466553,0.1470255258244522,nan,nan,success,ERP
0.9309973463512143,1.0,2,DET-WRONG-3,0.01117212325334549,0.8568497151136398,0.15604035556316376,False,0.9441909790039062,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.1343079097372283,0.12112880355493508,nan,nan,success,ERP
0.9223300207828375,1.0,2,TEMPORAL-SHUFFLED,0.007048457860946655,0.8579195290803909,0.15032897889614105,False,0.9482033848762512,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.12471485529197762,0.12040430855168,nan,nan,success,ERP
0.9978635865853939,1.0,2,ASR-LIKE,-6.002932786941528e-05,0.9451397359371185,0.03230908885598183,False,0.9969522953033447,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.020341121409892193,0.039530932324406146,nan,nan,success,ERP
0.9133242975319361,0.970703125,2,ORACLE-QUERY-IMU,0.06189306918531656,0.7370892465114594,0.25376713275909424,True,0.9672657251358032,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.09705918081328815,0.18595549765260427,nan,nan,success,ERP
1.0,1.0,2,RAW,0.0,1.0,0.0,False,1.0,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.0,0.0,nan,nan,success,ERP
-1.0096835416178531,0.775390625,2,STRONG-POP,0.04740519821643829,0.7288885116577148,0.2991865873336792,False,0.8948224186897278,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.2819959331270137,0.22382235034985234,nan,nan,success,ERP
-1.0288447112786843,0.775390625,2,DET-NULL,0.036251455545425415,0.7802988141775131,0.24868503212928772,False,0.904637336730957,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.24696818453802594,0.18910050699088227,nan,nan,success,ERP
-1.0084355828220857,0.775390625,2,DET-MATCH,0.0359070748090744,0.7693457156419754,0.25542932748794556,False,0.9086489081382751,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.257941316831474,0.19547156505227153,nan,nan,success,ERP
-1.0337296297978757,0.775390625,2,DET-WRONG-1,0.04211674630641937,0.770410805940628,0.26621466875076294,False,0.8967692852020264,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.2562603495796702,0.1991541681744933,nan,nan,success,ERP
-1.0084588190781765,0.775390625,2,DET-WRONG-2,0.04196995496749878,0.768198698759079,0.26724109053611755,False,0.8981976509094238,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.2618066524398131,0.1997084453683438,nan,nan,success,ERP
-0.9926223019045661,0.775390625,2,DET-WRONG-3,0.037391796708106995,0.7642838060855865,0.26000168919563293,False,0.9129419326782227,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.25947854976913,0.1974604822433072,nan,nan,success,ERP
-1.0410817754830752,0.775390625,2,TEMPORAL-SHUFFLED,0.034198254346847534,0.7939167022705078,0.22706085443496704,False,0.9149758219718933,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.22692043921200275,0.17815554298322311,nan,nan,success,ERP
1.0,1.0,2,ASR-LIKE,-0.00012411177158355713,0.928136870265007,0.043332990258932114,False,0.9963505268096924,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.027590959104021092,0.05456047172298556,nan,nan,success,ERP
-1.2092834297251938,0.775390625,2,ORACLE-QUERY-IMU,0.1918807476758957,0.5828243792057037,0.4481367766857147,True,0.8939648270606995,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.2731118018225299,0.3301288408071834,nan,nan,success,ERP
nan,nan,2,RAW,0.0,1.0,0.0,False,1.0,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.0,0.0,1.0,1.0,success,SSVEP
nan,nan,2,STRONG-POP,0.04335232079029083,0.7321741580963135,0.2667011320590973,False,0.9011990427970886,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.23200254727216452,0.22970626359667926,0.9649331954566924,0.9586766983982876,success,SSVEP
nan,nan,2,DET-NULL,0.034749068319797516,0.758240133523941,0.23933812975883484,False,0.9015684127807617,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.24029686406794135,0.21195145563272286,0.9894741001716036,0.9893710438873231,success,SSVEP
nan,nan,2,DET-MATCH,0.04281776398420334,0.7735604643821716,0.22424817085266113,False,0.92039555311203,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.21270099198885642,0.19694897915435647,0.9905813644619699,0.9937266569845039,success,SSVEP
nan,nan,2,DET-WRONG-1,0.03651086986064911,0.7463580369949341,0.2503751814365387,False,0.8987683653831482,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.2509336851884445,0.22124568218917973,0.9890806123587566,0.9818499785140159,success,SSVEP
nan,nan,2,DET-WRONG-2,0.03304669260978699,0.7351107597351074,0.26034268736839294,False,0.892045259475708,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.2638997547777937,0.23247082964840723,0.9844975452297813,0.9703078126198275,success,SSVEP
nan,nan,2,DET-WRONG-3,0.04167662560939789,0.7778922468423843,0.22004984319210052,False,0.9190720319747925,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.21185694022778642,0.19367592812335815,0.9882643555547759,0.9892364636236078,success,SSVEP
nan,nan,2,TEMPORAL-SHUFFLED,0.036020152270793915,0.7461610436439514,0.25087693333625793,False,0.8972058892250061,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.25351003756640694,0.2222167299613204,0.9987718776260992,0.983801593669459,success,SSVEP
nan,nan,2,ASR-LIKE,-6.084144115447998e-05,0.996900744503364,0.02758583426475525,False,0.9982241988182068,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.00035705934031088994,0.0021908910468883946,0.9986371266695129,0.9998492937086102,success,SSVEP
nan,nan,2,ORACLE-QUERY-IMU,0.11658717319369316,0.6180562078952789,0.375731885433197,True,0.9267279505729675,True,sub-06,S0_STATIC_XSESSION,False,False,ses-03,0.1871946888366662,0.2877060500531064,0.969566671891104,0.9794745004826481,success,SSVEP
nan,nan,2,RAW,0.0,1.0,0.0,False,1.0,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.0,0.0,1.0,1.0,success,SSVEP
nan,nan,2,STRONG-POP,0.038408130407333374,0.6735042035579681,0.32259467244148254,False,0.8031550645828247,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.5041283442478031,0.30263312009736626,0.9697473842054203,0.9668839390189272,success,SSVEP
nan,nan,2,DET-NULL,0.032763734459877014,0.6459324061870575,0.35401275753974915,False,0.7830142378807068,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.5558263469367122,0.33187384093482913,0.9766266455869269,0.9879941997000361,success,SSVEP
nan,nan,2,DET-MATCH,0.03933073580265045,0.6582371294498444,0.34419527649879456,False,0.7923046946525574,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.5564889496452103,0.3216000489910636,0.9750519831557724,0.9804420798040904,success,SSVEP
nan,nan,2,DET-WRONG-1,0.03383782505989075,0.6570659577846527,0.3433321714401245,False,0.7909908294677734,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.54093407697008,0.3211641872244847,0.9764209053941904,0.9841656902370992,success,SSVEP
nan,nan,2,DET-WRONG-2,0.027882248163223267,0.681643545627594,0.3187362551689148,False,0.8011088967323303,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.5073244700274786,0.30141521395657517,0.9756182254862065,0.9792606946418829,success,SSVEP
nan,nan,2,DET-WRONG-3,0.038581475615501404,0.662181168794632,0.3398956060409546,False,0.7937846183776855,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.5499283534538593,0.3179811059197266,0.9748460773210575,0.9835500415117548,success,SSVEP
nan,nan,2,TEMPORAL-SHUFFLED,0.031349748373031616,0.6415838897228241,0.3580504357814789,False,0.7812069058418274,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.561605652504859,0.3353357804650956,0.9771192753322793,0.9788634495605011,success,SSVEP
nan,nan,2,ASR-LIKE,-0.0002651214599609375,0.8900512978434563,0.05840861052274704,False,0.995441734790802,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.05049677733588036,0.08244249488073196,0.9998239930590125,0.9994419781703794,success,SSVEP
nan,nan,2,ORACLE-QUERY-IMU,0.2183614857494831,0.29573267698287964,0.7234624028205872,True,0.6903626918792725,True,sub-06,S0_STATIC_XSESSION,False,False,ses-04,0.7265114709111019,0.6128728683873321,0.9631099900086264,0.9855577869664427,success,SSVEP
1.0,1.0,2,RAW,0.0,1.0,0.0,False,1.0,True,sub-06,S1_MOTION_WITHIN_SESSION,False,False,ses-03,0.0,0.0,nan,nan,success,ERP
0.8796459517909676,1.0,2,STRONG-POP,0.012083586305379868,0.7933789044618607,0.2039598524570465,False,0.9316467046737671,True,sub-06,S1_MOTION_WITHIN_SESSION,False,False,ses-03,0.17541744716231766,0.17016939990422789,nan,nan,success,ERP
0.9079543863851228,1.0,2,DET-NULL,0.008308269083499908,0.8402159363031387,0.16593162715435028,False,0.9383878707885742,True,sub-06,S1_MOTION_WITHIN_SESSION,False,False,ses-03,0.1500016044471308,0.13525573281988237,nan,nan,success,ERP
0.9131034975763904,1.0,2,DET-MATCH,0.009221389889717102,0.8339899629354477,0.1707242727279663,False,0.9375437498092651,True,sub-06,S1_MOTION_WITHIN_SESSION,False,False,ses-03,0.1539619017008054,0.1409728277622553,nan,nan,success,ERP
0.9144393700309739,1.0,2,DET-WRONG-1,0.009454160928726196,0.8320275843143463,0.1720789223909378,False,0.9379739165306091,True,sub-06,S1_MOTION_WITHIN_SESSION,False,False,ses-03,0.15376565375237503,0.14279630545353222,nan,nan,success,ERP
0.9104688483685794,1.0,2,DET-WRONG-2,0.009449154138565063,0.8311769515275955,0.17299962043762207,False,0.9366487264633179,True,sub-06,S1_MOTION_WITHIN_SESSION,False,False,ses-03,0.1567485616569448,0.14359626768912223,nan,nan,success,ERP
0.9106625149860226,1.0,2,DET-WRONG-3,0.010177262127399445,0.8246724605560303,0.17946894466876984,False,0.9355480074882507,True,sub-06,S1_MOTION_WITHIN_SESSION,False,False,ses-03,0.1608884204203104,0.14902349543627283,nan,nan,success,ERP
