study,participant_stem,recording_key,metric,direction,matching_status,population_status,method_pair_success,finite_pair,matching_value,population_value,matching_minus_population,directional_improvement_positive_is_matching_better,pair_status
study05,study05_p06,study05/study05_p06,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.03648843770257848,0.03887923105888791,-0.0023907933563094286,-0.0023907933563094286,success_finite
study05,study05_p10,study05/study05_p10,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.05167504858671235,0.05231297514591371,-0.0006379265592013628,-0.0006379265592013628,success_finite
study05,study05_p24,study05/study05_p24,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.0899504157343387,0.08964599100679471,0.00030442472754399486,0.00030442472754399486,success_finite
study05,study05_p40,study05/study05_p40,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.06973743010218947,0.06890381986652505,0.000833610235664417,0.000833610235664417,success_finite
study05,study05_p41,study05/study05_p41,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.05890582363074903,0.06084681956541138,-0.0019409959346623484,-0.0019409959346623484,success_finite
study05,study05_p43,study05/study05_p43,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.03277967863218989,0.03495804656862489,-0.0021783679364349995,-0.0021783679364349995,success_finite
study05,study05_p44,study05/study05_p44,condition_erp_observation_relative_preservation,higher,success,success,True,False,,,,,excluded_non_success_or_nonfinite
study05,study05_p45,study05/study05_p45,condition_erp_observation_relative_preservation,higher,success,success,True,False,,,,,excluded_non_success_or_nonfinite
study05,study05_p46,study05/study05_p46,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.028123112007496287,0.028080443491955598,4.266851554068918e-05,4.266851554068918e-05,success_finite
study05,study05_p47,study05/study05_p47,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.062102425433938624,0.06702670372721153,-0.00492427829327291,-0.00492427829327291,success_finite
study05,study05_p48,study05/study05_p48,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.04744104346036404,0.05178427629032356,-0.00434323282995952,-0.00434323282995952,success_finite
study05,study05_p49,study05/study05_p49,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.052079001001235414,0.05374708608492951,-0.001668085083694093,-0.001668085083694093,success_finite
study05,study05_p50,study05/study05_p50,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.030228088913875073,0.0329612092306214,-0.002733120316746329,-0.002733120316746329,success_finite
study02,study02_p02,study02/study02_p02,observation_change_ratio,lower,success,success,True,True,0.8806920264483598,0.8756453553844219,0.005046671063937858,-0.005046671063937858,success_finite
study02,study02_p03,study02/study02_p03,observation_change_ratio,lower,success,success,True,True,0.8979458783598925,0.898426098543697,-0.00048022018380455833,0.00048022018380455833,success_finite
study02,study02_p06,study02/study02_p06,observation_change_ratio,lower,success,success,True,True,0.933554686747027,0.9285506942580851,0.0050039924889419,-0.0050039924889419,success_finite
study02,study02_p07,study02/study02_p07,observation_change_ratio,lower,success,success,True,True,0.8642152955546692,0.8505786437074923,0.013636651847176995,-0.013636651847176995,success_finite
study02,study02_p08,study02/study02_p08,observation_change_ratio,lower,success,success,True,True,0.9420811304279991,0.9228633834872869,0.01921774694071221,-0.01921774694071221,success_finite
study02,study02_p09,study02/study02_p09,observation_change_ratio,lower,success,success,True,True,0.9157569029659408,0.9078613555584636,0.007895547407477221,-0.007895547407477221,success_finite
study02,study02_p10,study02/study02_p10,observation_change_ratio,lower,success,success,True,True,0.8496787422296579,0.8497265070351159,-4.776480545798378e-05,4.776480545798378e-05,success_finite
study02,study02_p11,study02/study02_p11,observation_change_ratio,lower,success,success,True,True,0.7646088055620226,0.730502748135999,0.03410605742602357,-0.03410605742602357,success_finite
study02,study02_p12,study02/study02_p12,observation_change_ratio,lower,success,success,True,True,0.9064687712692885,0.9070509206954754,-0.0005821494261869509,0.0005821494261869509,success_finite
study02,study02_p13,study02/study02_p13,observation_change_ratio,lower,success,success,True,True,0.9132873084314956,0.9074334011394362,0.005853907292059479,-0.005853907292059479,success_finite
study02,study02_p14,study02/study02_p14,observation_change_ratio,lower,success,success,True,True,0.8676212885955019,0.8467105455011968,0.020910743094305073,-0.020910743094305073,success_finite
study02,study02_p15,study02/study02_p15,observation_change_ratio,lower,success,success,True,True,0.8796751684401126,0.87864406567135,0.001031102768762615,-0.001031102768762615,success_finite
study02,study02_p16,study02/study02_p16,observation_change_ratio,lower,success,success,True,True,0.879272112333225,0.8808133832949844,-0.0015412709617593778,0.0015412709617593778,success_finite
study02,study02_p17,study02/study02_p17,observation_change_ratio,lower,success,success,True,True,0.8591999575946803,0.8653456863267328,-0.006145728732052547,0.006145728732052547,success_finite
study02,study02_p18,study02/study02_p18,observation_change_ratio,lower,success,success,True,True,0.9027618815144935,0.9057776116187263,-0.003015730104232728,0.003015730104232728,success_finite
study04,study04_p03,study04/study04_p03,observation_change_ratio,lower,success,success,True,True,0.9155612811346561,0.9136530520811178,0.0019082290535382684,-0.0019082290535382684,success_finite
study04,study04_p08,study04/study04_p08,observation_change_ratio,lower,success,success,True,True,0.9140127152180099,0.9042857835963214,0.009726931621688473,-0.009726931621688473,success_finite
study04,study04_p24,study04/study04_p24,observation_change_ratio,lower,success,success,True,True,0.7926676397373903,0.788674580437934,0.003993059299456259,-0.003993059299456259,success_finite
study04,study04_p28,study04/study04_p28,observation_change_ratio,lower,success,success,True,True,0.8832875436212262,0.8872352054154127,-0.0039476617941864856,0.0039476617941864856,success_finite
study04,study04_p29,study04/study04_p29,observation_change_ratio,lower,success,success,True,True,0.8951904176208,0.8974965098955164,-0.0023060922747164536,0.0023060922747164536,success_finite
study04,study04_p30,study04/study04_p30,observation_change_ratio,lower,success,success,True,True,0.8272474546276432,0.8314875297972253,-0.004240075169582136,0.004240075169582136,success_finite
study04,study04_p31,study04/study04_p31,observation_change_ratio,lower,success,success,True,True,0.8875229289616781,0.8922982825741468,-0.004775353612468725,0.004775353612468725,success_finite
study04,study04_p32,study04/study04_p32,observation_change_ratio,lower,success,success,True,True,0.8949884109626559,0.9489494059840559,-0.05396099502139995,0.05396099502139995,success_finite
study04,study04_p33,study04/study04_p33,observation_change_ratio,lower,success,success,True,True,0.9361043604313088,0.9367361743058193,-0.0006318138745105006,0.0006318138745105006,success_finite
study04,study04_p34,study04/study04_p34,observation_change_ratio,lower,success,success,True,True,0.9368413138665947,0.9311134783401432,0.005727835526451508,-0.005727835526451508,success_finite
study04,study04_p35,study04/study04_p35,observation_change_ratio,lower,success,success,True,True,0.9372555835501306,0.9116210503284751,0.025634533221655542,-0.025634533221655542,success_finite
study04,study04_p36,study04/study04_p36,observation_change_ratio,lower,success,success,True,True,0.8521149216731705,0.8533516367830077,-0.0012367151098372497,0.0012367151098372497,success_finite
study04,study04_p37,study04/study04_p37,observation_change_ratio,lower,success,success,True,True,0.8729534818949386,0.8562643903477918,0.016689091547146817,-0.016689091547146817,success_finite
study04,study04_p38,study04/study04_p38,observation_change_ratio,lower,success,success,True,True,0.874750564257122,0.8545435251234981,0.020207039133623983,-0.020207039133623983,success_finite
study04,study04_p39,study04/study04_p39,observation_change_ratio,lower,success,success,True,True,0.9230860616203531,0.9210910306445399,0.0019950309758132168,-0.0019950309758132168,success_finite
study05,study05_p06,study05/study05_p06,observation_change_ratio,lower,success,success,True,True,0.9168724851678203,0.9129919704299266,0.0038805147378936367,-0.0038805147378936367,success_finite
study05,study05_p10,study05/study05_p10,observation_change_ratio,lower,success,success,True,True,0.8735819390006848,0.8730809722472147,0.0005009667534701112,-0.0005009667534701112,success_finite
study05,study05_p24,study05/study05_p24,observation_change_ratio,lower,success,success,True,True,0.8426800978145562,0.844963717606375,-0.0022836197918187917,0.0022836197918187917,success_finite
study05,study05_p40,study05/study05_p40,observation_change_ratio,lower,success,success,True,True,0.8647314083853053,0.8665316614442471,-0.0018002530589418253,0.0018002530589418253,success_finite
study05,study05_p41,study05/study05_p41,observation_change_ratio,lower,success,success,True,True,0.8748454956018177,0.8709599044207618,0.003885591181055914,-0.003885591181055914,success_finite
study05,study05_p43,study05/study05_p43,observation_change_ratio,lower,success,success,True,True,0.9078295356694647,0.9054283241071958,0.0024012115622689123,-0.0024012115622689123,success_finite
study05,study05_p44,study05/study05_p44,observation_change_ratio,lower,success,success,True,True,0.9483799699953321,0.9492167766287345,-0.0008368066334023538,0.0008368066334023538,success_finite
study05,study05_p45,study05/study05_p45,observation_change_ratio,lower,success,success,True,True,0.9357698277961413,0.9329234194785688,0.0028464083175724353,-0.0028464083175724353,success_finite
study05,study05_p46,study05/study05_p46,observation_change_ratio,lower,success,success,True,True,0.9324742784383631,0.933377669795297,-0.000903391356933958,0.000903391356933958,success_finite
study05,study05_p47,study05/study05_p47,observation_change_ratio,lower,success,success,True,True,0.9077667657628838,0.9036533215016562,0.004113444261227617,-0.004113444261227617,success_finite
study05,study05_p48,study05/study05_p48,observation_change_ratio,lower,success,success,True,True,0.9014296950366342,0.8967162982604288,0.004713396776205414,-0.004713396776205414,success_finite
study05,study05_p49,study05/study05_p49,observation_change_ratio,lower,success,success,True,True,0.9350425126269233,0.9329366860845637,0.002105826542359579,-0.002105826542359579,success_finite
study05,study05_p50,study05/study05_p50,observation_change_ratio,lower,success,success,True,True,0.9455644751443314,0.9424336204917324,0.003130854652598991,-0.003130854652598991,success_finite
