gamma,development_record_count,successful_component_count,mean_split_half_stability,mean_heldout_contamination_capture_loss,capture_weight,mean_weighted_capture_component,mean_support_score,support_score_formula,population_endpoint,structural_zero_stability,structural_zero_explanation
0.0,15,15,0.0,0.026146352050426678,0.5,0.013073176025213339,0.013073176025213339,split_half_stability + capture_weight * heldout_contamination_capture_loss,True,True,"gamma=0 sets the full and both split-half shrinkage projectors to the same population projector, so its stability component is structurally zero; this is an endpoint property, not evidence that participant calibration is stable. The support-only objective is a conservative selection rule, not an unbiased hypothesis test of personalization"
0.25,15,15,0.024733298168717714,0.01495131755167789,0.5,0.007475658775838945,0.03220895694455666,split_half_stability + capture_weight * heldout_contamination_capture_loss,False,False,
0.5,15,15,0.050301967262005,0.006623176795064941,0.5,0.0033115883975324703,0.05361355565953748,split_half_stability + capture_weight * heldout_contamination_capture_loss,False,False,
0.75,15,15,0.07564022374354527,0.001617066405322301,0.5,0.0008085332026611505,0.07644875694620643,split_half_stability + capture_weight * heldout_contamination_capture_loss,False,False,
1.0,15,15,0.09971933807191732,1.792814785406365e-31,0.5,8.964073927031825e-32,0.09971933807191732,split_half_stability + capture_weight * heldout_contamination_capture_loss,False,False,
