partition,method_id,metric,direction,participant_stem_count,mean,median,ci95_low,ci95_high,bootstrap_replicates,bootstrap_seed,inference_unit,row_policy
evaluation_corrected,B6_Qy__gamma_0,matching_projector_attenuation_db,higher,43,29.622220183391015,29.074870992257726,27.758602977529826,31.590576723881277,20000,20260802,release_scoped_study_participant_stem,success_nonfallback_finite_only
evaluation_corrected,B6_Qy__gamma_0,population_projector_attenuation_db,higher,43,310.48966460016385,310.6772478479429,309.4040633372516,311.582373602304,20000,20260802,release_scoped_study_participant_stem,success_nonfallback_finite_only
evaluation_corrected,B6_Qy__gamma_0,nonartifact_observation_preservation,higher,43,0.27232699338605143,0.27528303238952445,0.2536877278537865,0.2902960972511057,20000,20260802,release_scoped_study_participant_stem,success_nonfallback_finite_only
evaluation_corrected,B6_Qy__gamma_0,eog_coherence_reduction,higher,43,0.3268566329862904,0.31253014732777595,0.30464997619173034,0.35021819862624853,20000,20260802,release_scoped_study_participant_stem,success_nonfallback_finite_only
evaluation_corrected,B6_Qy__gamma_0,reference_free_psd_distortion,lower,43,0.6684893581814213,0.6298786827889581,0.6447415603421982,0.6937795413937053,20000,20260802,release_scoped_study_participant_stem,success_nonfallback_finite_only
evaluation_corrected,B6_Qy__gamma_0,reference_free_covariance_distortion,lower,43,0.9119548724565787,0.9119218568836772,0.8982581301078583,0.9249475221318588,20000,20260802,release_scoped_study_participant_stem,success_nonfallback_finite_only
evaluation_corrected,B6_Qy__gamma_0,heldout_eog_prediction_remaining_ratio,lower,43,0.6254013309879394,0.5676974996954826,0.5641778850308365,0.6912013848592223,20000,20260802,release_scoped_study_participant_stem,success_nonfallback_finite_only
evaluation_corrected,B6_Qy__gamma_0,condition_erp_observation_relative_preservation,higher,41,0.06099649396086298,0.05258785572253599,0.05094446443481218,0.07265584726378957,20000,20260802,release_scoped_study_participant_stem,success_nonfallback_finite_only
evaluation_corrected,B6_Qy__gamma_0,observation_change_ratio,lower,43,0.8895336367095389,0.898426098543697,0.875949742781461,0.9015238393127946,20000,20260802,release_scoped_study_participant_stem,success_nonfallback_finite_only
evaluation_corrected,B6_soft_proximal__gamma_0,matching_projector_attenuation_db,higher,43,11.634242436274628,11.698020799786068,11.531636461473504,11.729642512537314,20000,20260802,release_scoped_study_participant_stem,success_nonfallback_finite_only
evaluation_corrected,B6_soft_proximal__gamma_0,population_projector_attenuation_db,higher,43,12.041199826559248,12.04119982655925,12.041199826559245,12.04119982655925,20000,20260802,release_scoped_study_participant_stem,success_nonfallback_finite_only
evaluation_corrected,B6_soft_proximal__gamma_0,nonartifact_observation_preservation,higher,43,0.45424524503953856,0.45646227429214326,0.4400638128395828,0.46785960362005724,20000,20260802,release_scoped_study_participant_stem,success_nonfallback_finite_only
