artifact_sample_fraction,clean_waveform_metric,clipping_fraction,condition_erp_observation_relative_preservation,condition_erp_proxy_status,dataset,eog_coherence_output,eog_coherence_raw,eog_coherence_reduction,exact_cell,fallback_used,function_evaluations_per_window,gamma,heldout_eog_prediction_remaining_ratio,latency_seconds_per_window,layout_id,matching_projector_attenuation_db,method,method_id,nonartifact_observation_preservation,observation_change_ratio,operator_source,output_input_RMS_ratio,outputs_frozen_before_scoring,peak_memory_mb,population_projector_attenuation_db,reference_free_covariance_distortion,reference_free_psd_distortion,rest_sample_fraction,status,study,training_seed,unit_id,uses_query_external_eog
0.516875,N/A_no_clean_target,0.0,1.0,success_observation_relative_four_condition_ERP,sgeyesub,0.5353027738127477,0.5353027738127477,0.0,study03|layout_03|200,False,0,,nan,0.0,layout_03,0.0,RAW,RAW,1.0,0.0,soft_support_context_only,1.0,True,0.0,0.0,0.0,0.0,0.21039473684210527,success,study03,20260813,study03/study03_p22,False
0.516875,N/A_no_clean_target,0.0,0.0795985054274374,success_observation_relative_four_condition_ERP,sgeyesub,0.1618100794754174,0.5353027738127477,0.37349269433733034,study03|layout_03|200,False,1,,nan,0.001779428131780342,layout_03,7.8089665860032165,POP,POP,0.8658494830251041,0.8129172756480686,soft_support_context_only,0.6468161344528198,True,74.2568359375,7.755663308274588,0.03645718228506004,0.23735887993973293,0.21039473684210527,success,study03,20260813,study03/study03_p22,False
0.516875,N/A_no_clean_target,0.002319335915672127,0.07258415217239522,success_observation_relative_four_condition_ERP,sgeyesub,0.16196783354366162,0.5353027738127477,0.3733349402690861,study03|layout_03|200,False,2,,nan,0.0033772412768341476,layout_03,7.7184682718473985,ONE-STEP-MATCH,ONE-STEP-MATCH,0.8549084635676434,0.819849233692324,soft_support_context_only,0.6510546207427979,True,74.2568359375,7.665312715705986,0.026880155869547638,0.29056379333721216,0.21039473684210527,success,study03,20260813,study03/study03_p22,False
0.516875,N/A_no_clean_target,0.574016273021698,0.07455700774683238,success_observation_relative_four_condition_ERP,sgeyesub,0.1526971397014445,0.5353027738127477,0.3826056341113032,study03|layout_03|200,False,401,,nan,0.6256722393286749,layout_03,7.780423076777183,DIFF-POP,DIFF-POP,0.7429444760638025,0.8248500902544825,soft_support_context_only,0.661328911781311,True,74.2568359375,7.725825779331469,0.03672267897067681,0.29251574513063666,0.21039473684210527,success,study03,20260813,study03/study03_p22,False
0.516875,N/A_no_clean_target,0.574020504951477,0.0745576491470934,success_observation_relative_four_condition_ERP,sgeyesub,0.1526981018851097,0.5353027738127477,0.38260467192763803,study03|layout_03|200,False,401,,nan,0.6261356993686364,layout_03,7.78041888946043,DIFF-MATCH,DIFF-MATCH,0.742941892975758,0.8248500334155868,soft_support_context_only,0.6613296270370483,True,74.2568359375,7.725814520043173,0.03671963367081828,0.2920537104947367,0.21039473684210527,success,study03,20260813,study03/study03_p22,False
0.516875,N/A_no_clean_target,0.573992657661438,0.07455416725996189,success_observation_relative_four_condition_ERP,sgeyesub,0.15269923527454327,0.5353027738127477,0.38260353853820445,study03|layout_03|200,False,401,,nan,0.627482688486979,layout_03,7.780400892884895,DIFF-SHUFFLED,DIFF-SHUFFLED,0.7429386580804498,0.8248511133546055,soft_support_context_only,0.6613306403160095,True,74.2568359375,7.725796254789945,0.03672474344487247,0.29286574781730573,0.21039473684210527,success,study03,20260813,study03/study03_p22,False
0.34158088235294115,N/A_no_clean_target,0.0,1.0,success_observation_relative_four_condition_ERP,sgeyesub,0.37861115844039367,0.37861115844039367,0.0,study03|layout_03|200,False,0,,nan,0.0,layout_03,0.0,RAW,RAW,1.0,0.0,soft_support_context_only,1.0,True,0.0,0.0,0.0,0.0,0.41150735294117646,success,study03,20260813,study03/study03_p23,False
0.34158088235294115,N/A_no_clean_target,0.0,0.5706113807173475,success_observation_relative_four_condition_ERP,sgeyesub,0.1399777459398292,0.37861115844039367,0.23863341250056447,study03|layout_03|200,False,1,,nan,0.0021295308087086167,layout_03,1.71415047117986,POP,POP,0.8893388867357713,0.3213276047069734,soft_support_context_only,0.9135766625404358,True,74.2568359375,2.3877968069619917,0.0777030901641082,0.16464290010627058,0.41150735294117646,success,study03,20260813,study03/study03_p23,False
0.34158088235294115,N/A_no_clean_target,0.0014819335541687907,0.564648571954769,success_observation_relative_four_condition_ERP,sgeyesub,0.1336162890076217,0.37861115844039367,0.24499486943277196,study03|layout_03|200,False,2,,nan,0.0040338450586098,layout_03,1.6578309415706638,ONE-STEP-MATCH,ONE-STEP-MATCH,0.8840529488660926,0.32740602830874177,soft_support_context_only,0.9173395037651062,True,74.2568359375,2.309156611812739,0.0680869964276974,0.1601322982484628,0.41150735294117646,success,study03,20260813,study03/study03_p23,False
0.34158088235294115,N/A_no_clean_target,0.5731694102287292,0.5608048020821894,success_observation_relative_four_condition_ERP,sgeyesub,0.13762306146667613,0.37861115844039367,0.24098809697371754,study03|layout_03|200,False,401,,nan,0.6996680033525455,layout_03,1.7091852294586596,DIFF-POP,DIFF-POP,0.8425670004943717,0.3371204198719169,soft_support_context_only,0.9192392826080322,True,74.2568359375,2.377596875998921,0.07756641854916453,0.17098695786323495,0.41150735294117646,success,study03,20260813,study03/study03_p23,False
