gradient_norm,loss,model_kind,update
0.0,0.23599949479103088,deterministic,0
0.1862163096666336,0.014064129441976547,deterministic,100
0.1139451190829277,0.007120536640286446,deterministic,200
0.11734039336442947,0.003851973917335272,deterministic,300
0.05209335684776306,0.0029155609663575888,deterministic,400
0.1508363038301468,0.0022323851007968187,deterministic,500
0.07450620085000992,0.0018538543954491615,deterministic,600
0.046124882996082306,0.0014296737499535084,deterministic,700
0.063458152115345,0.001336130197159946,deterministic,800
0.0392228327691555,0.0011434346670284867,deterministic,900
0.10551147907972336,0.0011000530794262886,deterministic,1000
0.04050856828689575,0.0010310926008969545,deterministic,1100
0.04760520160198212,0.0009556680452078581,deterministic,1200
0.04168620705604553,0.000795468979049474,deterministic,1300
0.0511975958943367,0.0007551033631898463,deterministic,1400
0.054896995425224304,0.0006741449469700456,deterministic,1500
0.027016686275601387,0.0006607621908187866,deterministic,1600
0.025860322639346123,0.0006055209669284523,deterministic,1700
0.05284067615866661,0.0005976393003948033,deterministic,1800
0.05284136161208153,0.0005578119889833033,deterministic,1900
0.04551815986633301,0.0005322064971551299,deterministic,2000
0.0,0.11129258573055267,diffusion,0
1.4655115604400635,0.11060352623462677,diffusion,100
3.0378224849700928,0.04443613439798355,diffusion,200
0.32090866565704346,0.021191630512475967,diffusion,300
3.2862586975097656,0.04799730330705643,diffusion,400
1.4771181344985962,0.030213890597224236,diffusion,500
2.674922466278076,0.028801260516047478,diffusion,600
1.422142505645752,0.023799195885658264,diffusion,700
1.6660901308059692,0.014566320925951004,diffusion,800
0.33122721314430237,0.008203326724469662,diffusion,900
0.928534984588623,0.007617699448019266,diffusion,1000
0.7683066129684448,0.00698222266510129,diffusion,1100
1.633055567741394,0.009161300957202911,diffusion,1200
0.8144194483757019,0.006338696461170912,diffusion,1300
0.40622881054878235,0.005243971943855286,diffusion,1400
0.12089431285858154,0.0027712685987353325,diffusion,1500
0.5679662227630615,0.007582827005535364,diffusion,1600
1.0016391277313232,0.0073439632542431355,diffusion,1700
0.6656337380409241,0.005074352025985718,diffusion,1800
0.6001980900764465,0.005902498960494995,diffusion,1900
0.393688440322876,0.004726899787783623,diffusion,2000
