participant,U_subject_LINEAR,U_subject_DET,U_subject_DIFF,U_delta_MATCH,Delta_SA,I_full,I_oracle,I_det_cross,I_full_minus_I_det_cross,anchor_distance
1,0.08747208987673123,0.04184508240885205,0.04137467758523093,-0.0017731818887922498,-0.0004704048236211141,0.06189033389091492,0.26624852028459617,0.06163653565777673,0.00025379823313819035,0.0929808293779691
2,0.12099396313230197,0.051627410782708064,0.05104676137367884,0.00029076387484868366,-0.0005806494090292188,0.02545357412762112,0.2704130012368265,0.024685500396622553,0.000768073730998569,0.09716615080833435
3,0.09146410102645557,0.04763372821940316,0.04367961982885996,-0.0025916240281528896,-0.003954108390543196,0.023276032672988042,0.20582028173911956,0.020195561978552077,0.003080470694435967,0.1258899395664533
4,0.026246015603343647,0.031014897343185212,0.028665893193748262,-0.0025145941310458714,-0.0023490041494369507,0.019258146070771746,0.20347368879325245,0.018396819631258648,0.0008613264395131005,0.07053327063719432
5,-0.05659834357599417,0.024396048651801214,0.02479995869927936,-0.002252856062518226,0.00040391004747814604,0.10504028780592813,0.39620846557621786,0.10739971200625102,-0.002359424200322893,0.16377094388008118
6,0.10102006699889898,0.024145140416092344,0.02503961780005031,0.0010477093358834584,0.0008944773839579688,0.07363901080356704,0.2269834123730412,0.07166884591182072,0.001970164891746309,0.12843546022971472
7,0.061274975538253784,0.03562403470277786,0.03316389603747262,-0.004361737105581496,-0.002460138665305244,0.008395215703381432,0.08478964492678642,0.007862397366099887,0.000532818337281545,0.05372547979156176
8,0.07019403142233689,0.041940230048365064,0.03870393087466558,0.002292770892381668,-0.003236299173699485,0.14961526294549307,0.397384395634037,0.1410244500471486,0.008590812898344465,0.14613113552331924
9,0.02639662226041158,0.027533074220021565,0.02448907991250356,-0.006358674003018273,-0.0030439943075180054,0.030276880496078067,0.06884075452884038,0.02757246047258377,0.0027044200234942967,0.05917475000023842
