epoch,step,train_loss,validation_loss,best
49,250,0.023664962872862814,0.04892581986153827,False
99,500,0.0068440075032413,0.04537384069579489,False
149,750,0.003864285908639431,0.047544339507379955,False
199,1000,0.003126170625910163,0.04481561755871072,False
249,1250,0.0028192478697746993,0.04574161263949731,False
299,1500,0.001578782219439745,0.045360529411803276,False
349,1750,0.0016572863096371293,0.04460852598661885,False
399,2000,0.001105217752046883,0.04432308399940238,False
449,2250,0.0025601434288546445,0.04674472385907874,False
499,2500,0.0012091710697859526,0.04584198056117577,False
549,2750,0.0008971671224571765,0.04575962502071086,False
599,3000,0.000700120278634131,0.04571492767290158,False
649,3250,0.0011348924716003239,0.045654768836410606,False
699,3500,0.0007203449727967382,0.045167422689059204,False
749,3750,0.0008528296952135861,0.043926449547357416,False
799,4000,0.0011869020527228713,0.04438225957838928,False
849,4250,0.0010456014890223742,0.04386731028995093,False
899,4500,0.001066344347782433,0.044915529734948105,False
949,4750,0.0005648506339639425,0.043414654648479295,False
999,5000,0.0008397689438425004,0.04252258600557551,False
1049,5250,0.00048373928293585775,0.043040915885392356,False
1099,5500,0.0007546352571807802,0.042624216910232514,False
1149,5750,0.0006892233621329069,0.04258774560602272,False
1199,6000,0.0009355244226753711,0.04268369177246795,True
