fold,view,beta,nested_loss,selected
2,primary,0.0,6.918487151463826,0
2,primary,0.25,6.402530731426345,0
2,primary,0.5,6.319974780082703,1
2,primary,0.75,6.721441235807206,0
2,primary,1.0,7.537270923455555,0
2,prestim,0.0,1.1211034870809977,0
2,prestim,0.25,1.1131297399600348,1
2,prestim,0.5,1.1787089490228229,0
2,prestim,0.75,1.3066423485676448,0
2,prestim,1.0,1.480961635708809,0
2,hf_art,0.0,1.2595627191993926,0
2,hf_art,0.25,1.257548126909468,1
2,hf_art,0.5,1.3393476025925743,0
2,hf_art,0.75,1.4907054056723912,0
2,hf_art,1.0,1.692684100733863,0
2,label_shuffle,0.0,1.1439757959710228,1
2,label_shuffle,0.25,1.1445448994636538,0
2,label_shuffle,0.5,1.2157684399021995,0
2,label_shuffle,0.75,1.3468892789549296,0
2,label_shuffle,1.0,1.5224269363615248,0
2,time_shuffle,0.0,1.3898695525195863,0
2,time_shuffle,0.25,1.37863576081064,1
2,time_shuffle,0.5,1.4475831240415573,0
2,time_shuffle,0.75,1.5845934732092752,0
2,time_shuffle,1.0,1.773446394337548,0
2,wrong_condition,0.0,6.918487151463826,0
2,wrong_condition,0.25,6.402530731426345,0
2,wrong_condition,0.5,6.319974780082703,1
2,wrong_condition,0.75,6.721441235807206,0
2,wrong_condition,1.0,7.537270923455555,0
2,gain_normalized,0.0,11.221606123778555,0
2,gain_normalized,0.25,10.407738827996782,0
2,gain_normalized,0.5,10.295043188664648,1
2,gain_normalized,0.75,10.962573991881476,0
2,gain_normalized,1.0,12.29481177859836,0
