participant,method,eog_attenuation,preservation,mi_band_distortion,covariance,mi_kappa,erd_preservation
2,DET-SHRINK-MATCH,0.1090685036858457,0.810417878958914,0.08494483334901644,0.13697460175231668,0.15555555555555556,0.9312320111865586
3,DET-SHRINK-MATCH,0.1190067899779353,0.8117472247944938,0.08214850641895861,0.14487871836699076,-0.019444444444444473,0.9208037373159708
4,DET-SHRINK-MATCH,0.11415047279218776,0.7958191119962268,0.07110038383606618,0.12535116869183216,0.759502095092945,0.9377807275529779
5,DET-SHRINK-MATCH,0.11728309003265809,0.7660743246475855,0.11143299489478418,0.15535491458102255,0.5451265457418042,0.9042619480825829
6,DET-SHRINK-MATCH,0.10663423007354828,0.8295224408308665,0.06192923764660564,0.1595866962940178,0.35555555555555557,0.9499585415814279
7,DET-SHRINK-MATCH,0.11683324000679088,0.7423448181814618,0.08282763823708457,0.20483137162969098,0.20277777777777775,0.928139595899547
8,DET-SHRINK-MATCH,0.10781878007478413,0.8125739263163673,0.08383107157784393,0.1115168014501538,0.38055555555555554,0.930335899104214
9,DET-SHRINK-MATCH,0.08289795309185265,0.7415534141990874,0.07232873980987023,0.14238175287769284,0.3879629629629629,0.9381634020207302
2,DET-SHRINK-WRONG-1,0.0944194799980312,0.8351748709877332,0.07378529696550436,0.13649095644314305,0.12638888888888886,0.9345847255405793
3,DET-SHRINK-WRONG-1,0.08667102712548086,0.8414945378899574,0.07137704776412544,0.1381440304207746,-0.06805555555555558,0.939249835301239
4,DET-SHRINK-WRONG-1,0.08353630962185798,0.8275817682345709,0.056936634213525524,0.11776472586864754,0.7625000000000001,0.9509074481061712
5,DET-SHRINK-WRONG-1,0.09752342405421034,0.7882272427280744,0.0917716065685954,0.14895023119907663,0.5430555555555556,0.9168028361949618
6,DET-SHRINK-WRONG-1,0.08768078512871941,0.8442007253567377,0.053798504249795404,0.14800590970858232,0.34722222222222215,0.9571915983666465
7,DET-SHRINK-WRONG-1,0.08194495923657491,0.7651683911681175,0.07045784785717098,0.20805459167147175,0.2430555555555555,0.9423199595131955
8,DET-SHRINK-WRONG-1,0.09939473309323432,0.8270640770594279,0.07705045542682505,0.11189339911687472,0.4291666666666667,0.9364783618768993
9,DET-SHRINK-WRONG-1,0.0817214064205704,0.7378003522753716,0.07073164429602956,0.15052314063397676,0.49722222222222223,0.9358862499262348
1,DET-SHRINK-WRONG-2,-0.05177575528290965,0.6203203996022543,0.06791122439744589,0.1358773293640205,0.47222222222222215,0.9729195689350871
3,DET-SHRINK-WRONG-2,0.12596775071034644,0.7918192562129762,0.08727654026740041,0.1488851441935052,-0.018518518518518552,0.9213394198203493
4,DET-SHRINK-WRONG-2,0.10212207724660435,0.7637744065788057,0.08269100416404515,0.1307309768469918,0.7226305266791287,0.9295062729428614
5,DET-SHRINK-WRONG-2,0.11090700612854411,0.7690050337049696,0.10743504357483093,0.15318086339252168,0.5521180271180272,0.9077663364688365
6,DET-SHRINK-WRONG-2,0.11178527221913205,0.8244396762715446,0.06389701852090932,0.1604565968844444,0.3842592592592593,0.9491922754202827
7,DET-SHRINK-WRONG-2,0.09463267148209802,0.6655140552255843,0.10617507362414012,0.17946464561945788,0.26296296296296295,0.9304061400680683
8,DET-SHRINK-WRONG-2,0.10463084216700784,0.8025947213172913,0.0873671812581193,0.11303199162647405,0.4009259259259259,0.9280403772146756
9,DET-SHRINK-WRONG-2,0.029062685421669454,0.660696244902081,0.08125253124949364,0.12164844182625004,0.3768518518518518,0.9441818935043753
1,DET-SHRINK-WRONG-3,0.013380454676520987,0.6872986977299055,0.06101324014730982,0.15073437850626867,0.5041666666666667,0.9676389158329214
2,DET-SHRINK-WRONG-3,0.09863771087856697,0.820105200012525,0.07934649616456835,0.13231056744261926,0.16481481481481478,0.9353421195644847
4,DET-SHRINK-WRONG-3,0.10242442835334703,0.7870668917894363,0.07591039148517317,0.1275594144727562,0.7392797448517714,0.934378610181344
5,DET-SHRINK-WRONG-3,0.10897285215362358,0.7792512873808543,0.10319967146612144,0.15319471104969504,0.54934336142431,0.9075751905156587
6,DET-SHRINK-WRONG-3,0.1044180756335262,0.8328631917635599,0.059560994516941204,0.1561043129652214,0.3537037037037037,0.952655821040258
7,DET-SHRINK-WRONG-3,0.09854217687399731,0.7015304267406464,0.0895338750619643,0.18204645787020735,0.21296296296296294,0.9319697656599035
8,DET-SHRINK-WRONG-3,0.10118105505868662,0.8149871677160263,0.08300034948883996,0.10955823709818087,0.38611111111111107,0.9316661857765952
9,DET-SHRINK-WRONG-3,0.044433568135248076,0.6963032682736715,0.07565995884083757,0.12995734750199245,0.4027777777777778,0.9437139191106003
1,DET-SHRINK-WRONG-4,0.013758051518092498,0.7016492336988449,0.061294813292598775,0.15377635470993598,0.48888888888888893,0.9648600737775984
2,DET-SHRINK-WRONG-4,0.09638516640499388,0.8236279123359256,0.07958922102429536,0.13340596013402237,0.14907407407407405,0.9383616261460497
3,DET-SHRINK-WRONG-4,0.12115781028488103,0.8193207118246291,0.08198080638819394,0.1418701043080696,-0.03240740740740741,0.9318628444819503
5,DET-SHRINK-WRONG-4,0.10652128308302555,0.7864932533767488,0.09896840252990344,0.14938666995913355,0.5529076248055685,0.9136513268263392
6,DET-SHRINK-WRONG-4,0.10277352667704824,0.8350186596314112,0.05913975204053907,0.15498030855710387,0.3703703703703704,0.9536782468924678
7,DET-SHRINK-WRONG-4,0.10676666391927665,0.711050851477517,0.0903685155614682,0.19051773886729856,0.22685185185185183,0.9291076523477508
8,DET-SHRINK-WRONG-4,0.10686757045891879,0.8188119000858731,0.08140535903693961,0.10985867764912267,0.3796296296296296,0.9318083079921754
9,DET-SHRINK-WRONG-4,0.0554789904487298,0.7063555618127187,0.07450579015187551,0.13191315758336825,0.40370370370370373,0.9424403179581142
1,DET-SHRINK-WRONG-5,0.00030406349881104594,0.6616467038790385,0.06237716046660947,0.14247096592504155,0.4888888888888889,0.9724567935821474
2,DET-SHRINK-WRONG-5,0.10090383184805163,0.7966024478276571,0.08692818117441964,0.12902314092959316,0.13148148148148148,0.936289488322313
3,DET-SHRINK-WRONG-5,0.13213674359937225,0.7937279393275579,0.08912740910576993,0.14633983784119628,-0.0027777777777777926,0.9217434052263529
4,DET-SHRINK-WRONG-5,0.10917606901629277,0.7581275370385911,0.08175916752472685,0.12797582153127982,0.7431903463500061,0.9315561532226302
6,DET-SHRINK-WRONG-5,0.11002538145254022,0.8269699166218439,0.06259539903277828,0.15920822976699553,0.35648148148148157,0.950449600269877
7,DET-SHRINK-WRONG-5,0.08818425402164376,0.6599858933024936,0.0985723418088138,0.16844475766095693,0.287962962962963,0.9292048937777532
8,DET-SHRINK-WRONG-5,0.10699621591055457,0.8053473614984088,0.08656149245976671,0.11097699967794473,0.38240740740740736,0.9296576079069268
9,DET-SHRINK-WRONG-5,0.007884603208407759,0.6494810481866201,0.07828906658954556,0.11461028658618622,0.4166666666666667,0.9491855193518641
1,DET-SHRINK-WRONG-6,0.021505877344578855,0.6732399662335714,0.06467762760505326,0.15549908222524944,0.4472222222222222,0.9609448193275334
2,DET-SHRINK-WRONG-6,0.09454724802338088,0.7991785539521111,0.08793322268971204,0.13218237675977537,0.14444444444444443,0.935356297424242
3,DET-SHRINK-WRONG-6,0.1267809885647717,0.79280467165841,0.09144926397773481,0.14839070058495352,-0.02129629629629633,0.9225408599015458
4,DET-SHRINK-WRONG-6,0.11161824764168414,0.7602311505211724,0.08254165669866068,0.131229868486329,0.7515461307509305,0.9313886364353904
5,DET-SHRINK-WRONG-6,0.11372789180926551,0.762983489367697,0.1117869414364909,0.15552414392799324,0.5553361214148745,0.9045220516592666
7,DET-SHRINK-WRONG-6,0.0906645860410968,0.665264305141237,0.09798642072876286,0.17695252686662963,0.22592592592592592,0.9237069562003752
8,DET-SHRINK-WRONG-6,0.10789683893587762,0.8044771452744802,0.08662726716374453,0.1133436972407513,0.3777777777777778,0.92895470813487
9,DET-SHRINK-WRONG-6,0.014443850024692673,0.6546713444921706,0.07977696120670046,0.12324627781960401,0.3907407407407407,0.9452704278511089
1,DET-SHRINK-WRONG-7,0.04319544674420287,0.7382267192006111,0.05313973158267809,0.16269375491070134,0.5166666666666667,0.9595392833041885
2,DET-SHRINK-WRONG-7,0.0880411379996205,0.8424697750144534,0.07473172399103792,0.13363440342277244,0.1388888888888889,0.9388268658169583
3,DET-SHRINK-WRONG-7,0.10709642053999623,0.8300051937500635,0.0762445724083977,0.13858204166772353,-0.01851851851851854,0.9342971164342924
4,DET-SHRINK-WRONG-7,0.09494071550331273,0.8188004245360693,0.06363000570119237,0.12352690081222871,0.7635920660369502,0.9457547319041032
5,DET-SHRINK-WRONG-7,0.10096458589257301,0.7934053954150941,0.09308154193302548,0.14658467377217696,0.5603501143556998,0.9175051888336392
6,DET-SHRINK-WRONG-7,0.09497200340226306,0.8402055088016722,0.05632133133394706,0.1525738932634385,0.35277777777777775,0.9555202442925883
8,DET-SHRINK-WRONG-7,0.10501482323830891,0.8249560180637572,0.07795846795513874,0.11003409348456526,0.39814814814814814,0.9346646626765174
9,DET-SHRINK-WRONG-7,0.07334127599623394,0.7355142633120219,0.06915406535525581,0.14539653682971782,0.4148148148148148,0.942368234490231
1,DET-SHRINK-WRONG-8,0.030881876765876674,0.7016362994909286,0.06186893617224001,0.15402856285581099,0.49444444444444446,0.9614660097999638
2,DET-SHRINK-WRONG-8,0.09440667215700964,0.8118879662619697,0.08415241702471984,0.13259713687838814,0.12407407407407407,0.9358599034102149
3,DET-SHRINK-WRONG-8,0.12462409131935998,0.8072281579176585,0.08681966213183243,0.14407416156811967,-0.023148148148148154,0.9246907789146976
4,DET-SHRINK-WRONG-8,0.11351271506474389,0.778298493888643,0.07834674004172425,0.12907790876175265,0.7606819493817033,0.9333116626513246
5,DET-SHRINK-WRONG-8,0.1110975159462382,0.771898047791587,0.10710990274278262,0.15414410498307335,0.5428685685862563,0.9065954258564797
6,DET-SHRINK-WRONG-8,0.10318501714499269,0.8342120928896798,0.05943413044571266,0.1562362270709,0.35000000000000003,0.9527851353604382
7,DET-SHRINK-WRONG-8,0.09673648705708505,0.692623550693194,0.09251631945082771,0.17942156556244415,0.22037037037037033,0.9254497520358647
9,DET-SHRINK-WRONG-8,0.033858101934078365,0.6820115281475915,0.07799269859490489,0.1278765125962251,0.42500000000000004,0.9427184889236193
1,DET-SHRINK-WRONG-9,0.044709470695662744,0.7518082136909167,0.05562017785356584,0.15863216909944766,0.46527777777777785,0.960558828655664
2,DET-SHRINK-WRONG-9,0.08950157254384697,0.8432158562872145,0.07520415396238443,0.13421923420088713,0.15925925925925924,0.9385865317330769
3,DET-SHRINK-WRONG-9,0.10996876394787242,0.8331631041235394,0.0767004427975582,0.13904818300507193,-0.01018518518518521,0.9340332589241138
4,DET-SHRINK-WRONG-9,0.10700174722001357,0.8223938594261805,0.06492467458843233,0.12108674594539313,0.7668676934172705,0.9432849714751962
5,DET-SHRINK-WRONG-9,0.09969421855576485,0.7962022142277824,0.09304686952885553,0.1457240387217312,0.550399331920871,0.917563469490475
6,DET-SHRINK-WRONG-9,0.09549721569325517,0.8412638538413577,0.056309510452728695,0.1517107932894094,0.3574074074074074,0.9560382156944934
7,DET-SHRINK-WRONG-9,0.11357011147570543,0.7482934031221602,0.08315955661626645,0.20014521228849938,0.1925925925925926,0.9272211553192113
8,DET-SHRINK-WRONG-9,0.10495908503300339,0.8280037707752652,0.07843535176480192,0.10927518314975121,0.4009259259259259,0.9335957038091112
1,DIFF-POP8,0.014337614859518177,0.6881031741698583,0.06437745427552559,0.15198548416088106,0.5097222222222222,0.9628028832999292
2,DIFF-POP8,0.10054296220177808,0.8137195060650507,0.08291781374928596,0.13392427222735986,0.14074074074074072,0.9353973524388333
3,DIFF-POP8,0.12248630082369893,0.8157221260997984,0.07675218947507809,0.13954494192099645,-0.007407407407407442,0.9349980696724286
4,DIFF-POP8,0.11110680710716041,0.7946430659956403,0.06569478713970076,0.11408860406912244,0.7617088992191535,0.946302848933309
5,DIFF-POP8,0.10768315984999165,0.7863454769055048,0.10019691482192213,0.1451102582716286,0.5398186108526629,0.9133576784894744
6,DIFF-POP8,0.10061141519087201,0.8412945800357394,0.05653821819952439,0.14959861421520765,0.3638888888888889,0.9564522517332663
7,DIFF-POP8,0.11149889963904663,0.7072180410226186,0.09018939043146018,0.17895888355347428,0.19351851851851848,0.9299536774444712
8,DIFF-POP8,0.10600063510978103,0.8199343598551221,0.08020557347592638,0.10832138257290708,0.3851851851851852,0.9351733044175613
9,DIFF-POP8,0.04915929598555924,0.6987204717265235,0.07361892986425396,0.12369308508370584,0.38981481481481484,0.9462648624989508
1,DIFF-RAW-MATCH,0.04516883366478778,0.7332743282119433,0.058464714055534835,0.15538897855195155,0.4402777777777778,0.9575469333287766
2,DIFF-RAW-MATCH,0.1097890947236995,0.7985470559861925,0.08833955270611203,0.13870480018258202,0.1509259259259259,0.9303019281624133
3,DIFF-RAW-MATCH,0.12216268165388058,0.8103757335080041,0.07627200887397488,0.14005403441558503,-0.007407407407407442,0.9286132434673997
4,DIFF-RAW-MATCH,0.11278523979880593,0.8025918967194028,0.061216484388031685,0.11083610610586096,0.7584977165505298,0.9491124445739411
5,DIFF-RAW-MATCH,0.11542949254787525,0.7724108811881807,0.10931457444304701,0.15106824957599574,0.5225887365767612,0.9077836032388258
6,DIFF-RAW-MATCH,0.11037900047588003,0.8297557317548327,0.06330043635133387,0.15952553157536767,0.3537037037037037,0.9484071028731716
7,DIFF-RAW-MATCH,0.11939796045226458,0.7290452354484134,0.08221387667646804,0.18498404904592763,0.17407407407407405,0.9319912628201192
8,DIFF-RAW-MATCH,0.10694804974087513,0.8088057388861974,0.08396846605999808,0.11078182815175519,0.3472222222222222,0.9320408228796124
9,DIFF-RAW-MATCH,0.06919039135345331,0.7284131513701545,0.07069432856082583,0.12882929354218162,0.3564814814814815,0.942421146480285
1,DIFF-SHRINK-MATCH,0.04516942196089222,0.7332712362209955,0.05846878783080384,0.15538794269553655,0.4402777777777778,0.9575444777291042
2,DIFF-SHRINK-MATCH,0.107828776156803,0.8069065627124574,0.0857705236740351,0.13722806079641137,0.1398148148148148,0.9314226667086289
3,DIFF-SHRINK-MATCH,0.12260216453277255,0.8113155894809299,0.07652823183346034,0.14017906029305324,-0.01574074074074076,0.9294558102966187
4,DIFF-SHRINK-MATCH,0.11242415205825819,0.8015623572799895,0.06162981158509898,0.11110974730525996,0.7584977165505298,0.9488708194638485
5,DIFF-SHRINK-MATCH,0.11318573041137296,0.7769991606473923,0.10744007641275294,0.14960323735929937,0.5475887365767613,0.9086442099336564
6,DIFF-SHRINK-MATCH,0.10310697380820126,0.8375753379530377,0.05878557005166464,0.153313665245756,0.35,0.9537956727110242
7,DIFF-SHRINK-MATCH,0.11876326658291042,0.7276416089799669,0.08301568978896551,0.18540479232873394,0.17962962962962964,0.9314763870434332
8,DIFF-SHRINK-MATCH,0.10684605241020882,0.8172792709536023,0.08115699018127186,0.10900106674229264,0.3842592592592593,0.9342427028054525
9,DIFF-SHRINK-MATCH,0.0687214029168238,0.7270282606283823,0.07099814560079443,0.12864558619087385,0.36018518518518516,0.9424801820567367
2,DIFF-SHRINK-WRONG-1,0.10769379171077663,0.8173110062877337,0.07747965091688701,0.13612720407248197,0.12083333333333333,0.933198926103282
3,DIFF-SHRINK-WRONG-1,0.09739968768034701,0.8361060097813606,0.0667525883592537,0.13556170725532218,-0.10694444444444447,0.943817712371731
4,DIFF-SHRINK-WRONG-1,0.09373648519802703,0.8197888235251108,0.05016158973809302,0.10329618595926034,0.751388888888889,0.958937873722625
5,DIFF-SHRINK-WRONG-1,0.09954434716424533,0.7893638958533605,0.09034340740764785,0.14177817122088313,0.5569444444444445,0.9200353413284791
6,DIFF-SHRINK-WRONG-1,0.09314276433339706,0.8465831403930982,0.052491659111305274,0.1433176181225137,0.3375000000000001,0.9597220359965113
7,DIFF-SHRINK-WRONG-1,0.0975106619737719,0.7477440734704336,0.07351952556762933,0.19136237960478156,0.26805555555555555,0.9444180329023993
8,DIFF-SHRINK-WRONG-1,0.10058988391391,0.8251463125149409,0.07646013947890358,0.10791083590691891,0.4208333333333334,0.9388810020084165
9,DIFF-SHRINK-WRONG-1,0.07410148186530073,0.7166289687156677,0.07115548147837987,0.13432444940836477,0.45416666666666666,0.939328676984665
1,DIFF-SHRINK-WRONG-2,-0.018521475885063973,0.6484248240788778,0.06701217921070542,0.14813553398192247,0.5000000000000001,0.9699474708625327
3,DIFF-SHRINK-WRONG-2,0.12567089871405307,0.8000091397100024,0.07939881680847768,0.1440519605443148,-0.00648148148148152,0.9301351926878545
4,DIFF-SHRINK-WRONG-2,0.10772085283672289,0.7800366812282138,0.07210496326183459,0.12028831922003648,0.7286733647988529,0.9410932813019204
5,DIFF-SHRINK-WRONG-2,0.10918274533056992,0.7759355323182212,0.10438966583957104,0.1473313795164899,0.5353257399477614,0.9118622604360015
6,DIFF-SHRINK-WRONG-2,0.10556378998844851,0.8350595864984725,0.06015785296321985,0.1539952193090488,0.35185185185185186,0.9530453125266283
7,DIFF-SHRINK-WRONG-2,0.10823838313234739,0.6874856452147166,0.09736389890721457,0.17878207860630735,0.22685185185185183,0.9321592547464762
8,DIFF-SHRINK-WRONG-2,0.10522795166992881,0.8111765815152062,0.08396872854584979,0.11115141414628688,0.3777777777777778,0.9323677255554332
9,DIFF-SHRINK-WRONG-2,0.04352350962737149,0.6806656883822547,0.07685498043192165,0.12283105821334038,0.39629629629629626,0.9467185372424873
1,DIFF-SHRINK-WRONG-3,0.008226804050745384,0.6822346995274226,0.06380293741892785,0.14791046509320324,0.5166666666666667,0.966328306022303
2,DIFF-SHRINK-WRONG-3,0.10207309141330614,0.8107361727290683,0.0821464779070894,0.13264112575022258,0.14537037037037037,0.9345906471562662
4,DIFF-SHRINK-WRONG-3,0.10744630544441484,0.7898067418071959,0.06770981141533057,0.11314715984118512,0.7591105636187603,0.943675478757846
5,DIFF-SHRINK-WRONG-3,0.10944509080895176,0.782625663611624,0.10241114453375949,0.1471437005497363,0.559039362479554,0.9106058894891552
6,DIFF-SHRINK-WRONG-3,0.10213294685096636,0.8396414733595319,0.0571975164442248,0.15054418748554513,0.3537037037037037,0.9556555568463819
7,DIFF-SHRINK-WRONG-3,0.10422606979528777,0.7016645504368676,0.08880660535643344,0.16896909965161233,0.1759259259259259,0.9343845997926894
8,DIFF-SHRINK-WRONG-3,0.10183312713210962,0.8179821918408076,0.08102755836436058,0.10716051334576521,0.3851851851851852,0.9348279554950216
9,DIFF-SHRINK-WRONG-3,0.04306117921512629,0.6942090392112732,0.0735111906126061,0.1204499789128274,0.4055555555555556,0.9472731643901591
1,DIFF-SHRINK-WRONG-4,0.01571629701327237,0.6991580377022425,0.06335516422249408,0.15266664302443997,0.46388888888888896,0.96281824720791
2,DIFF-SHRINK-WRONG-4,0.09897047138386918,0.8156739953491423,0.08078847009444963,0.1330060995985972,0.13796296296296295,0.9376155026018933
3,DIFF-SHRINK-WRONG-4,0.12049018522740594,0.820845193333096,0.07453664862367677,0.13742849410868604,-0.047222222222222214,0.9385000836454839
5,DIFF-SHRINK-WRONG-4,0.10545516616830189,0.7918619099590514,0.09645491148560195,0.14265150249170333,0.5456227448307032,0.9169354925425899
6,DIFF-SHRINK-WRONG-4,0.10029916050395632,0.8418399724695418,0.05634414904912862,0.14899746909814515,0.3666666666666667,0.956997084600999
7,DIFF-SHRINK-WRONG-4,0.11073920407514765,0.715239726834827,0.08706201820714504,0.18182663435319713,0.21018518518518517,0.9326090437096567
8,DIFF-SHRINK-WRONG-4,0.10603302548854762,0.8233009990718629,0.07900915796936628,0.10747143512826675,0.38703703703703707,0.9356225186791165
9,DIFF-SHRINK-WRONG-4,0.055314552945670656,0.7088848054409027,0.07191528474022724,0.12605580020825752,0.3805555555555556,0.9457208024839017
1,DIFF-SHRINK-WRONG-5,0.009203331319091035,0.676601971189181,0.06374409413288516,0.15007141659477816,0.4777777777777778,0.9681786206476226
2,DIFF-SHRINK-WRONG-5,0.10401327131654341,0.8028651343451606,0.08697073058147849,0.133247992659287,0.14074074074074072,0.9341669145751017
3,DIFF-SHRINK-WRONG-5,0.12910743708440917,0.8038930429352654,0.0805775861453729,0.14358341899200736,-0.01574074074074076,0.9305664545979785
4,DIFF-SHRINK-WRONG-5,0.1132259756763717,0.7808273964458041,0.07123399615894217,0.11985817784223525,0.7575074102464869,0.9423773020169794
6,DIFF-SHRINK-WRONG-5,0.10441342254849834,0.8366246306233935,0.05931373164263906,0.15322161269871376,0.3592592592592593,0.953882439533366
7,DIFF-SHRINK-WRONG-5,0.10526273806263568,0.6909136275450388,0.09335395933188041,0.17326648015272778,0.18981481481481477,0.9326901230339555
8,DIFF-SHRINK-WRONG-5,0.1057470854256429,0.8132449868652556,0.08330908782650522,0.1095972334595221,0.39629629629629626,0.9336493104633186
9,DIFF-SHRINK-WRONG-5,0.03709874992935252,0.67934274342325,0.07525472992019826,0.11989173072346729,0.3583333333333334,0.9492368910313527
1,DIFF-SHRINK-WRONG-6,0.015389259119411344,0.67528169353803,0.06556931189722393,0.15536120076986523,0.44722222222222224,0.9610484179634082
2,DIFF-SHRINK-WRONG-6,0.10137446205928748,0.8040062073204253,0.08743097334447875,0.1355578714852098,0.14907407407407405,0.9336308593026555
3,DIFF-SHRINK-WRONG-6,0.12654767587857468,0.8019883930683136,0.0819608820356616,0.14483129181476012,-0.0240740740740741,0.9312039552632803
4,DIFF-SHRINK-WRONG-6,0.11319663411799229,0.7798530724313524,0.07141003781339939,0.12103315926440793,0.7598517831334186,0.942541659433059
5,DIFF-SHRINK-WRONG-6,0.11022800374954844,0.7738586962223053,0.10726977039489392,0.14943743297151876,0.5518456249780752,0.9092613731356676
7,DIFF-SHRINK-WRONG-6,0.10920607592215753,0.6935828957292769,0.09297191643473374,0.18006286481214578,0.21296296296296294,0.9287200293406398
8,DIFF-SHRINK-WRONG-6,0.10672141483126814,0.8118107004298104,0.0832096828348326,0.1113044294911289,0.38981481481481484,0.9332867938823166
9,DIFF-SHRINK-WRONG-6,0.038836622061909395,0.6803585853841569,0.07589044241993613,0.123945183723228,0.3907407407407407,0.9470204524939976
1,DIFF-SHRINK-WRONG-7,0.03011677017451028,0.7173801536361376,0.05866444482676828,0.15609077658242526,0.44305555555555554,0.9592107572214253
2,DIFF-SHRINK-WRONG-7,0.09752386318748608,0.8259339382251104,0.07755612882631119,0.1323312127125349,0.16296296296296295,0.9379897923486951
3,DIFF-SHRINK-WRONG-7,0.11373962872684024,0.8264616247680452,0.07102874378933172,0.13447822570850995,-0.005555555555555585,0.9401071217977418
4,DIFF-SHRINK-WRONG-7,0.10203126585584694,0.8130322380198373,0.056180198703073864,0.10740759833084433,0.7382231316207724,0.9544466996621183
5,DIFF-SHRINK-WRONG-7,0.102608827648224,0.7953958743148379,0.0921145603370914,0.13987518047833958,0.5789569066587017,0.9199827951972712
6,DIFF-SHRINK-WRONG-7,0.09723660717038785,0.8440467483467526,0.054344955557213,0.1471812374080637,0.35462962962962963,0.958434858172343
8,DIFF-SHRINK-WRONG-7,0.10523979069692459,0.825534901685185,0.07659105241098124,0.10658379894463925,0.3768518518518519,0.9376791084810192
9,DIFF-SHRINK-WRONG-7,0.06533541520426046,0.7222154322597716,0.06883093197036604,0.129602437695424,0.37777777777777777,0.9462078702803122
1,DIFF-SHRINK-WRONG-8,0.018884960713644632,0.6924904137849808,0.06399255191596094,0.15075331182914706,0.4916666666666667,0.9617367705996168
2,DIFF-SHRINK-WRONG-8,0.09864945380098818,0.8087301188045077,0.08470052968340919,0.13411887390023505,0.15,0.9348776954066342
3,DIFF-SHRINK-WRONG-8,0.12445856862448422,0.8105376693937514,0.07858601741823953,0.14029244543036257,-0.017592592592592618,0.9327871953253237
4,DIFF-SHRINK-WRONG-8,0.11429489041006034,0.7877057078811858,0.06834840410100437,0.11581082024453848,0.7778777806168572,0.9440111085095239
5,DIFF-SHRINK-WRONG-8,0.10953042729539735,0.7791540490256416,0.10418806313706237,0.14788117534328252,0.5632180727545781,0.9103659011710037
6,DIFF-SHRINK-WRONG-8,0.10118991358559618,0.8406668818659253,0.05683771704951779,0.15035480062247036,0.35833333333333334,0.9561079460322733
7,DIFF-SHRINK-WRONG-8,0.10531875933533597,0.7034369905789694,0.0894451679918661,0.17493206277488327,0.21111111111111108,0.9302884041405258
9,DIFF-SHRINK-WRONG-8,0.04298013344263168,0.6912802209456762,0.07496948679719666,0.12311763253441632,0.37222222222222223,0.9454529462594421
1,DIFF-SHRINK-WRONG-9,0.032546175271301436,0.7298000281055769,0.06062366718435794,0.1538112673726533,0.4791666666666667,0.9593606219038078
2,DIFF-SHRINK-WRONG-9,0.09736276896018198,0.8269690225521723,0.07791855458436964,0.13305146552768876,0.1759259259259259,0.9376961844766717
3,DIFF-SHRINK-WRONG-9,0.11507433294234451,0.8291017313798269,0.07129913450831085,0.13511378208918104,0.01296296296296293,0.9399795102401676
4,DIFF-SHRINK-WRONG-9,0.10938793591303764,0.8166953573624293,0.05691795402157228,0.10623411653275078,0.7682809019073651,0.952586722872968
