effect,mean,median,ci_low,ci_high,positive_count,denominator,bootstrap_seed,replicates,scope
U_D,0.017342090054794593,0.016026775042215984,0.004033541279258554,0.02998694426873151,14,18,20260811,20000,development_descriptive_fold_cluster
U_P,-0.08206557786023176,-0.031236708164215088,-0.1534417515399105,-0.03034741741915544,0,18,20260811,20000,development_descriptive_fold_cluster
U_W,-0.015083116237764007,0.0,-0.0808029983330656,0.044726131138978185,7,18,20260811,20000,development_descriptive_fold_cluster
U_S,0.029060771067937214,0.0,-0.012951416342535561,0.0836537509572271,8,18,20260811,20000,development_descriptive_fold_cluster
