fold,participant,view,arm,donor,beta,distance,morphology_distance,topography_distance,dynamics_distance
3,4,primary,WRONG_DONOR,9,0.5,3.3145252068837485,7.183827877044678,1.2879390716552734,1.471808671951294
3,4,primary,WRONG_DONOR,14,0.5,3.3816367387771606,7.9109344482421875,1.101171612739563,1.1328041553497314
3,4,primary,POP,,0.5,3.2846617301305137,7.617671489715576,1.0683287382125854,1.167984962463379
3,4,primary,MATCH,,0.5,4.062263389428456,10.506326675415039,0.8806644082069397,0.7997990846633911
3,4,primary,WRONG_MEAN,,0.5,3.348080972830455,7.547381162643433,1.1945553421974182,1.3023064136505127
3,9,primary,WRONG_DONOR,4,0.5,6.627813299496968,16.901697158813477,1.46028733253479,1.5214554071426392
3,9,primary,WRONG_DONOR,14,0.5,6.034694194793701,15.441171646118164,1.2838211059570312,1.3790898323059082
3,9,primary,POP,,0.5,6.144408464431763,15.991263389587402,1.2377749681472778,1.204187035560608
3,9,primary,MATCH,,0.5,5.770821809768677,14.942389488220215,1.4228358268737793,0.9472401142120361
3,9,primary,WRONG_MEAN,,0.5,6.331253747145334,16.17143440246582,1.3720542192459106,1.4502726197242737
3,14,primary,WRONG_DONOR,4,0.5,3.835139036178589,9.123701095581055,1.2118935585021973,1.1698224544525146
3,14,primary,WRONG_DONOR,9,0.5,3.3619153102238974,7.546414852142334,1.1578601598739624,1.3814709186553955
3,14,primary,POP,,0.5,4.444907069206238,11.315079689025879,0.9724413156509399,1.0472002029418945
3,14,primary,MATCH,,0.5,2.54962029059728,6.135724067687988,0.6866064667701721,0.8265303373336792
3,14,primary,WRONG_MEAN,,0.5,3.5985271732012434,8.335057973861694,1.1848768591880798,1.275646686553955
3,4,prestim,WRONG_DONOR,9,0.25,1.1284792224566143,0.8305431008338928,1.2572382688522339,1.2976562976837158
3,4,prestim,WRONG_DONOR,14,0.25,1.1272162000338237,0.8573046326637268,1.253230333328247,1.271113634109497
3,4,prestim,POP,,0.25,1.1110180417696636,0.8266496062278748,1.2530994415283203,1.2533050775527954
3,4,prestim,MATCH,,0.25,1.1188921531041462,0.8486307859420776,1.296401858329773,1.2116438150405884
3,4,prestim,WRONG_MEAN,,0.25,1.127847711245219,0.8439238667488098,1.2552343010902405,1.2843849658966064
3,9,prestim,WRONG_DONOR,4,0.25,1.348066012064616,1.1184768676757812,1.3642374277114868,1.5614837408065796
3,9,prestim,WRONG_DONOR,14,0.25,1.3044333060582478,1.1077172756195068,1.330122947692871,1.4754596948623657
3,9,prestim,POP,,0.25,1.3155983686447144,1.1057853698730469,1.3567817211151123,1.4842280149459839
3,9,prestim,MATCH,,0.25,1.244289795557658,1.0547279119491577,1.2246402502059937,1.4535012245178223
3,9,prestim,WRONG_MEAN,,0.25,1.3262496590614319,1.113097071647644,1.347180187702179,1.5184717178344727
3,14,prestim,WRONG_DONOR,4,0.25,1.1336954832077026,1.0871038436889648,1.2415688037872314,1.0724138021469116
3,14,prestim,WRONG_DONOR,9,0.25,1.0640065670013428,1.0302037000656128,1.117592453956604,1.0442235469818115
3,14,prestim,POP,,0.25,1.097921888033549,1.0817716121673584,1.1757175922393799,1.0362764596939087
3,14,prestim,MATCH,,0.25,1.0738751888275146,1.0519146919250488,1.1355479955673218,1.0341628789901733
3,14,prestim,WRONG_MEAN,,0.25,1.0988510251045227,1.0586537718772888,1.1795806288719177,1.0583186745643616
3,4,hf_art,WRONG_DONOR,9,0.25,1.1198921998341878,0.8030707836151123,1.3767555952072144,1.1798502206802368
