alignment_common_channels,alignment_correlation,alignment_lag_seconds,alignment_polarity,alignment_status,duration_seconds,event_block_count,event_block_gap_threshold_seconds,event_count,event_gap_median_seconds,event_label_count,event_max_onset_seconds,event_onsets_within_duration,participant,processed_eeg_channels,processed_eeg_finite_fraction,processed_eeg_flatline_channels,processed_eeg_maximum_absolute,processed_eeg_rms_median,processed_eeg_samples,processed_imu_channels,processed_imu_finite_fraction,processed_imu_flatline_channels,processed_imu_maximum_absolute,processed_imu_rms_median,processed_imu_samples,processed_sampling_rate_hz,sealed_participant_signal_opened,session,source_eeg_channels,source_eeg_finite_fraction,source_eeg_flatline_channels,source_eeg_maximum_absolute,source_eeg_rms_median,source_eeg_samples,source_eog_channels,source_eog_finite_fraction,source_eog_flatline_channels,source_eog_maximum_absolute,source_eog_rms_median,source_eog_samples,source_sampling_rate_hz,status,task
46,0.1742618663609181,0.0,1,unreliable_common_eeg_alignment,744.65,30,628.0,300,157.0,2,73985.0,False,sub-14,46,1.0,0,2302.8254395999998,9.460482217368732,74465,27,1.0,0,2.5514221152e-05,3.1100515651340004e-07,74465,100.0,False,ses-02,46,1.0,0,30747.995761,93.76851085377461,372323,4,1.0,0,3276.7,163.17834995328286,372323,500.0,success,ERP
46,0.10820731756855115,0.0,1,unreliable_common_eeg_alignment,541.17,1,3416.0,60,854.0,3,53316.0,False,sub-14,46,1.0,0,409.6071602,11.433956992680404,54117,27,1.0,0,1.1261755764e-05,2.266833398530543e-07,54117,100.0,False,ses-02,46,1.0,0,23031.989834,161.7565213567225,270581,4,1.0,0,3276.7,134.17376950464816,270581,500.0,success,SSVEP
46,0.11760968098159001,0.0,1,unreliable_common_eeg_alignment,678.43,30,632.0,300,158.0,2,67363.0,False,sub-14,46,1.0,0,458.7347232999999,14.607052237499884,67843,27,1.0,0,4.805247783e-05,2.0050363478080526e-06,67843,100.0,False,ses-03,46,1.0,0,32767.98301,149.56378053870645,339215,4,1.0,0,3276.7,145.82256605450067,339215,500.0,success,ERP
46,0.13217119320931026,0.0,1,unreliable_common_eeg_alignment,535.85,1,3416.0,60,854.0,3,52784.0,False,sub-14,46,1.0,0,900.0341258999999,16.077455151606287,53585,27,1.0,0,4.891162857e-05,2.348459949410343e-06,53585,100.0,False,ses-03,46,1.0,0,19698.996128000002,149.9955858843012,267922,4,1.0,0,3276.7,263.1130257542676,267922,500.0,success,SSVEP
46,0.15176427572220472,0.0,1,unreliable_common_eeg_alignment,674.31,30,628.0,300,157.0,2,66950.0,False,sub-14,46,1.0,0,826.4263371,20.555950676608298,67431,27,1.0,0,5.31775643e-05,3.363533813801655e-06,67431,100.0,False,ses-04,46,1.0,0,32267.991356999995,154.71128066891742,337151,4,1.0,0,2954.0007539,113.54970665389845,337151,500.0,success,ERP
46,0.21237172622265832,0.0,1,unreliable_common_eeg_alignment,535.28,1,3416.0,60,854.0,3,52727.0,False,sub-14,46,1.0,0,503.0357072999999,16.74157756118226,53528,27,1.0,0,4.77710093e-05,3.471058216528823e-06,53528,100.0,False,ses-04,46,1.0,0,16794.987985999996,135.70934822366544,267636,4,1.0,0,3276.798301,112.01076840606854,267636,500.0,success,SSVEP
