alignment_common_channels,alignment_correlation,alignment_lag_seconds,alignment_polarity,alignment_status,duration_seconds,event_block_count,event_block_gap_threshold_seconds,event_count,event_gap_median_seconds,event_label_count,event_max_onset_seconds,event_onsets_within_duration,failure_reason,participant,processed_eeg_channels,processed_eeg_finite_fraction,processed_eeg_flatline_channels,processed_eeg_maximum_absolute,processed_eeg_rms_median,processed_eeg_samples,processed_imu_channels,processed_imu_finite_fraction,processed_imu_flatline_channels,processed_imu_maximum_absolute,processed_imu_rms_median,processed_imu_samples,processed_sampling_rate_hz,sealed_participant_signal_opened,session,source_eeg_channels,source_eeg_finite_fraction,source_eeg_flatline_channels,source_eeg_maximum_absolute,source_eeg_rms_median,source_eeg_samples,source_eog_channels,source_eog_finite_fraction,source_eog_flatline_channels,source_eog_maximum_absolute,source_eog_rms_median,source_eog_samples,source_sampling_rate_hz,status,task
46,0.17035540421428844,0.0,1,unreliable_common_eeg_alignment,683.39,30,648.0,300,162.0,2,67859.0,False,,sub-12,46,1.0,0,727.3422058,16.047421193057417,68339,27,1.0,0,1.8867074765e-05,3.4818550563449284e-07,68339,100.0,False,ses-02,46,1.0,0,15627.008270999999,225.7799394814582,341693,4,1.0,0,3276.7,195.36816875668342,341693,500.0,success,ERP
46,0.08974190339399538,0.0,1,unreliable_common_eeg_alignment,547.37,1,3416.0,60,854.0,3,53937.0,False,,sub-12,46,1.0,0,975.6964055999999,12.58884038816678,54737,27,1.0,0,2.0435336151999997e-05,4.025348446717972e-07,54737,100.0,False,ses-02,46,1.0,0,17613.016141,335.1640954228078,273683,4,1.0,0,2199.5012585,165.71489839215116,273683,500.0,success,SSVEP
46,0.167901796791246,0.0,1,unreliable_common_eeg_alignment,701.37,30,640.0,300,160.0,2,69657.0,False,,sub-12,46,1.0,0,1761.8095025999999,18.556071481415735,70137,27,1.0,0,5.448070789e-05,1.753693416652449e-06,70137,100.0,False,ses-03,46,1.0,0,15172.005709,177.59447617604656,350683,4,1.0,0,1932.0013006,121.73110104639392,350683,500.0,success,ERP
,,,,,,,,,,,,,ValueError: zero-size array to reduction operation fmax which has no identity,sub-12,,,,,,,,,,,,,,False,ses-03,,,,,,,,,,,,,,failed_record_audit,SSVEP
46,0.26236199350844536,0.0,1,unreliable_common_eeg_alignment,755.24,30,640.0,300,160.0,2,75044.0,False,,sub-12,46,1.0,0,686.7275093,27.166814673178994,75524,27,1.0,0,7.193044607e-05,3.289399678779292e-06,75524,100.0,False,ses-04,46,1.0,0,17851.002862,274.24618988129566,377618,4,1.0,0,3276.7,307.82619256832277,377618,500.0,success,ERP
46,0.1935200413328544,0.0,1,unreliable_common_eeg_alignment,538.53,1,3416.0,60,854.0,3,53053.0,False,,sub-12,46,1.0,0,3927.8785909999992,23.03676755805316,53853,27,1.0,0,7.42729589e-05,3.626932001290922e-06,53853,100.0,False,ses-04,46,1.0,0,19646.011889,194.6401650145233,269265,4,1.0,0,3266.2014532,89.34839439925125,269265,500.0,success,SSVEP
