alignment_common_channels,alignment_correlation,alignment_lag_seconds,alignment_polarity,alignment_status,duration_seconds,event_block_count,event_block_gap_threshold_seconds,event_count,event_gap_median_seconds,event_label_count,event_max_onset_seconds,event_onsets_within_duration,participant,processed_eeg_channels,processed_eeg_finite_fraction,processed_eeg_flatline_channels,processed_eeg_maximum_absolute,processed_eeg_rms_median,processed_eeg_samples,processed_imu_channels,processed_imu_finite_fraction,processed_imu_flatline_channels,processed_imu_maximum_absolute,processed_imu_rms_median,processed_imu_samples,processed_sampling_rate_hz,sealed_participant_signal_opened,session,source_eeg_channels,source_eeg_finite_fraction,source_eeg_flatline_channels,source_eeg_maximum_absolute,source_eeg_rms_median,source_eeg_samples,source_eog_channels,source_eog_finite_fraction,source_eog_flatline_channels,source_eog_maximum_absolute,source_eog_rms_median,source_eog_samples,source_sampling_rate_hz,status,task
46,0.09791193649829917,0.0,1,unreliable_common_eeg_alignment,681.53,30,624.0,300,156.0,2,67673.0,False,sub-09,46,1.0,0,1340.4193292000002,8.96989266106552,68153,27,1.0,1,6.571028646e-06,5.535560082444736e-08,68153,100.0,False,ses-02,46,1.0,0,32761.986649,100.20488051906122,340763,4,1.0,0,3276.7,277.83790732712083,340763,500.0,success,ERP
46,0.02559452043210485,0.75,1,unreliable_common_eeg_alignment,537.88,1,3416.0,60,854.0,3,52988.0,False,sub-09,46,1.0,0,855.9231904999998,10.701734877431267,53788,27,1.0,0,6.648391533e-06,8.721587941012862e-08,53788,100.0,False,ses-02,46,1.0,0,32767.98301,103.40133799758809,268938,4,1.0,0,3276.798301,418.1988424866454,268938,500.0,success,SSVEP
46,0.07412552294752638,0.0,1,unreliable_common_eeg_alignment,682.55,30,628.0,300,157.0,2,67774.0,False,sub-09,46,1.0,0,972.6851182999999,11.307707674035424,68255,27,1.0,0,4.04475848e-05,1.644985483386427e-06,68255,100.0,False,ses-03,46,1.0,0,32767.98301,67.0104171073305,341272,4,1.0,0,3276.798301,376.64339945849594,341272,500.0,success,ERP
46,0.1612446504901884,0.0,1,unreliable_common_eeg_alignment,539.38,1,3416.0,60,854.0,3,53138.0,False,sub-09,46,1.0,0,1104.5788467,14.714628279187487,53938,27,1.0,0,4.6210972429999994e-05,1.5439444469005341e-06,53938,100.0,False,ses-03,46,1.0,0,32767.98301,103.61795652741067,269690,4,1.0,0,3276.798301,473.24720095072837,269690,500.0,success,SSVEP
46,0.16090186080470734,0.0,1,unreliable_common_eeg_alignment,679.89,30,624.0,300,156.0,2,67509.0,False,sub-09,46,1.0,0,1090.5152503,13.397796627394685,67989,27,1.0,0,5.78206482e-05,3.1460325841858366e-06,67989,100.0,False,ses-04,46,1.0,0,32767.98301,78.41243446491784,339943,4,1.0,0,3276.798301,190.6408145379094,339943,500.0,success,ERP
46,0.04947141474971884,0.0,1,unreliable_common_eeg_alignment,536.47,1,3416.0,60,854.0,3,52847.0,False,sub-09,46,1.0,0,389.5111591,13.56226082711056,53647,27,1.0,0,5.030848578e-05,3.5359166980074625e-06,53647,100.0,False,ses-04,46,1.0,0,32767.98301,58.098601010774246,268236,4,1.0,0,3276.7,237.3782712027962,268236,500.0,success,SSVEP
