alignment_common_channels,alignment_correlation,alignment_lag_seconds,alignment_polarity,alignment_status,duration_seconds,event_block_count,event_block_gap_threshold_seconds,event_count,event_gap_median_seconds,event_label_count,event_max_onset_seconds,event_onsets_within_duration,participant,processed_eeg_channels,processed_eeg_finite_fraction,processed_eeg_flatline_channels,processed_eeg_maximum_absolute,processed_eeg_rms_median,processed_eeg_samples,processed_imu_channels,processed_imu_finite_fraction,processed_imu_flatline_channels,processed_imu_maximum_absolute,processed_imu_rms_median,processed_imu_samples,processed_sampling_rate_hz,sealed_participant_signal_opened,session,source_eeg_channels,source_eeg_finite_fraction,source_eeg_flatline_channels,source_eeg_maximum_absolute,source_eeg_rms_median,source_eeg_samples,source_eog_channels,source_eog_finite_fraction,source_eog_flatline_channels,source_eog_maximum_absolute,source_eog_rms_median,source_eog_samples,source_sampling_rate_hz,status,task
46,0.09347223791602027,0.0,1,unreliable_common_eeg_alignment,694.09,30,640.0,300,160.0,2,68929.0,False,sub-07,46,1.0,0,3439.748592,11.162450086618843,69409,27,1.0,0,3.339940309999999e-05,2.177186598432988e-07,69409,100.0,False,ses-02,46,1.0,0,20778.013437999998,131.99362968235224,347044,4,1.0,0,3276.7,230.64724306778032,347044,500.0,success,ERP
46,0.09574137392516245,0.0,1,unreliable_common_eeg_alignment,537.28,1,3420.0,60,855.0,3,52928.0,False,sub-07,46,1.0,0,3037.795803,12.033459609539644,53728,27,1.0,0,4.074445382e-05,2.1324998585853563e-07,53728,100.0,False,ses-02,46,1.0,0,22319.012681000004,126.044257012949,268639,4,1.0,0,3276.7,205.88329919595145,268639,500.0,success,SSVEP
46,0.21210377853429765,0.0,1,unreliable_common_eeg_alignment,697.58,30,640.0,300,160.0,2,69277.0,False,sub-07,46,1.0,0,1200.484579,12.434293573229791,69758,27,1.0,0,5.33938265e-05,2.1089637462753467e-06,69758,100.0,False,ses-03,46,1.0,0,20923.007412999996,102.04609982742545,348787,4,1.0,0,3276.7,171.0685475265948,348787,500.0,success,ERP
46,0.10953217465857042,0.0,1,unreliable_common_eeg_alignment,537.31,1,3416.0,60,854.0,3,52931.0,False,sub-07,46,1.0,0,474.6201649,11.01160344510272,53731,27,1.0,0,4.211247607e-05,1.4821325953863804e-06,53731,100.0,False,ses-03,46,1.0,0,20375.995115,103.61197377425118,268654,4,1.0,0,3276.7,193.57851572900378,268654,500.0,success,SSVEP
46,0.33609845420009055,0.0,1,unreliable_common_eeg_alignment,672.39,30,632.0,300,158.0,2,66759.0,False,sub-07,46,1.0,0,2403.5446441999998,19.85883259418973,67239,27,1.0,0,5.441451855e-05,3.0475739484429523e-06,67239,100.0,False,ses-04,46,1.0,0,24497.985414000002,193.12581980549393,336195,4,1.0,0,3276.7,261.78429692160455,336195,500.0,success,ERP
46,0.14891884626565433,0.0,1,unreliable_common_eeg_alignment,532.47,1,3416.0,60,854.0,3,52447.0,False,sub-07,46,1.0,0,354.45046909999996,18.153771304910507,53247,27,1.0,0,5.326636287e-05,3.066739188171726e-06,53247,100.0,False,ses-04,46,1.0,0,24632.002444,172.68106663126375,266236,4,1.0,0,3276.7,210.2594548521775,266236,500.0,success,SSVEP
