fold,seconds,participant,role,session,task,effective_seconds,tau2,within,within_threshold,lambda,hard_gate,lambda_row_min,lambda_row_mean,lambda_row_max
4,10,sub-02,validation,ses-02,ERP,10,0.01476388117273271,0.005329101494960458,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-02,validation,ses-02,SSVEP,10,0.06784587522562864,0.025069213549907737,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-02,validation,ses-03,ERP,10,0.10310348463891478,0.04592647000864047,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-02,validation,ses-03,SSVEP,10,0.038974117242818525,355.47145909982595,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-02,validation,ses-04,ERP,10,0.09542018265596962,0.7515749813793834,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-02,validation,ses-04,SSVEP,10,1.1483909884361778,25.70480305521434,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-03,validation,ses-02,ERP,10,0.01476388117273271,0.05379128686244444,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-03,validation,ses-02,SSVEP,10,0.06784587522562864,0.05067024893149819,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-03,validation,ses-03,ERP,10,0.10310348463891478,0.1033279583874888,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-03,validation,ses-03,SSVEP,10,0.038974117242818525,0.060681136434856536,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-03,validation,ses-04,ERP,10,0.09542018265596962,0.17375910025016153,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-03,validation,ses-04,SSVEP,10,1.1483909884361778,0.06623755164091394,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-05,validation,ses-02,ERP,10,0.01476388117273271,0.008025938717959454,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-05,validation,ses-02,SSVEP,10,0.06784587522562864,0.010332954097361225,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-05,validation,ses-03,ERP,10,0.10310348463891478,0.05777809421773807,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-05,validation,ses-03,SSVEP,10,0.038974117242818525,0.09057324025434335,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-05,validation,ses-04,ERP,10,0.09542018265596962,0.07089287812701424,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-05,validation,ses-04,SSVEP,10,1.1483909884361778,0.10739279454463255,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-06,train,ses-02,ERP,10,0.01476388117273271,0.009396234778849434,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-06,train,ses-02,SSVEP,10,0.06784587522562864,0.01091707028865969,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-06,train,ses-03,ERP,10,0.10310348463891478,0.007291560257827215,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-06,train,ses-03,SSVEP,10,0.038974117242818525,0.013580299090591507,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-06,train,ses-04,ERP,10,0.09542018265596962,0.12403752475185416,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-06,train,ses-04,SSVEP,10,1.1483909884361778,0.07025970381660841,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-07,train,ses-02,ERP,10,0.01476388117273271,0.028716762454928296,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-07,train,ses-02,SSVEP,10,0.06784587522562864,0.3019703187199896,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-07,train,ses-03,ERP,10,0.10310348463891478,0.03884649699488095,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-07,train,ses-03,SSVEP,10,0.038974117242818525,0.21659685436835857,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-07,train,ses-04,ERP,10,0.09542018265596962,0.38280997554140367,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-07,train,ses-04,SSVEP,10,1.1483909884361778,0.40588464394986323,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-09,train,ses-02,ERP,10,0.01476388117273271,0.03490173338337121,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-09,train,ses-02,SSVEP,10,0.06784587522562864,1.7800340891632696,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-09,train,ses-03,ERP,10,0.10310348463891478,5.971570695568694,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-09,train,ses-03,SSVEP,10,0.038974117242818525,0.03276019189410596,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-09,train,ses-04,ERP,10,0.09542018265596962,0.030806565587424117,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-09,train,ses-04,SSVEP,10,1.1483909884361778,0.016036372472637794,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-11,train,ses-02,ERP,10,0.01476388117273271,0.014043244468103419,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-11,train,ses-02,SSVEP,10,0.06784587522562864,7.391559101298042,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-11,train,ses-03,ERP,10,0.10310348463891478,0.08466957293580196,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-11,train,ses-03,SSVEP,10,0.038974117242818525,0.6404518511195759,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-11,train,ses-04,ERP,10,0.09542018265596962,0.11987634808858004,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-11,train,ses-04,SSVEP,10,1.1483909884361778,0.20672670780745725,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-12,train,ses-02,ERP,10,0.01476388117273271,0.200857850956401,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-12,train,ses-02,SSVEP,10,0.06784587522562864,0.0775524524551552,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-12,train,ses-03,ERP,10,0.10310348463891478,0.5467861945094589,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-12,train,ses-03,SSVEP,10,0.038974117242818525,0.09621893741562401,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-12,train,ses-04,ERP,10,0.09542018265596962,0.12956195292619385,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-12,train,ses-04,SSVEP,10,1.1483909884361778,0.7589742989163868,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-14,train,ses-02,ERP,10,0.01476388117273271,0.007713130590354886,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-14,train,ses-02,SSVEP,10,0.06784587522562864,0.03034808555382239,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-14,train,ses-03,ERP,10,0.10310348463891478,0.09171717327516285,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-14,train,ses-03,SSVEP,10,0.038974117242818525,0.1132872506772995,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-14,train,ses-04,ERP,10,0.09542018265596962,0.11045352951586043,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-14,train,ses-04,SSVEP,10,1.1483909884361778,0.0568945290486444,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-15,train,ses-02,ERP,10,0.01476388117273271,0.009416954187285737,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-15,train,ses-02,SSVEP,10,0.06784587522562864,0.5797284114550332,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-15,train,ses-03,ERP,10,0.10310348463891478,0.015764874869977952,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-15,train,ses-03,SSVEP,10,0.038974117242818525,0.05962940933241286,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-15,train,ses-04,ERP,10,0.09542018265596962,0.11305718229384917,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-15,train,ses-04,SSVEP,10,1.1483909884361778,0.12217330212408564,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-17,train,ses-02,ERP,10,0.01476388117273271,0.013504411142245243,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-17,train,ses-02,SSVEP,10,0.06784587522562864,0.013254982419194898,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-17,train,ses-03,ERP,10,0.10310348463891478,0.1448162217852807,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-17,train,ses-03,SSVEP,10,0.038974117242818525,0.03611309675498312,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-17,train,ses-04,ERP,10,0.09542018265596962,0.06883631598489347,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-17,train,ses-04,SSVEP,10,1.1483909884361778,1.1222452166014882,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-18,train,ses-02,ERP,10,0.01476388117273271,1.214173424955915,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-18,train,ses-02,SSVEP,10,0.06784587522562864,0.004599203165364925,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-18,train,ses-03,ERP,10,0.10310348463891478,0.022332919195045185,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-18,train,ses-03,SSVEP,10,0.038974117242818525,0.010482088341169789,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-18,train,ses-04,ERP,10,0.09542018265596962,0.054193835266962934,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-18,train,ses-04,SSVEP,10,1.1483909884361778,7.7772344031256555,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-19,test,ses-02,ERP,10,0.01476388117273271,0.07662533614527349,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-19,test,ses-02,SSVEP,10,0.06784587522562864,0.04126399253522921,3.2470719014051443,0.0,1,0.0,0.0,0.0
4,10,sub-19,test,ses-03,ERP,10,0.10310348463891478,0.012010867785107822,3.2470719014051443,0.0,1,0.0,0.0,0.0
