method,protocol,artifact,arm,status,rrmse_temporal,rrmse_spectral,correlation,snr_improvement,optimizer_updates,sampler_steps,source_identity_unit
EEGDfus,official_native,EOG,conditional_diffusion,reasonable_nonidentical_reproduction,0.2965274399068196,0.3028177221256191,0.9530411233747036,14.503525387157094,208000,500,source_epoch_not_participant
EEGDfus,official_native,EOG,matched_deterministic,reasonable_nonidentical_reproduction,0.3187038302519472,0.3262593971162365,0.944086484576208,14.627584717490455,208000,1,source_epoch_not_participant
EEGDfus,official_native,EMG,conditional_diffusion,reasonable_nonidentical_reproduction,0.4205412892257751,0.6686558542492059,0.9065081309231856,11.116460106589578,344000,500,source_epoch_not_participant
EEGDfus,official_native,EMG,matched_deterministic,reasonable_nonidentical_reproduction,0.4057237912770858,0.3548037322466962,0.9067478926045914,11.606499671936035,344000,1,source_epoch_not_participant
EEGDfus,strict_source_epoch,EOG,conditional_diffusion,reasonable_nonidentical_reproduction,0.2739663503701719,0.2907973926112517,0.9597093875514244,15.482225157997824,276000,500,source_epoch_not_participant
EEGDfus,strict_source_epoch,EOG,matched_deterministic,reasonable_nonidentical_reproduction,0.2616168531805308,0.280869333322472,0.9640295166121712,15.158042474226518,276000,1,source_epoch_not_participant
EEGDfus,strict_source_epoch,EMG,conditional_diffusion,reasonable_nonidentical_reproduction,0.3949381194505257,0.3466811455222,0.9132132557218948,10.980971336364746,344000,500,source_epoch_not_participant
EEGDfus,strict_source_epoch,EMG,matched_deterministic,reasonable_nonidentical_reproduction,0.3770447454835212,0.3343422538185659,0.9212758148281364,11.392882520502264,344000,1,source_epoch_not_participant
