support_seconds,effective_seconds,fold,rrmse_temporal,seed,window_count
0,0.0,2.0,1.1925476985425099,20261010.49977077,0.0
10,10.0,2.0,1.1927196863838636,20261010.49977077,5.0
30,30.0,2.0,1.2846808688622873,20261010.49977077,15.0
