artifact_attenuation_db,condition,covariance_distortion,eeg_eog_coherence_reduction,fold,heldout_eog_remaining_ratio,low_eog_observation_retention,method,output_input_rms,participant,psd_distortion,query_eog_inference_reads,sampler_steps,seed,session,stream,task
-2.8276600755329957,POP,0.945846640821725,-0.38478708267211914,0,1.3847870826721191,0.04359644651412964,EEGDfus-MC-POP,0.5067824125289917,sub-02,1.232729196548462,0,25,20261010,ses-02,natural,SSVEP
1.656020487226669,POP,3.7746490490220213,0.1735835075378418,0,0.8264164924621582,-1.1913743019104004,EEGDfus-MC-POP,1.0864992141723633,sub-02,0.7579569816589355,0,25,20261010,ses-02,natural,ERP
-9.410951150129014,POP,1.4842026256226988,-1.954932451248169,0,2.954932451248169,-0.3169214725494385,EEGDfus-MC-POP,1.4068337678909302,sub-03,0.5257757306098938,0,25,20261010,ses-03,natural,SSVEP
1.6894117942970912,POP,4.446426323453748,0.1767544150352478,0,0.8232455849647522,-1.4124093055725098,EEGDfus-MC-POP,1.2342555522918701,sub-02,0.8266235589981079,0,25,20261010,ses-02,natural,ERP
-5.683504076940342,POP,0.7551600899611952,-0.9238677024841309,0,1.9238677024841309,0.20324265956878662,EEGDfus-MC-POP,0.9244024157524109,sub-02,0.7720727324485779,0,25,20261010,ses-04,natural,ERP
-8.539691283528756,POP,1.1862910684222354,-1.6729114055633545,0,2.6729114055633545,-0.08595335483551025,EEGDfus-MC-POP,1.1474828720092773,sub-03,0.7081223726272583,0,25,20261010,ses-03,natural,ERP
-12.952309348196119,POP,3.274267104433732,-3.4423775672912598,0,4.44237756729126,-0.9615923166275024,EEGDfus-MC-POP,1.875017762184143,sub-03,0.5999161601066589,0,25,20261010,ses-02,natural,SSVEP
1.7312357324815277,POP,2.0769273702324176,0.18070894479751587,0,0.8192910552024841,-0.4388115406036377,EEGDfus-MC-POP,1.0555953979492188,sub-03,0.962711751461029,0,25,20261010,ses-03,natural,ERP
6.568357107898686,POP,7.805392163274925,0.530557781457901,0,0.469442218542099,-1.7582015991210938,EEGDfus-MC-POP,0.9940374493598938,sub-02,0.9009063839912415,0,25,20261010,ses-03,natural,ERP
-0.6565318987368272,POP,0.847481824212645,-0.07851600646972656,0,1.0785160064697266,-0.11560630798339844,EEGDfus-MC-POP,1.00802481174469,sub-02,0.7399681210517883,0,25,20261010,ses-04,natural,ERP
