panel,condition,metric,participant_mean,participant_median,bootstrap_low,bootstrap_high,participants
paired,SHUFFLED,rrmse_temporal,1.2561154266895815,1.1803507618452787,1.1654461166665167,1.3986801354535017,15
paired,SHUFFLED,rrmse_spectral,1.1662455436652066,1.158497687287003,1.0800623323261422,1.2600983234586836,15
paired,SHUFFLED,correlation,0.4054704845956859,0.3877608228905897,0.38592811798156634,0.4250830620675001,15
paired,SHUFFLED,snr_improvement,-12.828984922039092,-12.717851094310767,-14.791231001456627,-10.562007938133315,15
paired,SHUFFLED,artifact_rrmse,22.728399628622793,20.639742115999127,18.496852979831996,27.442027413801092,15
paired,SHUFFLED,artifact_correlation,0.24224676781876608,0.23910728931743735,0.19737909033157508,0.3000641919303116,15
paired,SHUFFLED,observation_change_ratio,1.1079888245936833,1.0680361325924213,1.023776111449535,1.2426073720817483,15
paired,SHUFFLED,output_input_rms,0.914253378051957,0.8705620793728056,0.8182435264561398,1.0606792295874243,15
paired,WRONG,rrmse_temporal,1.4525327776492365,1.1845231745243072,1.21780405543898,1.760058062325587,15
paired,WRONG,rrmse_spectral,1.2760146102606222,1.1853861295315156,1.1533964043624751,1.4226551424473861,15
paired,WRONG,correlation,0.3980851163882376,0.4209528214490141,0.366349462405077,0.42556045175503704,15
paired,WRONG,snr_improvement,-13.253227150039544,-13.926648509375523,-15.374715126189995,-10.86626816753729,15
paired,WRONG,artifact_rrmse,23.65961376927336,25.600120851853948,19.07469954467574,28.67810608592268,15
paired,WRONG,artifact_correlation,0.23691746809413336,0.20428817131690816,0.19298305658435533,0.29522526837253976,15
paired,WRONG,observation_change_ratio,1.2712485163594989,1.086477882203425,1.064222579246052,1.532587755275238,15
paired,WRONG,output_input_rms,1.0810388678919516,0.9053965977301318,0.8761635184158643,1.3381849768157161,15
natural,ADAPTER_DISABLED,heldout_eog_remaining_ratio,4.010855435799198,2.536349295317626,2.49761572182775,5.985388662944757,15
natural,ADAPTER_DISABLED,artifact_attenuation_db,-5.394098058171751,-4.902178095867757,-7.1214828578593465,-3.7213860545005013,15
natural,ADAPTER_DISABLED,eeg_eog_coherence_reduction,-3.0108554357991983,-1.5363492953176259,-4.985388662944757,-1.4976157218277506,15
natural,ADAPTER_DISABLED,low_eog_observation_retention,-0.34209624886025797,-0.3459018228434715,-0.43853800161269574,-0.25529230694088817,15
natural,ADAPTER_DISABLED,psd_distortion,1.2272377109329686,1.0186564162925438,0.9573685635755812,1.5402503839738788,15
natural,ADAPTER_DISABLED,covariance_distortion,1.6145867193379069,1.5570333891668273,1.4044344759004879,1.841998891803448,15
natural,ADAPTER_DISABLED,output_input_rms,0.9976186772937337,0.9932682744990614,0.8749532383394476,1.1182973262407672,15
natural,MATCH,heldout_eog_remaining_ratio,4.046578539886123,2.5315898889754,2.501199253623815,6.072300905057915,15
natural,MATCH,artifact_attenuation_db,-5.4203021947512955,-4.908259653963624,-7.175043456295237,-3.727281298415729,15
natural,MATCH,eeg_eog_coherence_reduction,-3.0465785398861223,-1.5315898889753998,-5.072300905057916,-1.5011992536238152,15
natural,MATCH,low_eog_observation_retention,-0.34574100073419356,-0.35152279658425123,-0.4413555164436511,-0.2593515697952792,15
natural,MATCH,psd_distortion,1.214988364953266,1.0389537679073506,0.9544143269861716,1.515831573786402,15
natural,MATCH,covariance_distortion,1.6155408302858167,1.556441990516901,1.4045153214376536,1.84323634370016,15
natural,MATCH,output_input_rms,1.0038672410653688,0.9936272006733973,0.8893059962372547,1.1205106675355583,15
natural,POP,heldout_eog_remaining_ratio,4.010855435799198,2.536349295317626,2.49761572182775,5.985388662944757,15
natural,POP,artifact_attenuation_db,-5.394098058171751,-4.902178095867757,-7.1214828578593465,-3.7213860545005013,15
natural,POP,eeg_eog_coherence_reduction,-3.0108554357991983,-1.5363492953176259,-4.985388662944757,-1.4976157218277506,15
natural,POP,low_eog_observation_retention,-0.34209624886025797,-0.3459018228434715,-0.43853800161269574,-0.25529230694088817,15
natural,POP,psd_distortion,1.2272377109329686,1.0186564162925438,0.9573685635755812,1.5402503839738788,15
natural,POP,covariance_distortion,1.6145867193379069,1.5570333891668273,1.4044344759004879,1.841998891803448,15
natural,POP,output_input_rms,0.9976186772937337,0.9932682744990614,0.8749532383394476,1.1182973262407672,15
natural,POP_MEAN,heldout_eog_remaining_ratio,4.00763668535391,2.5239377527677713,2.496761249180212,5.9797716767526,15
natural,POP_MEAN,artifact_attenuation_db,-5.387759558612558,-4.901506318487584,-7.108520519340141,-3.7165098914463752,15
natural,POP_MEAN,eeg_eog_coherence_reduction,-3.00763668535391,-1.5239377527677713,-4.979771676752601,-1.4967612491802122,15
natural,POP_MEAN,low_eog_observation_retention,-0.3401961269720641,-0.34058303241970156,-0.43559194472761303,-0.2535657971655044,15
natural,POP_MEAN,psd_distortion,1.2238309225764867,1.0333813949867532,0.9505910586840411,1.5390213367276924,15
natural,POP_MEAN,covariance_distortion,1.6140120588928941,1.5523174260421244,1.4031794735096017,1.8425335329317807,15
natural,POP_MEAN,output_input_rms,0.9978290748076558,0.9922777831106258,0.8751981726010405,1.1187470579549155,15
natural,SHUFFLED,heldout_eog_remaining_ratio,4.0814733216868895,2.529562292980547,2.5874638300387462,6.030090632951874,15
natural,SHUFFLED,artifact_attenuation_db,-5.603090042699074,-4.900765816884458,-7.205088876231685,-4.110142308440366,15
natural,SHUFFLED,eeg_eog_coherence_reduction,-3.081473321686889,-1.5295622929805468,-5.030090632951877,-1.5874638300387476,15
natural,SHUFFLED,low_eog_observation_retention,-0.4564706277982149,-0.33987153377853524,-0.7441794114050012,-0.2682887902710854,15
natural,SHUFFLED,psd_distortion,1.260986080175294,1.0444333756411517,0.994420299894058,1.5610071611295582,15
natural,SHUFFLED,covariance_distortion,2.2366679958302544,1.5733213413038851,1.432309582451897,3.627802890755589,15
natural,SHUFFLED,output_input_rms,1.0843800992897124,0.9933609971426484,0.8979045183158529,1.3196984036627293,15
natural,WRONG,heldout_eog_remaining_ratio,4.296681586701238,2.8102847420631494,2.639099093092623,6.342130973721129,15
natural,WRONG,artifact_attenuation_db,-5.85614838309121,-5.840275322105029,-7.647989442004136,-4.085277596187378,15
natural,WRONG,eeg_eog_coherence_reduction,-3.2966815867012387,-1.8102847420631494,-5.342130973721129,-1.6390990930926228,15
natural,WRONG,low_eog_observation_retention,-0.6603836453364519,-0.38409370056220465,-1.1297620587117854,-0.3214051817574403,15
natural,WRONG,psd_distortion,1.2956007779145113,1.0529416039922184,1.025935351963357,1.5978619077415634,15
natural,WRONG,covariance_distortion,6.360442569481545,1.833642079863329,1.6782044896638728,13.355208310445638,15
natural,WRONG,output_input_rms,1.2130954282530506,1.1025686179255616,0.9600086728380032,1.5390201603769582,15
