panel,condition,metric,participant_mean,participant_median,bootstrap_low,bootstrap_high,participants
paired,ADAPTER_DISABLED,rrmse_temporal,1.19254769854251,1.1831735164286143,1.1583894347665158,1.2325556682930914,15
paired,ADAPTER_DISABLED,rrmse_spectral,1.137147676016683,1.1673362676501273,1.0658201349052872,1.2085901881456156,15
paired,ADAPTER_DISABLED,correlation,0.41246249409443586,0.4256208796787214,0.39548292800146473,0.4287693109611947,15
paired,ADAPTER_DISABLED,snr_improvement,-12.685255734053335,-12.69498980004044,-14.595572156189496,-10.458359841261139,15
paired,ADAPTER_DISABLED,artifact_rrmse,22.473173787044594,20.588987995375383,18.34711558057092,27.1110508821044,15
paired,ADAPTER_DISABLED,artifact_correlation,0.24423550768684915,0.23902736570390343,0.19985359570210962,0.3013363478678404,15
paired,ADAPTER_DISABLED,observation_change_ratio,1.0526187052423872,1.0619322024858915,1.0207666164589477,1.0814218754802194,15
paired,ADAPTER_DISABLED,output_input_rms,0.857503148157548,0.8697846011038273,0.8129120171384866,0.8935421747818623,15
paired,MATCH,rrmse_temporal,1.2846808688622873,1.1811432109938726,1.1584659460309557,1.5088218595385074,15
paired,MATCH,rrmse_spectral,1.1825209337918678,1.1614215503667147,1.0763366081470445,1.317239038971727,15
paired,MATCH,correlation,0.40745522114386046,0.4237754256483242,0.38254343379690875,0.4306651407416467,15
paired,MATCH,snr_improvement,-12.887164616624837,-12.705586508720588,-14.606575829971435,-11.023232024469769,15
paired,MATCH,artifact_rrmse,22.616312945169906,20.585248501988143,18.53803163501886,27.214965158416444,15
paired,MATCH,artifact_correlation,0.24064576008985794,0.23833943228001353,0.199710340881742,0.2901714529134795,15
paired,MATCH,observation_change_ratio,1.1141605547021851,1.079654830671006,1.0419985236190805,1.22970913305349,15
paired,MATCH,output_input_rms,0.9202530639712714,0.8708014716571979,0.854928793572734,1.0221580247194186,15
paired,POP,rrmse_temporal,1.19254769854251,1.1831735164286143,1.1583894347665158,1.2325556682930914,15
paired,POP,rrmse_spectral,1.137147676016683,1.1673362676501273,1.0658201349052872,1.2085901881456156,15
paired,POP,correlation,0.41246249409443586,0.4256208796787214,0.39548292800146473,0.4287693109611947,15
paired,POP,snr_improvement,-12.685255734053335,-12.69498980004044,-14.595572156189496,-10.458359841261139,15
paired,POP,artifact_rrmse,22.473173787044594,20.588987995375383,18.34711558057092,27.1110508821044,15
paired,POP,artifact_correlation,0.24423550768684915,0.23902736570390343,0.19985359570210962,0.3013363478678404,15
paired,POP,observation_change_ratio,1.0526187052423872,1.0619322024858915,1.0207666164589477,1.0814218754802194,15
paired,POP,output_input_rms,0.857503148157548,0.8697846011038273,0.8129120171384866,0.8935421747818623,15
paired,POP_MEAN,rrmse_temporal,1.1905392829660402,1.1763188848770205,1.1548850605444918,1.2317650391012278,15
paired,POP_MEAN,rrmse_spectral,1.1365694077594102,1.1543901208930343,1.0639982784867617,1.2100704984379596,15
paired,POP_MEAN,correlation,0.4146210410297069,0.43271459547810287,0.39465602511566283,0.4338200540403992,15
paired,POP_MEAN,snr_improvement,-12.666413883683514,-12.695912657313803,-14.585901150887672,-10.436589790688066,15
paired,POP_MEAN,artifact_rrmse,22.462282203908536,20.618869119802035,18.335824075507148,27.109513325416557,15
paired,POP_MEAN,artifact_correlation,0.2439957869900184,0.23831892356607928,0.19962377555847952,0.3013124967964459,15
paired,POP_MEAN,observation_change_ratio,1.0501077593113288,1.0603920567494172,1.0167712995052913,1.0806294066708848,15
paired,POP_MEAN,output_input_rms,0.8575653291956863,0.8703663501608776,0.8128193550063626,0.8936728938395186,15
